Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-03,21.8,12.7,87,54,0,0
Alcúdia,2025-11-03,22.4,12.5,94,58,13,0
Algaida,2025-11-03,21.6,12.7,92,44,15.5,0
Andratx,2025-11-03,-,-,-,-,-,-
Ariany,2025-11-03,-,-,-,-,-,-
Artà,2025-11-03,20.8,10.9,99,70,19.3,1.19
Banyalbufar,2025-11-03,20,13.6,92,69,12.2,0
Binissalem,2025-11-03,23.4,10.4,97,47,11.6,0
Búger,2025-11-03,23.6,11.7,94,49,15.8,0
Bunyola,2025-11-03,23.1,12.2,95,47,14.3,0
Calvià,2025-11-03,23.9,13.2,88,41,11.1,0
Campanet,2025-11-03,-,-,-,-,-,-
Campos,2025-11-03,23.3,11.3,95,51,25.9,0
Capdepera,2025-11-03,21.5,14.7,94,63,11.9,2.79
Consell,2025-11-03,-,-,-,-,-,-
Costitx,2025-11-03,22,10.7,99,52,8.2,0
Deià,2025-11-03,19.9,15,79,61,11.2,0
Escorca,2025-11-03,15.3,5.4,98,72,11.2,0
Esporles,2025-11-03,20.6,11.4,97,69,12.2,0
Estellencs,2025-11-03,-,-,-,-,-,-
Felanitx,2025-11-03,20.9,14.1,89,63,29.6,0.79
Fornalutx,2025-11-03,19.2,12.9,83,60,12.6,0
Inca,2025-11-03,24.2,14.6,87,47,14.8,0
Lloret,2025-11-03,24.1,11.5,96,58,6.9,0
Lloseta,2025-11-03,22.2,12.7,93,47,21.2,0
Llubí,2025-11-03,23.5,11.2,95,49,9.4,0
Llucmajor,2025-11-03,21.8,12.9,93,47,11.5,0
Manacor,2025-11-03,22.3,11.5,97,61,10.1,6.3
Mancor,2025-11-03,-,-,-,-,-,-
Maria,2025-11-03,22.3,13.5,94,58,14.4,0
Marratxí,2025-11-03,24.3,13.7,89,45,14,0
Montuïri,2025-11-03,23.5,8.6,99,48,14.8,0
Muro,2025-11-03,22.9,13.7,96,59,0,0
Palma,2025-11-03,22.5,14.6,87,51,11.2,0
Petra,2025-11-03,23.8,11.3,96,55,11.1,0
Pollença,2025-11-03,20.2,13.3,69,44,19.3,0
Porreres,2025-11-03,23,12.5,92,42,14.8,0
Sa Pobla,2025-11-03,23.3,13,90,51,10.3,0
Puigpunyent,2025-11-03,21.2,10.9,89,60,16.7,0
Ses   Salines,2025-11-03,21.4,13.2,87,62,18.5,0
Sant   Joan,2025-11-03,20.4,13.1,71,35,11.3,0.25
Sant   Llorenç,2025-11-03,23.5,11.4,98,64,3.2,5.08
Sencelles,2025-11-03,21.8,11,93,50,18.5,0
Santa   Eugènia,2025-11-03,23.6,8.9,99,45,12.7,0
Santa   Margalida,2025-11-03,22.6,13.6,92,56,16.2,0
Santa   Maria,2025-11-03,-,-,-,-,-,-
Santanyi,2025-11-03,23.6,12.4,99,67,0,1.7
Selva,2025-11-03,-,-,-,-,-,-
Sineu,2025-11-03,21.2,11.4,99,72,6.4,0
Sóller,2025-11-03,20.7,13.2,88,62,11.3,0
Son   Servera,2025-11-03,,,,,,
Valldemossa,2025-11-03,18.2,11.7,92,68,13,0
Villafranca,2025-11-03,,,,,0,0
