Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-11,25.6,16.4,57.6,0,0
Alcúdia,2026-06-11,25,16.9,67.9,16.9,0
Algaida,2026-06-11,26.5,16.4,65.7,20.9,0
Andratx,2026-06-11,27.4,19.5,59.1,15.5,0
Ariany,2026-06-11,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-11,25.2,16.2,70.9,21.9,0
Banyalbufar,2026-06-11,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-11,29,15.1,67.8,11.9,0
Búger,2026-06-11,26,13.7,66.7,16.1,0
Bunyola,2026-06-11,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-11,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-11,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-11,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-11,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-11,24.2,18.9,66.7,17.7,0
Consell,2026-06-11,27.7,13.3,69,17.2,0
Costitx,2026-06-11,27.8,14.1,70.9,10.1,0
Deià,2026-06-11,25.2,18.1,66.6,10.4,0
Escorca,2026-06-11,21,10.9,79.9,2.9,0
Esporles,2026-06-11,25.9,16.3,73.9,18.3,0
Estellencs,2026-06-11,25.5,18.5,64.9,11.5,0
Felanitx,2026-06-11,25.8,16.3,63.7,21.9,0
Fornalutx,2026-06-11,24.8,17.1,65.7,16.3,0
Inca,2026-06-11,28.5,17.9,63.8,16.9,0
Lloret de Vistalegre,2026-06-11,26.2,14.8,73,10.1,0
Lloseta,2026-06-11,26.3,16.2,68,30.6,0.1
Llubí,2026-06-11,27.1,15,64.9,12.2,0
Llucmajor,2026-06-11,,,,17.6,0
Manacor,2026-06-11,27,15.6,65.2,19.8,0
Mancor,2026-06-11,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-11,24.4,16.1,71.4,19.4,0
Marratxí,2026-06-11,28.3,16.5,64.3,20.1,0
Montuïri,2026-06-11,26.8,12.1,75.8,28,0
Muro,2026-06-11,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-11,28.2,19.5,65.7,15.5,0
Petra,2026-06-11,27.1,14.2,65.4,16.1,0
Pollença,2026-06-11,22.3,16.9,54.2,20.9,0
Porreres,2026-06-11,NaN,NaN,NaN,NaN,NaN
Sa Pobla,2026-06-11,24.8,15.7,67.4,8.2,0
Puigpunyent,2026-06-11,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-06-11,26.9,15.4,63.4,10.4,0
Sant Joan,2026-06-11,24.6,16.6,65.2,18,0
Sant Llorenç des Cardassar,2026-06-11,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-11,28.4,15.2,68,15.1,0
Santa Eugènia,2026-06-11,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-11,24.7,16.8,66.7,22.7,0
Santa María del Camí,2026-06-11,26.7,16.1,63.5,21.2,0
Santanyí,2026-06-11,,,,14.8,0
Selva,2026-06-11,NaN,NaN,NaN,NaN,NaN
Sineu,2026-06-11,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-11,24.7,18.4,66.2,21.6,0
Son Servera,2026-06-11,25,17.9,63.2,19.4,0
Valldemossa,2026-06-11,23.1,16.4,70.3,7.2,0
Vilafranca de Bonany,2026-06-11,26.1,17,68.5,17.6,0
