Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-15,17.7,12.5,62.7,0,0.76
Alcúdia,2026-05-15,18.2,13.7,68.2,37.4,0
Algaida,2026-05-15,18,11.3,70.9,32,0
Andratx,2026-05-15,19.1,11.6,67.2,21.2,5.11
Ariany,2026-05-15,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-15,17.4,10,80.8,33.8,6.1
Banyalbufar,2026-05-15,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-15,19.6,11.8,71.8,10.8,0.25
Búger,2026-05-15,19.3,12,68.8,22.5,0
Bunyola,2026-05-15,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-15,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-15,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-15,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-15,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-15,18.7,11,73.6,23,4.8
Consell,2026-05-15,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-15,18.3,11.3,78.9,13.4,0.51
Deià,2026-05-15,17.8,12.6,65.9,14,0.3
Escorca,2026-05-15,12.5,7.2,85.1,26.3,1.8
Esporles,2026-05-15,17.4,12.1,77.5,38.1,1.78
Estellencs,2026-05-15,17.3,9.3,69.4,15.5,5.11
Felanitx,2026-05-15,19.7,11.8,76.5,20.4,2.29
Fornalutx,2026-05-15,16.8,11.3,75.5,18.7,0.79
Inca,2026-05-15,18.7,13,68,18.7,0.2
Lloret de Vistalegre,2026-05-15,19.9,11.1,76.7,5.5,0
Lloseta,2026-05-15,17.6,12.1,71.4,42.5,1.6
Llubí,2026-05-15,19.2,12.3,68.2,16.9,0.79
Llucmajor,2026-05-15,,,,26.3,0.3
Manacor,2026-05-15,20,10.2,75.5,15.5,0.99
Mancor,2026-05-15,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-15,19.4,11,81.6,22.3,0
Marratxí,2026-05-15,19.2,12.4,69.1,21.1,0.25
Montuïri,2026-05-15,19.1,11.2,81.1,30.6,0.3
Muro,2026-05-15,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-15,18.8,13.5,66.9,38.9,0.3
Petra,2026-05-15,19.8,11.7,72.7,21.1,0.25
Pollença,2026-05-15,17.3,12.3,51.8,25.7,0
Porreres,2026-05-15,19.2,11.5,69.9,22.7,0
Sa Pobla,2026-05-15,19.8,13.2,65.5,19.5,0
Puigpunyent,2026-05-15,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-15,22.2,11.9,80.7,5.4,2.11
Sant Joan,2026-05-15,18.9,12.1,62.5,17.2,0
Sant Llorenç des Cardassar,2026-05-15,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-15,19.8,12.3,73.6,13.7,0.51
Santa Eugènia,2026-05-15,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-15,19,12,70.1,19.1,1.5
Santa María del Camí,2026-05-15,17.7,11.9,70.1,34.2,0.51
Santanyí,2026-05-15,,,,7.9,0.99
Selva,2026-05-15,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-15,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-15,18.2,14,69.4,25.9,0.2
Son Servera,2026-05-15,19.2,10.9,68.8,28.1,7.11
Valldemossa,2026-05-15,15.7,10.4,72.1,13,0.61
Vilafranca de Bonany,2026-05-15,19.3,10.8,75.1,26.6,0.3
