Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-13,35.3,21.9,67,18,0,0
Alcúdia,2025-06-13,30.1,20.4,91,38,11.9,0
Algaida,2025-06-13,34.2,20.2,93,18,23.8,0
Andratx,2025-06-13,34.1,21.6,81,14,22.7,0
Ariany,2025-06-13,-,-,-,-,-,-
Artà,2025-06-13,31.4,16.8,100,39,24.1,0
Banyalbufar,2025-06-13,29.5,20.7,96,46,10.5,0
Binissalem,2025-06-13,37.7,18.6,90,20,13.4,0
Búger,2025-06-13,37.2,18.4,91,21,20.1,0
Bunyola,2025-06-13,37.9,20.4,85,14,21.2,0
Calvià,2025-06-13,32.3,21.4,88,14,19,0
Campanet,2025-06-13,-,-,-,-,-,-
Campos,2025-06-13,-,-,-,-,-,-
Capdepera,2025-06-13,28.6,21,94,71,15.4,0
Consell,2025-06-13,17.2,17.2,51,51,3.9,0
Costitx,2025-06-13,37.3,18.6,98,24,11.1,0
Deià,2025-06-13,31.3,21.3,91,18,14.8,0
Escorca,2025-06-13,30.4,16.8,62,16,16.9,0
Esporles,2025-06-13,34.4,19,92,27,21.9,0
Estellencs,2025-06-13,31.8,19.7,91,19,35.2,0
Felanitx,2025-06-13,30.7,19.4,92,30,33.8,0
Fornalutx,2025-06-13,34.4,21.1,91,9,19.8,0
Inca,2025-06-13,36.9,22.9,86,22,21.9,0
Lloret,2025-06-13,34.1,18,97,28,6.4,0
Lloseta,2025-06-13,35.1,20.1,88,21,26.3,0
Llubí,2025-06-13,36.6,19.5,91,21,10.1,0
Llucmajor,2025-06-13,33,20.4,93,22,24.5,0
Manacor,2025-06-13,31.2,18.7,97,37,17.3,0
Mancor,2025-06-13,-,-,-,-,-,-
Maria,2025-06-13,32.4,20,96,24,23,0
Marratxí,2025-06-13,36.4,21.9,87,14,19,0
Montuïri,2025-06-13,33.7,16.3,99,25,18,0
Muro,2025-06-13,35.3,21.1,94,25,0,0
Palma,2025-06-13,33.8,23,86,29,13,0
Petra,2025-06-13,34.1,19,96,20,14.6,0
Pollença,2025-06-13,32.6,20.6,65,15,40.7,0
Porreres,2025-06-13,33.4,19.6,92,19,18.7,0
Sa Pobla,2025-06-13,37.7,20.8,87,20,10.3,0
Puigpunyent,2025-06-13,34.8,17.7,87,20,14.8,0
Ses   Salines,2025-06-13,28.7,20.5,94,58,33.8,0
Sant   Joan,2025-06-13,32.2,19.3,69,17,15,0.25
Sant   Llorenç,2025-06-13,32.8,19.2,93,42,7.2,0
Sencelles,2025-06-13,34.6,19.7,90,22,24.1,0
Santa   Eugènia,2025-06-13,37.8,-6.8,95,1,239.8,288.29
Santa   Margalida,2025-06-13,33.6,20.6,91,22,18,0
Santa   Maria,2025-06-13,-,-,-,-,-,-
Santanyi,2025-06-13,30.7,20,98,66,14.3,0
Selva,2025-06-13,32.9,23.2,61,26,5,0
Sineu,2025-06-13,36.7,18.5,99,22,9,0
Sóller,2025-06-13,34.4,20.8,90,15,31.5,0
Son   Servera,2025-06-13,28.4,21,91,60,15.8,0
Valldemossa,2025-06-13,31.9,21,85,12,43.5,0
Villafranca,2025-06-13,,,,,25.9,0
