Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-07-19,37,25.1,52.9,0,0
Alcúdia,2026-07-19,34.3,26.3,78.3,14.8,0
Algaida,2026-07-19,37.2,25,69,28.8,0
Andratx,2026-07-19,35.2,25.1,60.3,13.3,0
Ariany,2026-07-19,NaN,NaN,NaN,NaN,NaN
Artà,2026-07-19,36.4,22,78.5,16.9,0
Banyalbufar,2026-07-19,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-07-19,38.9,22.4,72.3,13,0
Búger,2026-07-19,35.7,23.7,76.7,26.6,0
Bunyola,2026-07-19,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-07-19,NaN,NaN,NaN,NaN,NaN
Calvià,2026-07-19,NaN,NaN,NaN,NaN,NaN
Campanet,2026-07-19,NaN,NaN,NaN,NaN,NaN
Campos,2026-07-19,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-07-19,34.1,25.3,82.9,11.1,0
Consell,2026-07-19,37.2,22.4,71.8,20.1,0
Costitx,2026-07-19,39.6,23.4,76,10.1,0
Deià,2026-07-19,34.9,26,72.5,17.3,0
Escorca,2026-07-19,36.1,19.4,53.3,16.2,0
Esporles,2026-07-19,36.6,23.7,71.9,16.9,1.02
Estellencs,2026-07-19,31.9,24.3,73.3,9.7,0
Felanitx,2026-07-19,38.9,24.5,69.4,19.8,0
Fornalutx,2026-07-19,33.9,25.2,66.7,14.3,0
Inca,2026-07-19,38.7,25.8,71.6,11.9,0
Lloret de Vistalegre,2026-07-19,39.2,22.9,77.5,6.9,0
Lloseta,2026-07-19,36.6,23.7,73,33.8,0
Llubí,2026-07-19,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-07-19,,,,20.2,0
Manacor,2026-07-19,37.1,22.6,77.1,16.9,0
Mancor,2026-07-19,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-07-19,35.3,23.7,82.1,15.8,0
Marratxí,2026-07-19,38.2,25.1,69.9,15.8,0
Montuïri,2026-07-19,38.6,21.1,78.3,18,0
Muro,2026-07-19,NaN,NaN,NaN,NaN,NaN
Palma,2026-07-19,35.5,26.2,75.1,12.2,0
Petra,2026-07-19,40.1,23.2,71.4,14.3,0
Pollença,2026-07-19,32.5,25.5,59,16.1,0
Porreres,2026-07-19,38.2,23.8,67,20.2,0
Sa Pobla,2026-07-19,34.3,25,75.6,0,0
Puigpunyent,2026-07-19,34.5,27.1,52.2,16.9,0
Ses Salines,2026-07-19,37,22.7,76.2,0,0
Sant Joan,2026-07-19,36.9,24.1,46.7,14.3,0
Sant Llorenç des Cardassar,2026-07-19,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-07-19,39.4,23.3,73.7,14,0
Santa Eugènia,2026-07-19,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-07-19,34.3,24.2,79.2,16.9,0
Santa María del Camí,2026-07-19,36.2,23,66.4,22.3,0
Santanyí,2026-07-19,,,,8.7,0
Selva,2026-07-19,36.9,24.5,70.4,10.3,0
Sineu,2026-07-19,NaN,NaN,NaN,NaN,NaN
Sóller,2026-07-19,34.9,24.9,75.9,33.1,0
Son Servera,2026-07-19,32.6,24.6,79.3,16.6,0
Valldemossa,2026-07-19,33.4,24.9,72.6,18,0
Vilafranca de Bonany,2026-07-19,37.5,23.5,76.5,20.2,0
