Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-09-25,30.5,17.7,57.1,0,0
Alcúdia,2026-09-25,30.7,17.2,76.6,12.2,0
Algaida,2026-09-25,29.2,20.2,80.6,17.6,0
Andratx,2026-09-25,29.8,20.6,77.2,8.3,0
Ariany,2026-09-25,NaN,NaN,NaN,NaN,NaN
Artà,2026-09-25,31.2,17.4,76.8,15.8,0
Banyalbufar,2026-09-25,27.5,18.3,89.4,7.6,0
Binissalem,2026-09-25,32.9,15.7,74.3,7.6,0
Búger,2026-09-25,32.2,14.9,69.8,21.6,0
Bunyola,2026-09-25,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-09-25,NaN,NaN,NaN,NaN,NaN
Calvià,2026-09-25,NaN,NaN,NaN,NaN,NaN
Campanet,2026-09-25,NaN,NaN,NaN,NaN,NaN
Campos,2026-09-25,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-09-25,30,20.3,77.8,14.3,0
Consell,2026-09-25,31.2,17.4,77.8,14.3,0
Costitx,2026-09-25,33.7,18,80.2,24.8,0
Deià,2026-09-25,29.4,20.1,70.7,9.4,0
Escorca,2026-09-25,27.1,12.1,52.7,13,0
Esporles,2026-09-25,29.1,17.2,84.2,13.7,0
Estellencs,2026-09-25,28.8,19.8,74.6,10.8,0
Felanitx,2026-09-25,31.5,21.1,80.2,11.4,0
Fornalutx,2026-09-25,27.8,19.2,71.9,16.6,0
Inca,2026-09-25,34.9,19.5,60.1,15.1,0
Lloret de Vistalegre,2026-09-25,33.4,18,76.2,6.1,0
Lloseta,2026-09-25,32,17.2,64.1,25.2,0
Llubí,2026-09-25,34.1,17.1,66.7,9.7,0
Llucmajor,2026-09-25,,,,14.8,0
Manacor,2026-09-25,33.1,17.9,78.3,9.7,0.2
Mancor,2026-09-25,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-09-25,31.2,19.4,72.3,14.4,0
Marratxí,2026-09-25,30.2,19.6,77.4,14.3,0
Montuïri,2026-09-25,32,16.3,83.7,11.9,0
Muro,2026-09-25,NaN,NaN,NaN,NaN,NaN
Palma,2026-09-25,29.5,21.8,79.4,10.4,0
Petra,2026-09-25,33.8,18.4,69.7,12.2,0
Pollença,2026-09-25,29.8,18.8,54.5,16.1,0
Porreres,2026-09-25,32,19.3,74.4,18.7,0
Sa Pobla,2026-09-25,31.8,17.5,68.6,0,0
Puigpunyent,2026-09-25,30,19.2,80.5,13.7,0
Ses Salines,2026-09-25,29.8,19.2,81.9,1.4,0
Sant Joan,2026-09-25,31.6,19.7,47.8,12.6,0.25
Sant Llorenç des Cardassar,2026-09-25,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-09-25,31.9,17.2,80.1,10.5,0
Santa Eugènia,2026-09-25,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-09-25,31.9,19.2,70.3,14.8,0
Santa María del Camí,2026-09-25,30.3,16.3,71.4,16.6,0
Santanyí,2026-09-25,NaN,NaN,NaN,NaN,NaN
Selva,2026-09-25,32,18.2,57.1,9.7,0
Sineu,2026-09-25,NaN,NaN,NaN,NaN,NaN
Sóller,2026-09-25,28.4,18.2,78.2,19.8,0
Son Servera,2026-09-25,30.2,20.2,75,16.2,0
Valldemossa,2026-09-25,25.8,19.3,86.9,5.8,0
Vilafranca de Bonany,2026-09-25,32.9,18.5,75.7,15.8,0
