Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-28,15,8.8,87.3,0,0.25
Alcúdia,2025-12-28,16.6,6.4,91.3,9.4,1.09
Algaida,2025-12-28,15.2,7.8,93.3,15.5,0.51
Andratx,2025-12-28,17.4,12.3,77,16.9,2.59
Ariany,2025-12-28,NaN,NaN,NaN,NaN,NaN
Artà,2025-12-28,15.7,7.6,95.5,11.9,13
Banyalbufar,2025-12-28,15.4,11.6,86.8,17.2,3.3
Binissalem,2025-12-28,16.7,7.3,92,9.3,0.25
Búger,2025-12-28,16.5,7.1,93.1,11.7,0.25
Bunyola,2025-12-28,12.5,8.2,93.9,18.3,0
Cabrera,2025-12-28,NaN,NaN,NaN,NaN,NaN
Calvià,2025-12-28,16.6,9.9,85.1,19.8,2.79
Campanet,2025-12-28,NaN,NaN,NaN,NaN,NaN
Campos,2025-12-28,NaN,NaN,NaN,NaN,NaN
Capdepera,2025-12-28,16.2,10.4,87.2,10.5,0.51
Consell,2025-12-28,15.6,5.1,93.9,14.8,0.25
Costitx,2025-12-28,16.1,6.8,96.9,6.4,0.51
Deià,2025-12-28,15.6,12.1,72.3,25.2,0
Escorca,2025-12-28,10.3,5.4,92.2,19.8,0
Esporles,2025-12-28,15.2,7.2,93.4,17.2,0.25
Estellencs,2025-12-28,17.6,11.9,75.7,16.2,3
Felanitx,2025-12-28,16.1,8.8,89.9,21.9,0
Fornalutx,2025-12-28,16.1,10.5,73.3,18.7,0
Inca,2025-12-28,17.8,9.9,89,4.7,0.3
Lloret de Vistalegre,2025-12-28,15.4,7.1,95.4,0,0
Lloseta,2025-12-28,16,9.4,88.6,24.1,0.1
Llubí,2025-12-28,16.5,5.3,93.6,7.2,0.2
Llucmajor,2025-12-28,15.3,9.3,91.8,14.4,0
Manacor,2025-12-28,17,7.8,90.4,9.7,0
Mancor,2025-12-28,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2025-12-28,15.3,8.5,94.2,11.2,0
Marratxí,2025-12-28,16.2,9.6,88.1,19.8,0
Montuïri,2025-12-28,15.9,2.9,97.2,13,1.3
Muro,2025-12-28,NaN,NaN,NaN,NaN,NaN
Palma,2025-12-28,16.7,9.9,87.5,13,0.3
Petra,2025-12-28,16.7,5.7,92.4,10.3,4.32
Pollença,2025-12-28,14.6,9.1,70.4,9.7,5.08
Porreres,2025-12-28,17,7.2,91.6,8.3,0.3
Sa Pobla,2025-12-28,16.1,6.2,91.4,10.5,0.2
Puigpunyent,2025-12-28,14.1,9,92.1,16.4,5.08
Ses Salines,2025-12-28,17.2,8.3,87.6,8.6,0.2
Sant Joan,2025-12-28,15.6,8.3,42.9,11.3,0.51
Sant Llorenç des Cardassar,2025-12-28,15.8,6.5,94.6,4.8,0
Sencelles,2025-12-28,16.1,5.7,95.2,10.5,0
Santa Eugènia,2025-12-28,16.9,2.9,95.7,3.9,0
Santa Margalida,2025-12-28,15.6,8,91.9,10.1,0.3
Santa María del Camí,2025-12-28,15.4,7.4,86.7,17.6,0.3
Santanyí,2025-12-28,17.3,9.9,89.3,0,0.71
Selva,2025-12-28,17.5,9.6,89.1,7.4,4.32
Sineu,2025-12-28,14.5,6.6,98.9,0,0
Sóller,2025-12-28,17.9,11,77.1,15.5,0
Son Servera,2025-12-28,16.9,9.6,86.1,14,0.2
Valldemossa,2025-12-28,13.7,9,86.5,15.5,0
Vilafranca de Bonany,2025-12-28,16.2,8.4,89.6,13,0
