Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-27,30.9,18.8,37.9,0,0
Alcúdia,2026-05-27,29.7,15.7,73.1,14,0
Algaida,2026-05-27,30.7,18.6,46.5,22.3,0
Andratx,2026-05-27,31.1,18.1,45.9,15.5,0
Ariany,2026-05-27,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-27,30.8,14.9,60.4,14.3,0
Banyalbufar,2026-05-27,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-27,32.1,17.3,43.9,6.1,0
Búger,2026-05-27,32.4,13.9,60.9,18.7,0
Bunyola,2026-05-27,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-27,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-27,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-27,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-27,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-27,29.7,19.3,53.8,7.9,0
Consell,2026-05-27,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-27,34.1,15.5,57.6,13.7,0
Deià,2026-05-27,29.5,20,49.9,8.3,0
Escorca,2026-05-27,25.8,9,67.5,9.4,0
Esporles,2026-05-27,29.2,16.4,59.3,16.9,0
Estellencs,2026-05-27,27.8,18.5,52.2,10.4,0
Felanitx,2026-05-27,30.9,17.2,49.2,21.1,0
Fornalutx,2026-05-27,28.3,18.3,51.1,16.9,0
Inca,2026-05-27,32.8,19.4,48.8,12.6,0
Lloret de Vistalegre,2026-05-27,31.8,17.1,56.7,5.8,0
Lloseta,2026-05-27,31.5,16.6,49.2,31.3,0
Llubí,2026-05-27,32.2,14.6,56.5,12.6,0
Llucmajor,2026-05-27,,,,19.8,0
Manacor,2026-05-27,30.7,15.3,58.6,16.2,0
Mancor,2026-05-27,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-27,30.2,18.4,56.6,18,0
Marratxí,2026-05-27,31.3,18.7,44.2,17.2,0
Montuïri,2026-05-27,30.9,12.1,63.4,25.3,0
Muro,2026-05-27,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-27,29.4,19.5,58.3,13.7,0
Petra,2026-05-27,32.8,14.7,54,15.4,0
Pollença,2026-05-27,28.5,18.9,42.2,19.3,0
Porreres,2026-05-27,31,17.3,49.7,18.7,0
Sa Pobla,2026-05-27,30.3,16,61.8,15.1,0
Puigpunyent,2026-05-27,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-27,31.9,16.2,53.2,7.2,0
Sant Joan,2026-05-27,30.4,17.7,52.2,12.7,0
Sant Llorenç des Cardassar,2026-05-27,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-27,33.2,16.1,52.7,19.2,0
Santa Eugènia,2026-05-27,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-27,30.2,18.2,57.6,16.9,0
Santa María del Camí,2026-05-27,31.3,16.7,46.9,20.5,0
Santanyí,2026-05-27,,,,1.1,0
Selva,2026-05-27,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-27,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-27,28.1,16.9,59.5,20.2,0
Son Servera,2026-05-27,27.2,18.4,53.2,14.8,0
Valldemossa,2026-05-27,26.4,18.8,45.4,4.7,0
Vilafranca de Bonany,2026-05-27,31.1,17.9,53.3,17.3,0
