Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-19,32.4,21.3,66,36,0,0
Alcúdia,2025-06-19,31.3,20.5,91,43,15.1,0
Algaida,2025-06-19,32.9,21.2,87,34,22.7,0
Andratx,2025-06-19,32.1,21.8,77,44,14,0
Ariany,2025-06-19,-,-,-,-,-,-
Artà,2025-06-19,33.6,17.3,93,36,20.9,0
Banyalbufar,2025-06-19,28.4,20.7,83,73,9,0
Binissalem,2025-06-19,35.8,18.8,88,32,9.3,0
Búger,2025-06-19,34,18.6,90,32,19,0
Bunyola,2025-06-19,33.7,20.3,79,32,15.1,0
Calvià,2025-06-19,30.2,20.5,84,44,17.2,0
Campanet,2025-06-19,-,-,-,-,-,-
Campos,2025-06-19,33.9,33.9,47,47,9.3,0
Capdepera,2025-06-19,31.6,22,87,37,14,0
Consell,2025-06-19,17.2,17.2,51,51,3.9,0
Costitx,2025-06-19,35,19.4,99,34,11.6,0
Deià,2025-06-19,30.8,22.2,80,46,10.4,0
Escorca,2025-06-19,28.9,13.5,92,49,14.4,0
Esporles,2025-06-19,32.8,20.1,90,48,19.2,0
Estellencs,2025-06-19,-,-,-,-,-,-
Felanitx,2025-06-19,31.2,18.7,84,40,24.1,0
Fornalutx,2025-06-19,31,21.1,74,41,15.8,0
Inca,2025-06-19,-,-,-,-,-,-
Lloret,2025-06-19,33.2,19.7,94,37,4,0
Lloseta,2025-06-19,33.4,19.5,84,35,29.9,0
Llubí,2025-06-19,35.3,20.2,88,32,16.9,0
Llucmajor,2025-06-19,31.7,20.4,89,45,18.7,0
Manacor,2025-06-19,32.9,18.7,94,31,17.6,0
Mancor,2025-06-19,-,-,-,-,-,-
Maria,2025-06-19,33,20,95,36,24.1,0
Marratxí,2025-06-19,33.4,21.2,90,35,20.1,0
Montuïri,2025-06-19,33.5,17,93,39,16.3,0
Muro,2025-06-19,32.1,21.4,91,42,0,0
Palma,2025-06-19,30.6,22.7,80,57,10.8,0
Petra,2025-06-19,34.8,18.4,92,29,14,0
Pollença,2025-06-19,31,20.7,64,23,24.1,0
Porreres,2025-06-19,32.7,19.6,80,32,16.9,0
Sa Pobla,2025-06-19,35.3,21.4,85,34,11.4,0
Puigpunyent,2025-06-19,32.5,18.8,84,40,16.7,0
Ses   Salines,2025-06-19,30.1,20.6,92,51,24.1,0
Sant   Joan,2025-06-19,32.3,20.7,68,36,10.9,0
Sant   Llorenç,2025-06-19,35,19.5,89,34,0,0
Sencelles,2025-06-19,32.7,19.8,90,38,27.8,0
Santa   Eugènia,2025-06-19,37.2,17.6,94,30,17.9,0
Santa   Margalida,2025-06-19,33.4,19.7,89,35,18.7,0
Santa   Maria,2025-06-19,-,-,-,-,-,-
Santanyi,2025-06-19,32.8,20.5,95,55,2.6,0
Selva,2025-06-19,33.7,20.3,83,30,10,0
Sineu,2025-06-19,35.2,18.3,99,39,14.3,0
Sóller,2025-06-19,31.5,20.9,80,42,18.5,0
Son   Servera,2025-06-19,29.7,21.9,76,3,14.6,0
Valldemossa,2025-06-19,29.3,20.1,83,47,22.5,0
Villafranca,2025-06-19,,,,,15.1,0
