Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-04,26.9,16.3,65.8,0,0
Alcúdia,2026-06-04,29.7,17.5,68.2,25.9,0
Algaida,2026-06-04,26.8,16.9,71.4,32.8,0
Andratx,2026-06-04,26.1,19,72.9,18.7,0
Ariany,2026-06-04,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-04,26.9,14.1,78.3,27,0
Banyalbufar,2026-06-04,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-04,28.6,20.6,61.6,8.7,0
Búger,2026-06-04,30.1,15.1,70,22.2,0
Bunyola,2026-06-04,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-04,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-04,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-04,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-04,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-04,25.7,18.6,76.3,30.3,0
Consell,2026-06-04,27.7,14.4,75.9,22.7,0
Costitx,2026-06-04,29,20.2,65.4,14.3,0
Deià,2026-06-04,27.5,19.3,58.4,28.1,0
Escorca,2026-06-04,24,9.2,75.8,10.1,0
Esporles,2026-06-04,26.1,15.2,83.9,25.6,0
Estellencs,2026-06-04,26.9,20.4,62.6,28.4,0
Felanitx,2026-06-04,27.3,17.4,72.5,24.5,0
Fornalutx,2026-06-04,26.6,17.2,62.8,25.6,0
Inca,2026-06-04,27.5,18.4,71.8,20.9,0
Lloret de Vistalegre,2026-06-04,27.4,15.5,76.3,7.9,0
Lloseta,2026-06-04,26.6,17.1,73.5,43.6,0.2
Llubí,2026-06-04,29.8,16.8,66.3,18,0
Llucmajor,2026-06-04,,,,24.8,0
Manacor,2026-06-04,28,15.1,71.5,20.2,0
Mancor,2026-06-04,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-04,27.5,16.1,73.3,24.5,0
Marratxí,2026-06-04,26.2,17.8,75.5,23.3,0
Montuïri,2026-06-04,27.6,12.9,79,31.4,0
Muro,2026-06-04,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-04,27,19.4,77.2,13,0
Petra,2026-06-04,28.5,15.9,67.3,21.1,0
Pollença,2026-06-04,27.6,16.3,52.7,37,0
Porreres,2026-06-04,26.5,16.9,70.6,23,0
Sa Pobla,2026-06-04,30.6,16.8,68,24.8,0
Puigpunyent,2026-06-04,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-06-04,28.7,15.1,73.9,7.2,0
Sant Joan,2026-06-04,26,16.7,63.9,22.5,0
Sant Llorenç des Cardassar,2026-06-04,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-04,29.3,16.4,74.8,21.2,0
Santa Eugènia,2026-06-04,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-04,28.6,16.9,67.7,22,0
Santa María del Camí,2026-06-04,26,15.6,74.5,27.7,0
Santanyí,2026-06-04,,,,6.9,0
Selva,2026-06-04,NaN,NaN,NaN,NaN,NaN
Sineu,2026-06-04,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-04,27,19.8,64.3,28.1,0
Son Servera,2026-06-04,25,18.3,73.3,31.3,0
Valldemossa,2026-06-04,24,16.9,76.4,32.4,0
Vilafranca de Bonany,2026-06-04,26.8,16,74.9,33.8,0
