Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-10,NaN,NaN,NaN,NaN,NaN
Alcúdia,2026-01-10,14.1,11.4,55.9,75.6,0
Algaida,2026-01-10,12.3,9.5,57,45.4,0
Andratx,2026-01-10,14.3,11.7,51.4,29.5,0
Ariany,2026-01-10,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-10,12.7,9.7,64.8,55,0
Banyalbufar,2026-01-10,9.7,9.6,76.3,20.6,0.79
Binissalem,2026-01-10,14.1,9.9,57.5,32.3,29.46
Búger,2026-01-10,15.1,10.9,55.1,37.7,0
Bunyola,2026-01-10,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-10,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-10,14.4,10.9,51.9,39.9,0
Campanet,2026-01-10,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-10,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-10,13.4,11,56.9,48.9,0
Consell,2026-01-10,14.1,10.1,55.7,40.4,0
Costitx,2026-01-10,13.5,9.8,62,20.6,0
Deià,2026-01-10,12.8,10.2,57.2,29.2,0
Escorca,2026-01-10,6.5,3.9,79.4,33.1,0
Esporles,2026-01-10,13.2,10.3,64.5,33.2,0
Estellencs,2026-01-10,14,11.4,56.9,28.1,0
Felanitx,2026-01-10,14.4,9.7,56.1,30.1,0
Fornalutx,2026-01-10,11.8,8.8,63.6,24.5,0
Inca,2026-01-10,14.5,10.4,56.7,34.9,0
Lloret de Vistalegre,2026-01-10,14.4,10.1,60.2,9.3,0
Lloseta,2026-01-10,12.9,10,56.2,81.7,0
Llubí,2026-01-10,14.3,10.8,51.8,24.5,0
Llucmajor,2026-01-10,12.7,9.9,61.5,37.1,0
Manacor,2026-01-10,14.2,8.5,56.9,23.8,0
Mancor,2026-01-10,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-10,13.7,9.5,60.3,20.5,0
Marratxí,2026-01-10,14.9,10.4,54.4,33,0
Montuïri,2026-01-10,12.6,9.8,64.3,51.5,0
Muro,2026-01-10,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-10,13.9,11.4,55.7,38.9,0
Petra,2026-01-10,13.6,10,54.2,35.6,0
Pollença,2026-01-10,12.7,10.3,44.8,38.6,0
Porreres,2026-01-10,13.7,10,54.7,33.5,0
Sa Pobla,2026-01-10,14.9,11,56.1,37.8,0
Puigpunyent,2026-01-10,11.7,8.4,60.5,29.5,0
Ses Salines,2026-01-10,14.5,9.1,59.3,8.6,0
Sant Joan,2026-01-10,13.1,10.2,56.1,30.1,0
Sant Llorenç des Cardassar,2026-01-10,14,6.7,55.8,199.7,147.32
Sencelles,2026-01-10,14.1,10.4,56.2,28,0.25
Santa Eugènia,2026-01-10,15.3,10.4,54.5,26.6,0
Santa Margalida,2026-01-10,14.6,10.4,55,26.6,0
Santa María del Camí,2026-01-10,13.1,10.5,54.9,61.9,0
Santanyí,2026-01-10,14.7,9.6,63.4,12.6,0
Selva,2026-01-10,12.5,9.8,55,28.3,0
Sineu,2026-01-10,14.1,9.5,68.4,24.1,0
Sóller,2026-01-10,13.9,11.3,56.8,45.4,0
Son Servera,2026-01-10,14.2,10.8,51,37.1,0
Valldemossa,2026-01-10,10.2,7.7,65.4,14.4,0
Vilafranca de Bonany,2026-01-10,13.6,9.3,60.1,32.8,0
