Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-18,32.7,20.8,60,33,0,0
Alcúdia,2025-06-18,30.1,21.7,85,42,14.4,0
Algaida,2025-06-18,32.9,20.3,79,34,18,0
Andratx,2025-06-18,32.8,22,78,41,11.9,0
Ariany,2025-06-18,-,-,-,-,-,-
Artà,2025-06-18,31.3,17.3,88,36,20.9,0
Banyalbufar,2025-06-18,30.1,21.1,83,48,9.3,0
Binissalem,2025-06-18,36,19.2,84,34,16.3,0
Búger,2025-06-18,31.7,18.9,87,38,16.1,0
Bunyola,2025-06-18,34.4,19.8,79,31,18.3,0
Calvià,2025-06-18,29.9,19.9,85,45,17.2,0
Campanet,2025-06-18,-,-,-,-,-,-
Campos,2025-06-18,-,-,-,-,-,-
Capdepera,2025-06-18,30.6,22,83,31,13.7,0
Consell,2025-06-18,17.2,17.2,51,51,3.9,0
Costitx,2025-06-18,35.5,18.7,88,33,9.3,0
Deià,2025-06-18,30.2,22.2,74,45,13.3,0
Escorca,2025-06-18,28.6,14.8,87,44,15.8,0
Esporles,2025-06-18,32.2,20.6,87,45,14.3,0
Estellencs,2025-06-18,22.1,21.8,76,75,1.9,0
Felanitx,2025-06-18,29.6,21,83,45,32.2,0
Fornalutx,2025-06-18,31.3,21.1,72,31,14.8,0
Inca,2025-06-18,35.4,22,78,37,14.8,0
Lloret,2025-06-18,32.9,19.1,86,37,18,0
Lloseta,2025-06-18,32.1,20.5,81,39,26.6,0
Llubí,2025-06-18,33.6,19.4,80,34,13,0
Llucmajor,2025-06-18,31.9,20.7,83,39,18.7,0
Manacor,2025-06-18,31.7,19.2,86,37,17.3,0
Mancor,2025-06-18,-,-,-,-,-,-
Maria,2025-06-18,31.1,20.6,84,42,17.3,0
Marratxí,2025-06-18,33.6,21.1,83,38,17.2,0
Montuïri,2025-06-18,32.9,17.6,91,38,11.9,0
Muro,2025-06-18,30.4,20.9,86,47,0,0
Palma,2025-06-18,30.6,23.1,80,57,13.7,0
Petra,2025-06-18,33.8,18.9,87,32,14.6,0
Pollença,2025-06-18,28.3,20.9,64,33,25.9,0
Porreres,2025-06-18,33.6,20.7,74,30,18.7,0
Sa Pobla,2025-06-18,33.7,21.4,84,38,11.4,0
Puigpunyent,2025-06-18,32.9,18.9,80,41,13,0
Ses   Salines,2025-06-18,29.7,20.3,85,46,24.1,0
Sant   Joan,2025-06-18,31.9,20,70,36,12.4,0
Sant   Llorenç,2025-06-18,33.5,20.3,82,33,0,0
Sencelles,2025-06-18,33.6,20.4,82,36,40.7,0
Santa   Eugènia,2025-06-18,36.9,18.3,86,30,19.8,0
Santa   Margalida,2025-06-18,31.5,20.4,82,42,16.2,0
Santa   Maria,2025-06-18,-,-,-,-,-,-
Santanyi,2025-06-18,30.8,21,91,50,4,0
Selva,2025-06-18,32.4,19.9,82,33,10,0
Sineu,2025-06-18,34,18.6,91,41,10.5,0
Sóller,2025-06-18,31.6,21.1,79,39,18.5,0
Son   Servera,2025-06-18,29.3,21.9,82,3,16.1,0
Valldemossa,2025-06-18,29.1,20.2,86,37,19.3,0
Villafranca,2025-06-18,,,,,18,0
