Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-09-05,36.6,22.3,54,0,0
Alcúdia,2026-09-05,33.2,21.6,74.8,13.7,0
Algaida,2026-09-05,35.8,23.1,61.7,20.9,0
Andratx,2026-09-05,34.9,22.8,60.6,11.2,0
Ariany,2026-09-05,NaN,NaN,NaN,NaN,NaN
Artà,2026-09-05,34.8,33.4,46.2,13.7,0
Banyalbufar,2026-09-05,30.6,22.8,76.5,11.1,0
Binissalem,2026-09-05,37.6,18.9,65.3,11.6,0
Búger,2026-09-05,37.3,19.6,66.1,18.3,0
Bunyola,2026-09-05,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-09-05,NaN,NaN,NaN,NaN,NaN
Calvià,2026-09-05,NaN,NaN,NaN,NaN,NaN
Campanet,2026-09-05,NaN,NaN,NaN,NaN,NaN
Campos,2026-09-05,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-09-05,34.4,23.4,75.1,9.7,0
Consell,2026-09-05,37,19.3,66.4,18.7,0
Costitx,2026-09-05,39.2,20.4,69.6,10.8,0
Deià,2026-09-05,33.6,25,58.8,8.6,0
Escorca,2026-09-05,33.7,14.3,63,11.9,0
Esporles,2026-09-05,36.4,21.5,69.5,18,0
Estellencs,2026-09-05,31.7,23.2,65.1,11.2,0
Felanitx,2026-09-05,37.4,22.5,59.2,14,0
Fornalutx,2026-09-05,33.3,23.1,61.3,13.7,0
Inca,2026-09-05,39.8,23.6,58.9,15.1,0
Lloret de Vistalegre,2026-09-05,37.6,20.9,68.6,7.2,0
Lloseta,2026-09-05,36.9,21.1,62.2,25.9,0.1
Llubí,2026-09-05,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-09-05,,,,1.1,0
Manacor,2026-09-05,36.2,20.5,67.5,14.4,0
Mancor,2026-09-05,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-09-05,36.1,22,70.4,16.9,0
Marratxí,2026-09-05,33.8,22.5,72.7,15.4,0
Montuïri,2026-09-05,36.5,18,67.5,12.2,0
Muro,2026-09-05,NaN,NaN,NaN,NaN,NaN
Palma,2026-09-05,32.7,23.9,73.6,12.2,0
Petra,2026-09-05,38.7,20.8,62,14.3,0
Pollença,2026-09-05,34.1,22.8,52.3,17.7,0
Porreres,2026-09-05,36.9,21.4,54.7,16.2,0
Sa Pobla,2026-09-05,36,21.3,65,6.4,0
Puigpunyent,2026-09-05,34.6,23.8,52.7,13.7,0
Ses Salines,2026-09-05,35.8,20.8,70.3,0,0
Sant Joan,2026-09-05,36.1,21.3,56.4,16.7,0
Sant Llorenç des Cardassar,2026-09-05,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-09-05,38.2,20.8,67.3,13.7,0
Santa Eugènia,2026-09-05,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-09-05,36,22.8,67.9,17.6,0
Santa María del Camí,2026-09-05,34.7,20.4,65.4,17.3,0
Santanyí,2026-09-05,NaN,NaN,NaN,NaN,NaN
Selva,2026-09-05,36.4,22.1,58.8,8.5,0
Sineu,2026-09-05,NaN,NaN,NaN,NaN,NaN
Sóller,2026-09-05,32.8,22.3,71.6,20.2,0
Son Servera,2026-09-05,32.7,23.6,62.5,13.7,0
Valldemossa,2026-09-05,32.7,23.3,56.5,5.8,0
Vilafranca de Bonany,2026-09-05,36.8,22,63.3,24.5,0
