Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-04,20.4,16.5,84.6,0,0
Alcúdia,2026-05-04,23.8,17,81.9,17.3,0
Algaida,2026-05-04,21.4,15.7,86.4,25.6,0
Andratx,2026-05-04,21.5,17.6,82.4,12.6,0.3
Ariany,2026-05-04,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-04,22.3,15.1,89.4,18.3,0.51
Banyalbufar,2026-05-04,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-04,22,15.4,89.5,6.9,0.25
Búger,2026-05-04,24.5,15.8,84,20.1,0
Bunyola,2026-05-04,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-04,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-04,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-04,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-04,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-04,21.7,16.3,86.9,23.8,0
Consell,2026-05-04,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-04,21.8,15,92.6,11.1,0.51
Deià,2026-05-04,23,16.2,79.3,19.8,1.5
Escorca,2026-05-04,17.3,11.8,90.9,4.7,0.71
Esporles,2026-05-04,20.4,14.8,91.5,18.7,0.51
Estellencs,2026-05-04,22.1,16.6,79.7,17.3,0.79
Felanitx,2026-05-04,21.6,16.1,88.8,20.1,0
Fornalutx,2026-05-04,21.3,15.6,83.5,11.9,5.59
Inca,2026-05-04,21.9,16.7,86,16.9,6.4
Lloret de Vistalegre,2026-05-04,21.5,15.3,90.5,8.7,0
Lloseta,2026-05-04,20.8,15.9,89.5,37.4,0
Llubí,2026-05-04,23.1,15.8,84.8,15.5,3
Llucmajor,2026-05-04,,,,21.2,0
Manacor,2026-05-04,22.3,15.3,86,19.8,0
Mancor,2026-05-04,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-04,22,15.6,88.7,22,0
Marratxí,2026-05-04,21.6,16.5,87.3,20.8,0.25
Montuïri,2026-05-04,21.8,14.6,93.2,18,0
Muro,2026-05-04,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-04,21.8,17.7,88.9,9,0
Petra,2026-05-04,23,15.5,82.5,23.3,0.76
Pollença,2026-05-04,21.4,15.9,64.4,24.1,0
Porreres,2026-05-04,21.6,15.4,84.7,20.5,0
Sa Pobla,2026-05-04,23.5,16.3,81.2,19.5,0
Puigpunyent,2026-05-04,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-04,22.4,15.1,87.9,7.9,0.3
Sant Joan,2026-05-04,21.2,16.2,50.7,19.2,0
Sant Llorenç des Cardassar,2026-05-04,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-04,23.3,16.1,88.3,16.6,0
Santa Eugènia,2026-05-04,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-04,22.8,16.3,84.2,17.3,0.71
Santa María del Camí,2026-05-04,20.4,16.1,88.2,19.8,1.8
Santanyí,2026-05-04,,,,5,0
Selva,2026-05-04,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-04,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-04,21.7,16.8,81.9,17.3,9.6
Son Servera,2026-05-04,22.5,16.5,84.1,18.4,0
Valldemossa,2026-05-04,19,14.9,87.2,20.2,0.51
Vilafranca de Bonany,2026-05-04,21.7,15.9,88.8,27,0
