Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-24,37.1,22.9,34,21,0,0
Alcúdia,2025-06-24,34.3,22,83,31,13.3,0
Algaida,2025-06-24,36.3,22.6,70,25,22.3,0
Andratx,2025-06-24,36.7,24.4,50,23,16.2,0
Ariany,2025-06-24,-,-,-,-,-,-
Artà,2025-06-24,35.9,17.9,83,27,19.3,0
Banyalbufar,2025-06-24,32.5,23.9,77,42,7.6,0
Binissalem,2025-06-24,39.2,19.6,64,23,15.4,0
Búger,2025-06-24,36.7,19.8,83,24,17.2,0
Bunyola,2025-06-24,38.5,22.1,47,21,14.8,0
Calvià,2025-06-24,34.4,22.7,49,22,16.1,0
Campanet,2025-06-24,-,-,-,-,-,-
Campos,2025-06-24,-,-,-,-,-,-
Capdepera,2025-06-24,34.8,24.1,77,24,16.9,0
Consell,2025-06-24,17.2,17.2,51,51,3.9,0
Costitx,2025-06-24,39.9,20.8,79,24,9.7,0
Deià,2025-06-24,33,25.3,69,34,10.1,0
Escorca,2025-06-24,32.5,14.8,83,30,15.8,0
Esporles,2025-06-24,36.9,20.4,64,31,16.3,0
Estellencs,2025-06-24,-,-,-,-,-,-
Felanitx,2025-06-24,32.2,20.4,78,78,13,0
Fornalutx,2025-06-24,32.4,24.6,67,37,12.2,0
Inca,2025-06-24,39.5,23.8,62,27,13.4,0
Lloret,2025-06-24,37,21.3,77,28,6.4,0
Lloseta,2025-06-24,36.4,21.3,55,25,25.9,0
Llubí,2025-06-24,38.3,22.2,71,24,12.2,0
Llucmajor,2025-06-24,36.8,22.7,74,28,23.4,0
Manacor,2025-06-24,35.8,21.1,93,25,16.2,0
Mancor,2025-06-24,-,-,-,-,-,-
Maria,2025-06-24,35.5,22.4,74,27,20.9,0
Marratxí,2025-06-24,37.2,22.6,74,23,16.4,0
Montuïri,2025-06-24,37.8,17.6,81,28,14.3,0
Muro,2025-06-24,36.4,22.2,77,30,0,0
Palma,2025-06-24,35.1,24.8,81,28,10.4,0
Petra,2025-06-24,38.4,21.5,76,23,14,0
Pollença,2025-06-24,32.1,22.7,56,23,24.1,0
Porreres,2025-06-24,37.9,22,68,23,17.3,0
Sa Pobla,2025-06-24,38.1,22.9,73,24,11.4,0
Puigpunyent,2025-06-24,37.3,19.6,64,24,14.8,0
Ses   Salines,2025-06-24,33.9,21.9,90,30,29.6,0
Sant   Joan,2025-06-24,35.8,22.3,69,27,16.7,0
Sant   Llorenç,2025-06-24,37.5,20.6,82,25,8.5,0
Sencelles,2025-06-24,37.4,21.7,76,26,24.1,0
Santa   Eugènia,2025-06-24,41.9,18.6,82,22,18.7,0
Santa   Margalida,2025-06-24,37.2,23,69,27,17.3,0
Santa   Maria,2025-06-24,-,-,-,-,-,-
Santanyi,2025-06-24,34.6,21,95,36,7.2,0
Selva,2025-06-24,35.9,23,53,20,10.8,0
Sineu,2025-06-24,38.1,22.1,80,28,11.1,0
Sóller,2025-06-24,32.8,23,79,35,18.5,0
Son   Servera,2025-06-24,,,,,,
Valldemossa,2025-06-24,32.8,22.4,51,27,22.5,0
Villafranca,2025-06-24,,,,,20.9,0
