Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-05-11,23.9,14.2,89,58,0,5.84
Alcúdia,2025-05-11,22.5,15.4,94,71,18,11.4
Algaida,2025-05-11,23.7,15.5,96,56,24.1,0
Andratx,2025-05-11,23.9,16.7,89,59,13,0.3
Ariany,2025-05-11,-,-,-,-,-,-
Artà,2025-05-11,25.1,12.7,100,66,29.6,15.39
Banyalbufar,2025-05-11,21.9,14.3,97,72,9.3,1.3
Binissalem,2025-05-11,26.2,13.9,96,57,11.1,6.35
Búger,2025-05-11,26.1,13.9,94,50,15.4,0.76
Bunyola,2025-05-11,25.3,14.2,96,51,15.8,2.03
Calvià,2025-05-11,22.4,15.5,94,65,16.9,0
Campanet,2025-05-11,-,-,-,-,-,-
Campos,2025-05-11,-,-,-,-,-,-
Capdepera,2025-05-11,23.2,13.5,97,63,30.3,19.81
Consell,2025-05-11,-,-,-,-,-,-
Costitx,2025-05-11,24.8,13.8,99,59,15.4,2.01
Deià,2025-05-11,22,15.5,92,63,21.2,3.3
Escorca,2025-05-11,17.6,7.3,97,74,18.4,38.1
Esporles,2025-05-11,22.6,14.1,98,69,18.7,0.51
Estellencs,2025-05-11,22.7,14.9,92,64,27.8,0.41
Felanitx,2025-05-11,23.2,15.5,94,69,48.3,15.01
Fornalutx,2025-05-11,21.1,12.2,97,63,14.3,34.01
Inca,2025-05-11,24.2,15.7,94,59,15.4,0.51
Lloret,2025-05-11,23.9,13.9,99,63,7.2,0
Lloseta,2025-05-11,23.4,13.5,98,65,35.3,2.59
Llubí,2025-05-11,25.2,14.8,97,51,13,6.1
Llucmajor,2025-05-11,23.3,15.9,99,66,20.5,0.79
Manacor,2025-05-11,23.4,13.4,98,68,24.1,10.39
Mancor,2025-05-11,-,-,-,-,-,-
Maria,2025-05-11,23.5,14.5,99,60,28.4,0.71
Marratxí,2025-05-11,25,16,94,57,17.2,5.84
Montuïri,2025-05-11,24.6,12.9,99,67,21.9,0.99
Muro,2025-05-11,24.5,15.8,99,61,0,2.59
Palma,2025-05-11,24.5,17.5,90,65,18.4,0.3
Petra,2025-05-11,25,15.4,98,54,18.3,0.25
Pollença,2025-05-11,20.4,14.6,76,60,19.3,13.79
Porreres,2025-05-11,23.6,15.4,96,58,23.8,0.3
Sa Pobla,2025-05-11,25.7,15.7,93,54,14,2.29
Puigpunyent,2025-05-11,23.5,14.8,90,66,29.6,0
Ses   Salines,2025-05-11,21.8,15.3,98,76,27.8,2.03
Sant   Joan,2025-05-11,23,15.2,71,10,19.5,0.51
Sant   Llorenç,2025-05-11,25.8,14.2,98,62,7.7,16
Sencelles,2025-05-11,23.3,15.4,95,61,38.9,1.52
Santa   Eugènia,2025-05-11,26.3,14.7,99,55,17.9,7.11
Santa   Margalida,2025-05-11,24.8,15.2,96,53,23.4,18.8
Santa   Maria,2025-05-11,-,-,-,-,-,-
Santanyi,2025-05-11,25.2,15.2,99,72,2.1,1.5
Selva,2025-05-11,23.8,14.5,91,57,9.3,1.52
Sineu,2025-05-11,25.4,13.7,99,64,16.3,6.3
Sóller,2025-05-11,22.4,14.4,94,62,20.9,4.83
Son   Servera,2025-05-11,-,-,-,-,-,-
Valldemossa,2025-05-11,20.4,13.1,95,64,20.9,0.99
Villafranca,2025-05-11,,,,,30.6,2.01
