Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-02,30.9,19.6,52.1,0,0
Alcúdia,2026-06-02,31.4,20.7,68.7,19.8,0
Algaida,2026-06-02,31.3,19.7,65.4,26.3,0
Andratx,2026-06-02,30.8,21.2,60.2,13.7,0
Ariany,2026-06-02,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-02,31.1,17.9,78.3,20.1,0
Banyalbufar,2026-06-02,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-02,33.4,20.7,55.6,18.3,0
Búger,2026-06-02,37.3,19.4,64.2,26.2,0
Bunyola,2026-06-02,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-02,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-02,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-02,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-02,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-02,29.2,21.3,77.2,19.8,0
Consell,2026-06-02,31.9,17.9,68,24.5,0
Costitx,2026-06-02,34,18.7,70.6,12.2,0
Deià,2026-06-02,30.3,21.5,62.9,14.4,0
Escorca,2026-06-02,28.1,14.2,57.7,5,0
Esporles,2026-06-02,19.9,17.6,80.6,5.8,0
Estellencs,2026-06-02,30.3,20.8,58.7,14.8,0
Felanitx,2026-06-02,32.9,19.8,65.5,21.1,0
Fornalutx,2026-06-02,29.7,20.7,53.4,16.3,0
Inca,2026-06-02,33.8,20.9,64.6,18.7,0
Lloret de Vistalegre,2026-06-02,33.3,19.2,70.3,7.2,0
Lloseta,2026-06-02,31.7,19,65.3,32.8,0
Llubí,2026-06-02,34.9,20.2,62.5,16.2,0
Llucmajor,2026-06-02,,,,23.8,0
Manacor,2026-06-02,33.8,19.3,65.9,16.2,0
Mancor,2026-06-02,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-02,34,19.7,70.6,23,0
Marratxí,2026-06-02,30.2,20.6,72.7,22.5,0
Montuïri,2026-06-02,33.3,17.1,72.6,17.7,0
Muro,2026-06-02,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-02,28.9,21.7,76.3,26.3,0
Petra,2026-06-02,35.8,19.4,63.2,22.2,0
Pollença,2026-06-02,30.2,19.5,50.8,22.5,0
Porreres,2026-06-02,33.3,19.8,64.2,22.7,0
Sa Pobla,2026-06-02,34.3,20.7,64.6,18.7,0
Puigpunyent,2026-06-02,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-06-02,31.6,19.4,71.9,7.9,0
Sant Joan,2026-06-02,32.2,19.9,50.9,21.2,0
Sant Llorenç des Cardassar,2026-06-02,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-02,33.3,19.8,69,17.2,0
Santa Eugènia,2026-06-02,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-02,34.5,20.3,67.3,26.3,0
Santa María del Camí,2026-06-02,30.1,17.9,64.9,32,0
Santanyí,2026-06-02,,,,7.6,0
Selva,2026-06-02,NaN,NaN,NaN,NaN,NaN
Sineu,2026-06-02,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-02,30.2,20.6,63.6,23.8,0
Son Servera,2026-06-02,29.9,21,72.3,22.3,0
Valldemossa,2026-06-02,28,20.2,56.6,21.2,0
Vilafranca de Bonany,2026-06-02,34.1,20,69.5,30.2,0
