Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-30,17.2,11.9,84,61,0,1.02
Alcúdia,2025-11-30,17.8,8.7,96,70,18,6.1
Algaida,2025-11-30,17.2,11.4,96,60,16.9,0.99
Andratx,2025-11-30,17.8,12.3,89,58,11.5,0
Ariany,2025-11-30,-,-,-,-,-,-
Artà,2025-11-30,-,-,-,-,-,-
Banyalbufar,2025-11-30,16.2,11.5,94,60,15.1,0
Binissalem,2025-11-30,18.2,9.9,96,64,10.1,1.52
Búger,2025-11-30,18.5,8.5,96,68,15.4,1.52
Bunyola,2025-11-30,18.7,10.4,95,59,14.8,0
Calvià,2025-11-30,19.3,11.9,92,52,14,0
Campanet,2025-11-30,-,-,-,-,-,-
Campos,2025-11-30,-,-,-,-,-,-
Capdepera,2025-11-30,18.5,12,94,70,16.9,6.6
Consell,2025-11-30,-,-,-,-,-,-
Costitx,2025-11-30,17.6,9.9,99,68,10.8,2.49
Deià,2025-11-30,16,11.7,87,62,17.6,0
Escorca,2025-11-30,12,2.2,97,77,11.5,0.51
Esporles,2025-11-30,16.3,8.8,99,78,14.8,0
Estellencs,2025-11-30,-,-,-,-,-,-
Felanitx,2025-11-30,-,-,-,-,-,-
Fornalutx,2025-11-30,14.9,10.8,89,72,12.2,0
Inca,2025-11-30,18.7,10.3,95,62,9,1.09
Lloret,2025-11-30,18.5,11.6,98,67,13,0
Lloseta,2025-11-30,17.5,10.2,95,66,30.6,2.11
Llubí,2025-11-30,18.8,9.7,97,59,10.8,5.59
Llucmajor,2025-11-30,17.1,10,97,67,23,0.71
Manacor,2025-11-30,18,10.7,94,66,11.9,0.99
Mancor,2025-11-30,-,-,-,-,-,-
Maria,2025-11-30,18.3,10.9,99,63,23.4,0
Marratxí,2025-11-30,19.5,12.5,91,56,21.6,0
Montuïri,2025-11-30,17.8,7.6,99,70,23,30.99
Muro,2025-11-30,18.4,11.4,99,69,1.1,7.9
Palma,2025-11-30,19,12.1,90,60,23.4,0
Petra,2025-11-30,18.1,8.5,95,63,12.2,2.79
Pollença,2025-11-30,15.9,8.6,69,58,19.3,6.6
Porreres,2025-11-30,18.3,11.1,93,61,13,0.2
Sa Pobla,2025-11-30,-,-,-,-,-,-
Puigpunyent,2025-11-30,-,-,-,-,-,-
Ses   Salines,2025-11-30,-,-,-,-,-,-
Sant   Joan,2025-11-30,17.8,11.4,72,28,18.7,4.06
Sant   Llorenç,2025-11-30,14.7,6.5,98,80,4,7.11
Sencelles,2025-11-30,-,-,-,-,-,-
Santa   Eugènia,2025-11-30,19.7,7.5,99,61,10.5,0
Santa   Margalida,2025-11-30,18.5,9.7,94,60,23,12.7
Santa   Maria,2025-11-30,-,-,-,-,-,-
Santanyi,2025-11-30,20.4,11.9,96,68,0,0
Selva,2025-11-30,19.4,11.8,87,58,10.3,0
Sineu,2025-11-30,17.8,9.6,99,73,9.7,6.1
Sóller,2025-11-30,-,-,-,-,-,-
Son   Servera,2025-11-30,,,,,,
Valldemossa,2025-11-30,-,-,-,-,-,-
Villafranca,2025-11-30,,,,,0,0.79
