Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-02,35.3,24.3,61,28,0,0
Alcúdia,2025-07-02,33.4,22.9,79,45,13.3,0
Algaida,2025-07-02,33.6,23.2,77,32,20.9,0
Andratx,2025-07-02,34.6,24.1,74,46,14.4,0
Ariany,2025-07-02,-,-,-,-,-,-
Artà,2025-07-02,33.9,18.9,90,39,22.5,0
Banyalbufar,2025-07-02,32.1,23.6,80,62,7.9,0
Binissalem,2025-07-02,37.1,20.6,83,31,13.7,0
Búger,2025-07-02,32.7,24.8,69,36,14.3,0
Bunyola,2025-07-02,36.4,22.4,78,30,18,0
Calvià,2025-07-02,32.7,22.4,84,47,19,0
Campanet,2025-07-02,-,-,-,-,-,-
Campos,2025-07-02,35.4,21.7,85,39,35.4,0
Capdepera,2025-07-02,32.7,23.3,90,41,13.7,0
Consell,2025-07-02,-,-,-,-,-,-
Costitx,2025-07-02,38.4,21.2,87,32,15.4,0
Deià,2025-07-02,32.2,25.1,72,51,12.2,0
Escorca,2025-07-02,31.5,15.4,86,33,16.2,0
Esporles,2025-07-02,33.8,22,81,48,18.3,0
Estellencs,2025-07-02,-,-,-,-,-,-
Felanitx,2025-07-02,32.2,22.4,88,38,33.3,0
Fornalutx,2025-07-02,31.5,23.7,73,50,16.9,0
Inca,2025-07-02,38.2,25.1,68,32,11.1,0
Lloret,2025-07-02,35.9,21.5,83,36,7.9,0
Lloseta,2025-07-02,35.2,21.7,80,33,23.4,0
Llubí,2025-07-02,36.3,21.7,73,31,14,0
Llucmajor,2025-07-02,34.1,22.7,78,39,19.1,0
Manacor,2025-07-02,34.2,20.6,94,35,16.6,0
Mancor,2025-07-02,-,-,-,-,-,-
Maria,2025-07-02,34.7,22.8,84,36,28.4,0
Marratxí,2025-07-02,35.3,23.6,82,34,16.9,0
Montuïri,2025-07-02,35.2,19.2,86,37,18,0
Muro,2025-07-02,33.6,22.8,79,41,0,0
Palma,2025-07-02,32.6,25.8,83,62,13.3,0
Petra,2025-07-02,36.6,20.9,90,30,15,0
Pollença,2025-07-02,32,23.3,59,30,22.5,0
Porreres,2025-07-02,36.7,22,78,29,21.6,0
Sa Pobla,2025-07-02,37,23.3,75,31,11.1,0
Puigpunyent,2025-07-02,34.6,20.8,82,40,13,0
Ses   Salines,2025-07-02,31.1,22.4,89,58,29.6,0
Sant   Joan,2025-07-02,34.2,22.6,69,36,14.3,0
Sant   Llorenç,2025-07-02,36,21.4,87,30,8.7,0
Sencelles,2025-07-02,35.5,22.7,79,34,37,0
Santa   Eugènia,2025-07-02,38.9,19.7,88,25,18.2,0
Santa   Margalida,2025-07-02,35.6,22.5,82,33,20.9,0
Santa   Maria,2025-07-02,-,-,-,-,-,-
Santanyi,2025-07-02,33.1,22.5,94,64,6.1,0
Selva,2025-07-02,26.8,25.9,60,52,3.9,0
Sineu,2025-07-02,37,20.7,88,39,11.9,0
Sóller,2025-07-02,32.1,23.8,76,45,19.3,0
Son   Servera,2025-07-02,,,,,,
Valldemossa,2025-07-02,30.3,22,80,49,22.5,0
Villafranca,2025-07-02,,,,,23,0
