Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-29,-,-,-,-,-,-
Alcúdia,2025-07-29,25.7,19.6,88,47,23.4,0.99
Algaida,2025-07-29,26,20.9,72,52,26.3,0
Andratx,2025-07-29,27.5,22.3,70,48,14,0
Ariany,2025-07-29,-,-,-,-,-,-
Artà,2025-07-29,25,18.6,83,55,43.5,0
Banyalbufar,2025-07-29,26.9,22,82,57,12.2,0
Binissalem,2025-07-29,25.4,19.2,85,58,18.7,0.25
Búger,2025-07-29,29.8,19.7,84,46,14.6,0.25
Bunyola,2025-07-29,26.6,20.3,78,53,13.7,0
Calvià,2025-07-29,26.3,20.8,77,51,14.3,0
Campanet,2025-07-29,-,-,-,-,-,-
Campos,2025-07-29,27.7,19.7,81,54,43.5,22.61
Capdepera,2025-07-29,25.8,21.1,76,47,21.2,0
Consell,2025-07-29,-,-,-,-,-,-
Costitx,2025-07-29,26.2,19,94,58,13.7,0
Deià,2025-07-29,26.9,21.3,75,52,11.2,0
Escorca,2025-07-29,18.5,14.1,96,70,9.7,3.1
Esporles,2025-07-29,26.5,19.7,86,61,14,0
Estellencs,2025-07-29,-,-,-,-,-,-
Felanitx,2025-07-29,27.1,21.3,72,51,35.4,0
Fornalutx,2025-07-29,24.2,20.2,78,52,16.9,0
Inca,2025-07-29,27.4,21.3,79,55,7.2,0.3
Lloret,2025-07-29,25.6,19.4,88,57,6.4,0
Lloseta,2025-07-29,23.2,20.5,77,57,29.5,0
Llubí,2025-07-29,26.6,21,73,51,12.6,0
Llucmajor,2025-07-29,26.1,21,76,57,22,0
Manacor,2025-07-29,28.1,19.4,76,49,14.4,0
Mancor,2025-07-29,-,-,-,-,-,-
Maria,2025-07-29,-,-,-,-,-,-
Marratxí,2025-07-29,26.9,21.5,72,51,25.9,0
Montuïri,2025-07-29,26.8,19.4,81,59,16.6,0
Muro,2025-07-29,26.7,21.4,79,54,0,0
Palma,2025-07-29,27.6,22.5,71,56,27,0
Petra,2025-07-29,28.7,19.3,80,46,16.4,0
Pollença,2025-07-29,24.3,19,69,39,48.1,2.01
Porreres,2025-07-29,27.7,20.7,71,48,27,0
Sa Pobla,2025-07-29,29.1,21.7,76,50,12.2,0
Puigpunyent,2025-07-29,26.4,19.3,81,59,13,0
Ses   Salines,2025-07-29,26.5,21.7,74,56,33.8,0
Sant   Joan,2025-07-29,25.6,21.3,70,52,22.5,0.25
Sant   Llorenç,2025-07-29,27.2,20.3,76,50,9.3,0
Sencelles,2025-07-29,25.2,20.8,80,59,29.6,0
Santa   Eugènia,2025-07-29,29.9,19.5,75,46,9,0
Santa   Margalida,2025-07-29,26.4,21.5,72,48,27,0
Santa   Maria,2025-07-29,-,-,-,-,-,-
Santanyi,2025-07-29,28.7,21.8,76,50,12.2,0
Selva,2025-07-29,25.4,19.4,89,55,12.6,1.52
Sineu,2025-07-29,27,19.6,87,60,13,0
Sóller,2025-07-29,26.2,21.7,77,48,29.6,0
Son   Servera,2025-07-29,,,,,,
Valldemossa,2025-07-29,23.6,19.1,82,64,16.7,0
Villafranca,2025-07-29,,,,,0,0
