Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-08-20,37.5,25.6,37.3,0,0
Alcúdia,2026-08-20,39.2,27.2,55.8,43.2,0.2
Algaida,2026-08-20,37.4,22.7,59.2,41,2.49
Andratx,2026-08-20,37.9,23.2,56.2,26.3,0.79
Ariany,2026-08-20,NaN,NaN,NaN,NaN,NaN
Artà,2026-08-20,39.2,26.3,59,35.2,0
Banyalbufar,2026-08-20,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-08-20,39.1,23.6,55.5,16.3,0.25
Búger,2026-08-20,39.9,24.8,52.4,33.8,0
Bunyola,2026-08-20,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-08-20,NaN,NaN,NaN,NaN,NaN
Calvià,2026-08-20,NaN,NaN,NaN,NaN,NaN
Campanet,2026-08-20,NaN,NaN,NaN,NaN,NaN
Campos,2026-08-20,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-08-20,38.1,23.4,55.6,38.9,1.3
Consell,2026-08-20,37.8,22.6,57.4,30.9,0.51
Costitx,2026-08-20,39.4,21.3,62.5,16.9,0.99
Deià,2026-08-20,37.9,23.4,41,33.8,0.79
Escorca,2026-08-20,33.5,17.6,50.7,22,3
Esporles,2026-08-20,37.4,29.8,43,22.7,0
Estellencs,2026-08-20,38.4,21.5,45.9,26.3,0
Felanitx,2026-08-20,38,21.4,59.2,40.6,9.91
Fornalutx,2026-08-20,37,22.2,45.5,24.5,0
Inca,2026-08-20,37.9,23.1,56,26.7,1.5
Lloret de Vistalegre,2026-08-20,39.3,22.8,61.5,26.7,0
Lloseta,2026-08-20,37.2,24.3,54,58.3,1.09
Llubí,2026-08-20,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-08-20,,,,33.1,0
Manacor,2026-08-20,38.2,20.1,57.5,30.2,6.3
Mancor,2026-08-20,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-08-20,38.9,22.4,59,30.6,0
Marratxí,2026-08-20,37.8,24.1,57.8,27.7,0
Montuïri,2026-08-20,38.8,22.1,64.2,28.8,5.11
Muro,2026-08-20,NaN,NaN,NaN,NaN,NaN
Palma,2026-08-20,36.9,25.3,62.7,23,0.3
Petra,2026-08-20,39.9,23.1,54.6,26.9,2.29
Pollença,2026-08-20,37.6,25.3,35.2,32.2,0
Porreres,2026-08-20,38.4,21,56.2,31.3,8.61
Sa Pobla,2026-08-20,39.9,26,53.6,21.9,0
Puigpunyent,2026-08-20,35.6,21,59,24.5,0
Ses Salines,2026-08-20,37.4,21.1,63.2,0.4,1.3
Sant Joan,2026-08-20,37.4,23.6,44,27.2,0
Sant Llorenç des Cardassar,2026-08-20,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-08-20,38.9,24.1,60.4,22.4,2.79
Santa Eugènia,2026-08-20,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-08-20,39.6,24.4,56.2,29.5,0.79
Santa María del Camí,2026-08-20,36.7,24.3,52.6,40.7,0
Santanyí,2026-08-20,NaN,NaN,NaN,NaN,NaN
Selva,2026-08-20,NaN,NaN,NaN,NaN,NaN
Sineu,2026-08-20,NaN,NaN,NaN,NaN,NaN
Sóller,2026-08-20,38.7,25,46.3,35.6,1.5
Son Servera,2026-08-20,38,21.9,54.7,39.6,2.79
Valldemossa,2026-08-20,34.8,19.9,49.8,35.3,0.71
Vilafranca de Bonany,2026-08-20,37.9,21.9,61.3,46.1,3.99
