Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-07-17,35.4,26.7,58.4,0,0
Alcúdia,2026-07-17,32.2,27.3,79.3,18.7,0
Algaida,2026-07-17,36.3,25.3,72.8,22,0
Andratx,2026-07-17,36,26,66.7,16.6,0
Ariany,2026-07-17,NaN,NaN,NaN,NaN,NaN
Artà,2026-07-17,34.8,25.8,79.5,16.3,0
Banyalbufar,2026-07-17,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-07-17,36.6,24.1,71.7,13.4,0
Búger,2026-07-17,33.9,25.7,77.1,20.4,0
Bunyola,2026-07-17,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-07-17,NaN,NaN,NaN,NaN,NaN
Calvià,2026-07-17,NaN,NaN,NaN,NaN,NaN
Campanet,2026-07-17,NaN,NaN,NaN,NaN,NaN
Campos,2026-07-17,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-07-17,32.7,26.4,80.4,17.2,0
Consell,2026-07-17,35.9,24.2,74.4,19.5,0
Costitx,2026-07-17,37.3,24.3,76.5,13.4,0
Deià,2026-07-17,32.8,25.6,75.9,10.4,0
Escorca,2026-07-17,33.2,24.2,46.8,16.2,0
Esporles,2026-07-17,34.9,24.1,78.2,20.9,1.27
Estellencs,2026-07-17,33.2,24.9,72.5,18.7,0
Felanitx,2026-07-17,37.4,25.6,70.4,20.1,0
Fornalutx,2026-07-17,33.7,24.6,70.1,13,0
Inca,2026-07-17,36.7,26.5,72.4,13.7,0
Lloret de Vistalegre,2026-07-17,37,24.7,77.1,6.1,0
Lloseta,2026-07-17,34.7,24.1,74.1,31.7,0.1
Llubí,2026-07-17,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-07-17,,,,19.1,0
Manacor,2026-07-17,36.6,25.3,74.2,17.6,0
Mancor,2026-07-17,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-07-17,34.7,25.6,78.5,18.7,0
Marratxí,2026-07-17,36.4,25.9,73.2,19,0
Montuïri,2026-07-17,36.8,25.5,79.5,13.7,0
Muro,2026-07-17,NaN,NaN,NaN,NaN,NaN
Palma,2026-07-17,34.9,27.5,79.3,13.7,0
Petra,2026-07-17,38.5,25.9,71.1,15.8,0
Pollença,2026-07-17,30.3,25.8,62.2,24.1,0
Porreres,2026-07-17,36.3,26.1,70.2,18.7,0
Sa Pobla,2026-07-17,32.9,27,76.1,3.5,0
Puigpunyent,2026-07-17,35.3,23.6,62.2,15.4,0
Ses Salines,2026-07-17,37.1,25.6,72.4,1.8,0
Sant Joan,2026-07-17,35.4,25.8,53.1,17.7,0
Sant Llorenç des Cardassar,2026-07-17,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-07-17,37.2,25.4,76.1,18.7,0
Santa Eugènia,2026-07-17,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-07-17,34.2,26.3,76.6,18.4,0
Santa María del Camí,2026-07-17,35.3,24.8,71.4,21.2,0
Santanyí,2026-07-17,,,,8.7,0
Selva,2026-07-17,36,25,69.5,11.4,0
Sineu,2026-07-17,NaN,NaN,NaN,NaN,NaN
Sóller,2026-07-17,33.2,25.9,78,22.3,0
Son Servera,2026-07-17,33.8,26.7,74.8,19.1,0
Valldemossa,2026-07-17,34.5,24.3,67,20.5,0
Vilafranca de Bonany,2026-07-17,36.4,25.8,75.9,24.5,0
