Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-26,14.2,10.5,54.6,0,0
Alcúdia,2026-01-26,14.7,10.3,61.5,73.1,0
Algaida,2026-01-26,14.8,10,64.2,59.4,0
Andratx,2026-01-26,15.7,11.8,63.2,22,0.3
Ariany,2026-01-26,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-26,13.9,7.9,70.9,60.5,0
Banyalbufar,2026-01-26,,,,16.3,0
Binissalem,2026-01-26,15.5,8.1,65.2,32.8,26.16
Búger,2026-01-26,16.1,9.3,63.4,35.6,0
Bunyola,2026-01-26,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-26,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-26,16.1,10.8,64.5,33.5,0
Campanet,2026-01-26,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-26,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-26,14.7,10.2,62.6,48.6,0
Consell,2026-01-26,16,9.8,64.9,54.4,0
Costitx,2026-01-26,15.9,9.3,70.5,23.8,0
Deià,2026-01-26,15.5,11.1,61,24.8,0
Escorca,2026-01-26,9.1,4.9,80.7,28.4,0
Esporles,2026-01-26,14.8,10,73.4,27.4,0
Estellencs,2026-01-26,16.3,11.4,64.1,22,0
Felanitx,2026-01-26,16.5,11.1,63.3,32,0
Fornalutx,2026-01-26,14.1,9.1,70.6,20.9,0
Inca,2026-01-26,17.2,10.9,63.4,41.7,0.51
Lloret de Vistalegre,2026-01-26,17,10.3,67.9,5.8,0
Lloseta,2026-01-26,14.7,9,62.2,120.6,1.5
Llubí,2026-01-26,17.3,10.8,59,31.3,0
Llucmajor,2026-01-26,15.1,10.2,70.4,35.6,0
Manacor,2026-01-26,16.6,10.4,63.4,22.3,0
Mancor,2026-01-26,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-26,15.1,10.6,68.1,32,0
Marratxí,2026-01-26,17.1,11.1,62.3,32.7,0
Montuïri,2026-01-26,15.4,8.6,71.8,48.9,0.2
Muro,2026-01-26,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-26,16.5,12.2,63.5,41.4,0
Petra,2026-01-26,16.9,10.8,60.2,33,0
Pollença,2026-01-26,13.8,9.1,48.8,32.2,0
Porreres,2026-01-26,16.4,11.1,61.4,36.4,0
Sa Pobla,2026-01-26,15.9,10.7,63.3,55,0.3
Puigpunyent,2026-01-26,13.1,8.9,70.6,24.8,0
Ses Salines,2026-01-26,16.3,9.8,69.8,7.9,0
Sant Joan,2026-01-26,15.4,11.3,60.2,36.2,0
Sant Llorenç des Cardassar,2026-01-26,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-01-26,16.7,10.7,65.4,29.9,10.41
Santa Eugènia,2026-01-26,17.2,9.7,63.6,29.8,0
Santa Margalida,2026-01-26,16.1,11.1,62.2,33.8,0
Santa María del Camí,2026-01-26,15.1,10,61.5,62.3,0
Santanyí,2026-01-26,16.7,10.2,74.2,19.5,0
Selva,2026-01-26,NaN,NaN,NaN,NaN,NaN
Sineu,2026-01-26,15.7,11.1,70.2,26.7,0
Sóller,2026-01-26,15.1,11.2,62.4,38.9,0
Son Servera,2026-01-26,15.8,11.5,57.7,40.7,0
Valldemossa,2026-01-26,13.7,8.6,70.3,19.4,0
Vilafranca de Bonany,2026-01-26,15.8,10.6,65.8,37.4,0
