Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-07-12,36.1,23.4,48.3,0,0
Alcúdia,2026-07-12,34.2,25.5,78.4,11.5,0
Algaida,2026-07-12,35.7,22.8,70.1,25.9,0
Andratx,2026-07-12,37,25,57.6,24.5,0
Ariany,2026-07-12,NaN,NaN,NaN,NaN,NaN
Artà,2026-07-12,32.7,23.2,81.9,18.7,0
Banyalbufar,2026-07-12,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-07-12,36.4,23.6,66.9,16.9,0
Búger,2026-07-12,37.4,24.1,70.1,18.7,0
Bunyola,2026-07-12,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-07-12,NaN,NaN,NaN,NaN,NaN
Calvià,2026-07-12,NaN,NaN,NaN,NaN,NaN
Campanet,2026-07-12,NaN,NaN,NaN,NaN,NaN
Campos,2026-07-12,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-07-12,30.4,24.9,86.3,19.5,0
Consell,2026-07-12,36.3,23.4,67.7,24.1,0
Costitx,2026-07-12,38.5,23.2,73.5,11.1,0
Deià,2026-07-12,34.9,25.5,62.6,15.8,0
Escorca,2026-07-12,32.6,17.8,42.7,15.5,0
Esporles,2026-07-12,37.1,22.4,68.8,17.2,0
Estellencs,2026-07-12,31.4,23.4,74.4,14.8,0
Felanitx,2026-07-12,34.7,25,77.9,23.7,0
Fornalutx,2026-07-12,37.9,23.3,51,18,0
Inca,2026-07-12,37.8,24.9,66.9,16.9,0
Lloret de Vistalegre,2026-07-12,35.1,22.6,76.6,6.1,0
Lloseta,2026-07-12,35.7,23.1,68.3,23.8,0
Llubí,2026-07-12,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-07-12,,,,23,0
Manacor,2026-07-12,32.2,24,80.6,19.8,0
Mancor,2026-07-12,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-07-12,33.6,23.3,77.5,25.9,0
Marratxí,2026-07-12,38.5,24.1,63.6,21.9,0
Montuïri,2026-07-12,34.2,23,79.2,22.7,0
Muro,2026-07-12,NaN,NaN,NaN,NaN,NaN
Palma,2026-07-12,36.2,25.6,69.7,15.8,0
Petra,2026-07-12,35,23.6,70.7,17.2,0
Pollença,2026-07-12,33.2,23.8,56.2,22.5,0
Porreres,2026-07-12,36.2,24,69.3,16.9,0
Sa Pobla,2026-07-12,36.7,25.3,69.6,7.2,0
Puigpunyent,2026-07-12,35.8,22.6,53.9,22.2,0
Ses Salines,2026-07-12,33,25,77.4,7.6,0
Sant Joan,2026-07-12,33.2,24.2,48.3,17.1,0
Sant Llorenç des Cardassar,2026-07-12,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-07-12,37.1,24.1,71.2,15.8,0
Santa Eugènia,2026-07-12,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-07-12,35.3,23.9,70.8,16.9,0
Santa María del Camí,2026-07-12,36.2,23.2,61.2,26.3,0
Santanyí,2026-07-12,,,,16.6,0
Selva,2026-07-12,35.9,22.8,69.5,8.9,0
Sineu,2026-07-12,NaN,NaN,NaN,NaN,NaN
Sóller,2026-07-12,36.7,23.7,67.7,23,0
Son Servera,2026-07-12,29.6,25.2,82.6,20.2,0
Valldemossa,2026-07-12,35.8,24.6,43.7,20.5,0
Vilafranca de Bonany,2026-07-12,33.2,23.9,78.2,22,0
