Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-16,30.6,23.3,68,44,0,0
Alcúdia,2025-06-16,29.3,23.5,84,57,15.5,0
Algaida,2025-06-16,30.9,21.4,93,45,32.4,0
Andratx,2025-06-16,34.7,23.8,76,37,20.2,0
Ariany,2025-06-16,-,-,-,-,-,-
Artà,2025-06-16,29.6,20.3,93,56,35.4,0
Banyalbufar,2025-06-16,30.7,22.7,85,34,9.7,0
Binissalem,2025-06-16,30.7,21.6,89,50,20.9,2.29
Búger,2025-06-16,29.5,21.6,89,48,24.5,0
Bunyola,2025-06-16,33.8,21.4,85,36,22.4,0
Calvià,2025-06-16,32.3,23,85,32,17.5,0
Campanet,2025-06-16,-,-,-,-,-,-
Campos,2025-06-16,-,-,-,-,-,-
Capdepera,2025-06-16,28.2,22.5,92,59,15.1,0
Consell,2025-06-16,17.2,17.2,51,51,3.9,0
Costitx,2025-06-16,32.2,21.7,96,48,13,0
Deià,2025-06-16,32.2,24.1,75,27,10.8,0
Escorca,2025-06-16,29.5,17.4,79,31,12.6,0
Esporles,2025-06-16,34.4,22.5,86,45,18,0
Estellencs,2025-06-16,30.8,22.9,77,28,25.9,0
Felanitx,2025-06-16,29.9,22.6,88,52,46.7,0
Fornalutx,2025-06-16,31.8,23.1,73,30,14.8,0
Inca,2025-06-16,33.4,23.3,86,46,13.7,0
Lloret,2025-06-16,29.2,21.1,94,57,9,0
Lloseta,2025-06-16,29.8,21.5,90,53,32.8,0.1
Llubí,2025-06-16,30.7,22.6,88,46,15.5,0
Llucmajor,2025-06-16,33,22.5,89,46,27.4,0
Manacor,2025-06-16,33.9,21.5,92,41,13.3,0
Mancor,2025-06-16,-,-,-,-,-,-
Maria,2025-06-16,27.8,21.7,96,62,23.8,0
Marratxí,2025-06-16,33.8,22.8,89,38,26.6,0
Montuïri,2025-06-16,30.3,21.4,99,57,17.7,0
Muro,2025-06-16,27.8,22.8,95,66,0,0
Palma,2025-06-16,34.4,24.2,87,39,28.4,0
Petra,2025-06-16,31.4,21.6,92,48,16.1,0
Pollença,2025-06-16,26.3,22.2,70,47,29.6,0
Porreres,2025-06-16,32.1,22.1,90,44,24.5,0
Sa Pobla,2025-06-16,31.3,23.6,87,46,12.6,0
Puigpunyent,2025-06-16,34.2,21.3,81,36,18.5,0
Ses   Salines,2025-06-16,31.3,23.5,90,56,29.6,0
Sant   Joan,2025-06-16,28.7,22.4,70,27,18.5,0
Sant   Llorenç,2025-06-16,32.8,22.5,88,47,0,0
Sencelles,2025-06-16,30.2,22.4,89,52,32.2,0
Santa   Eugènia,2025-06-16,35.5,22,90,38,11.1,0
Santa   Margalida,2025-06-16,28,22.4,90,60,23,0
Santa   Maria,2025-06-16,-,-,-,-,-,-
Santanyi,2025-06-16,31.1,22.9,94,57,14,0
Selva,2025-06-16,30.1,21.3,87,45,13.2,0
Sineu,2025-06-16,30.6,20.6,99,58,11.9,0
Sóller,2025-06-16,31.6,24,75,35,18.5,0
Son   Servera,2025-06-16,28.2,23,89,56,24.5,0
Valldemossa,2025-06-16,30.6,21.6,83,28,19.3,0
Villafranca,2025-06-16,,,,,22.4,0
