Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-06,30.6,20,74,41,0,0
Alcúdia,2025-09-06,29.9,20.3,87,58,13,0
Algaida,2025-09-06,29.4,18.6,87,49,23,0
Andratx,2025-09-06,33.1,20.8,72,38,18.4,0
Ariany,2025-09-06,-,-,-,-,-,-
Artà,2025-09-06,29.1,16.6,99,65,27.8,0
Banyalbufar,2025-09-06,29.1,21.2,85,62,12.2,0
Binissalem,2025-09-06,30.9,19.1,89,43,20.9,0
Búger,2025-09-06,32.6,18.6,91,42,17.9,0
Bunyola,2025-09-06,32.6,19.2,85,36,23.8,0
Calvià,2025-09-06,30.1,20.9,80,40,22.2,0
Campanet,2025-09-06,-,-,-,-,-,-
Campos,2025-09-06,30.6,21.6,85,57,40.7,0
Capdepera,2025-09-06,29.1,22,86,61,17.2,0
Consell,2025-09-06,-,-,-,-,-,-
Costitx,2025-09-06,33,18.6,92,46,9,0
Deià,2025-09-06,29.8,22.1,77,50,17.3,0
Escorca,2025-09-06,27,11.2,94,49,15.5,0
Esporles,2025-09-06,31.8,18.4,91,50,21.6,0
Estellencs,2025-09-06,-,-,-,-,-,-
Felanitx,2025-09-06,27.4,19.5,87,67,45.1,0
Fornalutx,2025-09-06,31.2,20.6,78,41,18,0
Inca,2025-09-06,33.1,21.5,81,43,18.3,0
Lloret,2025-09-06,29.5,18.6,90,56,5.8,0
Lloseta,2025-09-06,30.7,20.2,84,42,24.5,0
Llubí,2025-09-06,32.8,19.4,84,41,11.2,0
Llucmajor,2025-09-06,29.4,20.7,85,54,24.8,0
Manacor,2025-09-06,29.7,18.6,90,57,19.4,0
Mancor,2025-09-06,-,-,-,-,-,-
Maria,2025-09-06,-,-,-,-,-,-
Marratxí,2025-09-06,32.7,20.6,84,39,19,0
Montuïri,2025-09-06,29,17.1,96,63,32,0
Muro,2025-09-06,31.4,20.7,87,49,0,0
Palma,2025-09-06,32.4,22.2,78,44,17.3,0
Petra,2025-09-06,30.8,18.2,91,51,16.9,0
Pollença,2025-09-06,28.2,20.6,65,44,32.2,0
Porreres,2025-09-06,30.8,19.4,84,51,14.8,0
Sa Pobla,2025-09-06,33.2,20.9,85,42,11.4,0
Puigpunyent,2025-09-06,32.7,17.2,86,44,22.5,0
Ses   Salines,2025-09-06,28.7,20.7,87,69,37,0
Sant   Joan,2025-09-06,28.6,20.6,68,57,16.4,0
Sant   Llorenç,2025-09-06,31.7,19.5,90,57,8.7,0
Sencelles,2025-09-06,30.5,19.4,84,50,22.2,0
Santa   Eugènia,2025-09-06,35,17.2,91,39,13.8,0
Santa   Margalida,2025-09-06,31.4,20.4,83,48,16.9,0
Santa   Maria,2025-09-06,-,-,-,-,-,-
Santanyi,2025-09-06,29.9,22.2,87,66,20.6,0
Selva,2025-09-06,31.4,19.8,84,36,9.7,0
Sineu,2025-09-06,32.5,17.5,97,53,8.7,0
Sóller,2025-09-06,30.9,20.3,79,47,37,0
Son   Servera,2025-09-06,,,,,,
Valldemossa,2025-09-06,29.2,23,80,44,38.9,0
Villafranca,2025-09-06,,,,,0,0
