Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-29,30.2,21.5,75,43,0,0
Alcúdia,2025-08-29,29.5,22.7,84,51,20.5,0
Algaida,2025-08-29,28.4,20.4,87,50,24.5,0
Andratx,2025-08-29,30.2,23.5,76,49,14,0
Ariany,2025-08-29,-,-,-,-,-,-
Artà,2025-08-29,30.1,19,97,62,31.5,25.81
Banyalbufar,2025-08-29,28.2,21.8,89,67,10.5,0
Binissalem,2025-08-29,32.6,19.4,89,38,9.3,0
Búger,2025-08-29,31.1,20.5,91,44,24,0
Bunyola,2025-08-29,31.1,20,87,38,20.9,0
Calvià,2025-08-29,29.9,22.1,83,48,18.7,0
Campanet,2025-08-29,-,-,-,-,-,-
Campos,2025-08-29,29,22.4,84,61,32.2,0
Capdepera,2025-08-29,27.7,20.3,93,59,21.9,7.39
Consell,2025-08-29,-,-,-,-,-,-
Costitx,2025-08-29,31.6,19.8,93,46,14.3,0
Deià,2025-08-29,28.3,22.1,80,52,14.4,0
Escorca,2025-08-29,22.8,15.7,87,67,8.6,0
Esporles,2025-08-29,27.8,19.8,94,68,23,0
Estellencs,2025-08-29,-,-,-,-,-,-
Felanitx,2025-08-29,30.6,21.8,87,54,42.6,10.8
Fornalutx,2025-08-29,27.5,20.9,81,58,14,0
Inca,2025-08-29,31.1,22.3,80,41,14.8,0
Lloret,2025-08-29,31.2,19.7,91,45,6.9,0
Lloseta,2025-08-29,29.6,20.3,86,41,32.4,0
Llubí,2025-08-29,31.9,20.3,86,41,14,0
Llucmajor,2025-08-29,29.6,21.8,87,52,21.6,0
Manacor,2025-08-29,29.8,21,85,49,21.2,0
Mancor,2025-08-29,-,-,-,-,-,-
Maria,2025-08-29,-,-,-,-,-,-
Marratxí,2025-08-29,31,21.3,85,45,19.3,1.52
Montuïri,2025-08-29,30.3,19.9,94,49,23.8,0
Muro,2025-08-29,30.2,22.1,86,54,0,0
Palma,2025-08-29,30.6,23.5,79,45,16.6,0
Petra,2025-08-29,31,19.9,88,44,17.5,0
Pollença,2025-08-29,27.8,22,63,37,40.7,0
Porreres,2025-08-29,31.2,21.4,83,42,19.4,0.51
Sa Pobla,2025-08-29,32.8,22.3,85,45,12.2,0
Puigpunyent,2025-08-29,28.2,19.7,88,51,32.2,0
Ses   Salines,2025-08-29,28.1,22.7,87,69,31.5,0
Sant   Joan,2025-08-29,29.1,21.1,69,50,17.2,0
Sant   Llorenç,2025-08-29,33.5,21.3,85,45,9.7,0
Sencelles,2025-08-29,29.8,21.2,85,46,29.6,0
Santa   Eugènia,2025-08-29,32.8,19.4,91,44,18.2,0
Santa   Margalida,2025-08-29,30.6,21.5,82,47,15.1,0.71
Santa   Maria,2025-08-29,-,-,-,-,-,-
Santanyi,2025-08-29,32.6,22.9,88,55,4,0
Selva,2025-08-29,29.8,20.7,85,41,12.2,2.29
Sineu,2025-08-29,31.8,19.1,97,50,15.4,0
Sóller,2025-08-29,28.1,21.8,80,56,22.5,0
Son   Servera,2025-08-29,,,,,,
Valldemossa,2025-08-29,25.2,18.8,91,62,20.9,0
Villafranca,2025-08-29,,,,,0,0.3
