Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-12,36.3,23.7,71,29,0,0
Alcúdia,2025-08-12,32.8,22.8,90,49,13,0
Algaida,2025-08-12,35.1,23.4,86,32,17.3,0
Andratx,2025-08-12,35.4,24.1,78,35,13.7,0
Ariany,2025-08-12,-,-,-,-,-,-
Artà,2025-08-12,34.7,19.6,89,48,20.9,0
Banyalbufar,2025-08-12,31.2,23.9,89,57,7.9,0
Binissalem,2025-08-12,37.1,20.7,91,32,14.8,0
Búger,2025-08-12,36.2,20.9,92,40,20.8,0
Bunyola,2025-08-12,37.2,22.4,89,39,16.3,0
Calvià,2025-08-12,35.6,23.1,85,34,15.8,0
Campanet,2025-08-12,-,-,-,-,-,-
Campos,2025-08-12,35.4,22.1,92,48,33.8,0
Capdepera,2025-08-12,33.7,23.4,90,44,13.4,0
Consell,2025-08-12,-,-,-,-,-,-
Costitx,2025-08-12,38.5,21.5,98,32,11.9,0
Deià,2025-08-12,31.8,25.7,79,53,10.4,0
Escorca,2025-08-12,32,15.5,90,33,13.7,0
Esporles,2025-08-12,34.4,22.4,87,50,19.5,0.51
Estellencs,2025-08-12,21.8,21.8,75,75,0,0
Felanitx,2025-08-12,33.4,24,88,43,29.6,0
Fornalutx,2025-08-12,31.5,24.3,82,49,15.4,0
Inca,2025-08-12,38.9,24.5,82,36,16.9,0
Lloret,2025-08-12,35.5,21.9,94,38,8.7,0
Lloseta,2025-08-12,35.6,21.8,87,34,23.8,0
Llubí,2025-08-12,36.8,21.9,89,36,14.8,0
Llucmajor,2025-08-12,34.6,22.6,90,46,18.4,0
Manacor,2025-08-12,34.6,21.6,95,44,16.6,0
Mancor,2025-08-12,-,-,-,-,-,-
Maria,2025-08-12,-,-,-,-,-,-
Marratxí,2025-08-12,34.1,22.9,92,49,15.4,0
Montuïri,2025-08-12,36.3,20.2,96,37,21.6,0
Muro,2025-08-12,33.6,23.4,93,49,0,0
Palma,2025-08-12,32.1,25.3,85,68,12.2,0
Petra,2025-08-12,37.3,21.9,94,31,24,0
Pollença,2025-08-12,32.1,23.6,67,38,27.8,0
Porreres,2025-08-12,36.8,22.9,85,29,19.1,0
Sa Pobla,2025-08-12,37.3,23.9,86,41,11.7,0
Puigpunyent,2025-08-12,36.6,21.3,86,35,24.1,0
Ses   Salines,2025-08-12,30.7,22.8,92,60,24.1,0
Sant   Joan,2025-08-12,34.6,23.1,67,36,16.3,0
Sant   Llorenç,2025-08-12,36.9,21.6,81,43,4.8,0
Sencelles,2025-08-12,36.4,22.7,91,37,24.1,0
Santa   Eugènia,2025-08-12,39.9,19.7,95,28,19,0
Santa   Margalida,2025-08-12,34.2,23.2,90,40,17.6,0
Santa   Maria,2025-08-12,-,-,-,-,-,-
Santanyi,2025-08-12,36.3,22.3,97,51,4,0
Selva,2025-08-12,-,-,-,-,-,-
Sineu,2025-08-12,37.3,21.5,99,40,9,0
Sóller,2025-08-12,31.8,23.4,81,52,20.4,0
Son   Servera,2025-08-12,,,,,,
Valldemossa,2025-08-12,30.6,22.6,82,51,24.1,0
Villafranca,2025-08-12,,,,,0,0
