Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-07,20.8,12.7,77.8,0,8.13
Alcúdia,2026-05-07,22.5,14.2,83.3,14.4,0
Algaida,2026-05-07,19.9,12.7,89.5,26.3,5.79
Andratx,2026-05-07,20,13.5,78,14.4,8.61
Ariany,2026-05-07,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-07,19.6,13.2,92.9,20.1,9.91
Banyalbufar,2026-05-07,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-07,21.9,10.9,87.1,17.7,3.81
Búger,2026-05-07,21.7,11.3,86.7,21.1,5.59
Bunyola,2026-05-07,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-07,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-07,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-07,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-07,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-07,20.5,15,88.7,10.1,9.4
Consell,2026-05-07,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-07,21,12.4,93.7,12.2,6.1
Deià,2026-05-07,22.2,13.8,72.6,14.8,7.7
Escorca,2026-05-07,15.1,5.5,90.9,4,6.3
Esporles,2026-05-07,20.8,11.3,87.8,21.2,6.86
Estellencs,2026-05-07,22.3,13.3,72.9,16.2,6.1
Felanitx,2026-05-07,20.1,13.9,91.2,22.2,13.97
Fornalutx,2026-05-07,20.8,12.7,74.1,22.4,3
Inca,2026-05-07,22.6,13.8,84.3,15.4,7.59
Lloret de Vistalegre,2026-05-07,20.3,12.2,92.4,6.4,0
Lloseta,2026-05-07,20.1,11.6,87.4,28.4,8.41
Llubí,2026-05-07,22.1,11.6,85.2,14.8,8.89
Llucmajor,2026-05-07,,,,24.5,4.09
Manacor,2026-05-07,22,13.3,89.2,11.9,19
Mancor,2026-05-07,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-07,19.7,13,90.2,18.7,0
Marratxí,2026-05-07,23.1,12.9,83.3,21.9,4.32
Montuïri,2026-05-07,19.8,10.9,94.8,27,6.4
Muro,2026-05-07,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-07,21.5,14,83.3,22.3,5.31
Petra,2026-05-07,21,12.4,87.3,15.8,8.38
Pollença,2026-05-07,19.1,13,64.9,20.9,3.3
Porreres,2026-05-07,20.1,13.3,88.4,14.4,10.9
Sa Pobla,2026-05-07,20.8,12.8,82.6,18.3,5.51
Puigpunyent,2026-05-07,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-07,21.7,13.7,87.7,12.2,2.79
Sant Joan,2026-05-07,19.3,14.1,42.4,17.2,0.51
Sant Llorenç des Cardassar,2026-05-07,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-07,21.9,12,88.1,15.8,9.65
Santa Eugènia,2026-05-07,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-07,20.6,13.4,85.3,19.4,6.6
Santa María del Camí,2026-05-07,20.5,11.8,82.2,25.9,6.1
Santanyí,2026-05-07,,,,15.8,5.11
Selva,2026-05-07,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-07,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-07,22.7,12.4,76.1,25.2,3.3
Son Servera,2026-05-07,19.7,14.8,86.7,22.3,13.69
Valldemossa,2026-05-07,21,11.7,76.9,9.7,6.81
Vilafranca de Bonany,2026-05-07,19.6,13.2,91.2,21.6,6.6
