Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-08-09,38.6,24.7,37.4,0,0
Alcúdia,2026-08-09,36.2,23.9,69.1,11.5,0
Algaida,2026-08-09,37.9,24.1,60.3,25.9,0
Andratx,2026-08-09,37.9,26.2,45.2,16.9,0
Ariany,2026-08-09,NaN,NaN,NaN,NaN,NaN
Artà,2026-08-09,34.6,23.3,76.7,18.7,0
Banyalbufar,2026-08-09,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-08-09,40.5,22.6,54.9,13.4,0
Búger,2026-08-09,39.7,23.2,55.3,18.7,0
Bunyola,2026-08-09,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-08-09,NaN,NaN,NaN,NaN,NaN
Calvià,2026-08-09,NaN,NaN,NaN,NaN,NaN
Campanet,2026-08-09,NaN,NaN,NaN,NaN,NaN
Campos,2026-08-09,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-08-09,33,26.5,81.8,21.2,0
Consell,2026-08-09,39.6,21.9,54,20.6,0
Costitx,2026-08-09,41,23.5,64.4,11.6,0
Deià,2026-08-09,36.2,26,53.4,10.4,0
Escorca,2026-08-09,33.8,17.4,55.5,17.3,0
Esporles,2026-08-09,38.5,21.6,58.5,18.3,0
Estellencs,2026-08-09,35.7,23.5,61,12.2,0
Felanitx,2026-08-09,35.1,24.8,70.9,22.2,0
Fornalutx,2026-08-09,36.3,25.8,48,14.8,0
Inca,2026-08-09,40.5,26.4,52.3,18.7,0
Lloret de Vistalegre,2026-08-09,37.4,23.3,67,6.4,0
Lloseta,2026-08-09,38.3,24,51.6,29.9,0
Llubí,2026-08-09,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-08-09,,,,23,0
Manacor,2026-08-09,34.7,23.6,74.7,19.4,0
Mancor,2026-08-09,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-08-09,36.3,25,67.7,25.9,0
Marratxí,2026-08-09,40.3,25.6,51.8,22.5,0
Montuïri,2026-08-09,37.7,20.6,70.9,17.2,0
Muro,2026-08-09,NaN,NaN,NaN,NaN,NaN
Palma,2026-08-09,37.3,26.6,62.5,13,0
Petra,2026-08-09,37.9,23.3,64.5,15.4,0
Pollença,2026-08-09,34.8,24.8,47.2,22.5,0
Porreres,2026-08-09,38.2,24,63,16.9,0
Sa Pobla,2026-08-09,39.2,24.4,57.1,10.8,0
Puigpunyent,2026-08-09,36.3,25.9,46.3,15.8,0
Ses Salines,2026-08-09,35.7,24.4,71.1,1.1,0
Sant Joan,2026-08-09,36.3,24.4,49.4,14,0
Sant Llorenç des Cardassar,2026-08-09,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-08-09,39.8,23.8,56.6,16.3,0
Santa Eugènia,2026-08-09,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-08-09,37.9,25.3,61.9,16.6,0
Santa María del Camí,2026-08-09,40,23.6,46.4,19.4,0
Santanyí,2026-08-09,NaN,NaN,NaN,NaN,NaN
Selva,2026-08-09,38.9,24.8,45.3,9.3,0
Sineu,2026-08-09,NaN,NaN,NaN,NaN,NaN
Sóller,2026-08-09,35.7,23.9,59.7,24.8,0
Son Servera,2026-08-09,31.6,25.9,77.8,16.6,0
Valldemossa,2026-08-09,35,25.8,46.1,15.5,0
Vilafranca de Bonany,2026-08-09,36.1,24.8,71,19.4,0
