Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-15,31,21.2,87,49,0,0
Alcúdia,2025-09-15,30.2,21.7,95,62,12.2,0
Algaida,2025-09-15,31,20.6,98,46,22.3,0
Andratx,2025-09-15,30.6,22.7,86,52,11.2,0
Ariany,2025-09-15,-,-,-,-,-,-
Artà,2025-09-15,22.8,18.7,99,95,0,0
Banyalbufar,2025-09-15,28.1,21.1,98,77,4.7,0
Binissalem,2025-09-15,33.8,20.4,95,40,9.3,0
Búger,2025-09-15,33.5,21.2,93,41,15.4,0
Bunyola,2025-09-15,32.9,19.9,95,37,16.3,0
Calvià,2025-09-15,30.6,21.2,93,48,15.8,0
Campanet,2025-09-15,-,-,-,-,-,-
Campos,2025-09-15,31.5,22.1,94,59,35.4,0
Capdepera,2025-09-15,28.1,21.8,94,72,16.9,0
Consell,2025-09-15,-,-,-,-,-,-
Costitx,2025-09-15,34,19.9,99,47,8.7,0
Deià,2025-09-15,29.3,22.2,85,60,10.1,0
Escorca,2025-09-15,27.2,12.4,98,51,17.3,0
Esporles,2025-09-15,31.8,20.8,95,49,16.6,0
Estellencs,2025-09-15,-,-,-,-,-,-
Felanitx,2025-09-15,29.3,21.4,93,63,31.5,0
Fornalutx,2025-09-15,28.6,20.9,89,59,13.7,0
Inca,2025-09-15,34.2,22.3,89,40,11.1,0
Lloret,2025-09-15,32.3,19.9,97,53,5.8,0
Lloseta,2025-09-15,33.1,20.4,95,42,20.9,0
Llubí,2025-09-15,33.1,20.2,97,41,11.2,0
Llucmajor,2025-09-15,31,21.4,97,54,17.6,0
Manacor,2025-09-15,30.4,19.9,97,60,14.4,0
Mancor,2025-09-15,-,-,-,-,-,-
Maria,2025-09-15,-,-,-,-,-,-
Marratxí,2025-09-15,33.5,21.4,94,41,15.4,0
Montuïri,2025-09-15,32.2,18.4,99,58,18,0.2
Muro,2025-09-15,31.7,22,97,54,0,0
Palma,2025-09-15,31.5,23.6,90,54,10.4,0
Petra,2025-09-15,32.4,19.4,97,49,14,0
Pollença,2025-09-15,28.3,20.9,72,46,20.9,0
Porreres,2025-09-15,31.9,20.4,95,50,15.5,0
Sa Pobla,2025-09-15,34.1,22.5,92,44,10.3,0
Puigpunyent,2025-09-15,31.7,20.4,89,46,11.3,0
Ses   Salines,2025-09-15,28.2,21.6,95,73,29.6,0
Sant   Joan,2025-09-15,30,20.8,68,9,12.1,0.25
Sant   Llorenç,2025-09-15,32.2,20.5,97,57,5.1,0
Sencelles,2025-09-15,31.5,20.8,93,49,22.5,0
Santa   Eugènia,2025-09-15,34.4,19.5,99,42,13.8,0
Santa   Margalida,2025-09-15,31.7,21.7,94,48,17.6,0
Santa   Maria,2025-09-15,-,-,-,-,-,-
Santanyi,2025-09-15,31.1,22.1,97,68,4,0
Selva,2025-09-15,32.3,21.3,89,35,8.9,0
Sineu,2025-09-15,32.7,20.2,99,51,9.7,0
Sóller,2025-09-15,-,-,-,-,-,-
Son   Servera,2025-09-15,,,,,,
Valldemossa,2025-09-15,28.2,19.3,94,46,20.9,0
Villafranca,2025-09-15,,,,,0,0
