Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-24,12.2,5.4,87.7,0,6.1
Alcúdia,2025-12-24,13.4,6.1,93.1,13.3,16.21
Algaida,2025-12-24,11.7,5,94.4,11.9,5.89
Andratx,2025-12-24,13.7,6.3,89,12.2,3.3
Ariany,2025-12-24,NaN,NaN,NaN,NaN,NaN
Artà,2025-12-24,11.7,4.1,97.5,20.1,22.1
Banyalbufar,2025-12-24,11.6,6.8,97.9,5.5,4.6
Binissalem,2025-12-24,13.4,3.2,93.3,3.5,6.86
Búger,2025-12-24,14.2,4,94.1,10.3,11.18
Bunyola,2025-12-24,11.9,4.7,93.8,9.7,0.25
Cabrera,2025-12-24,NaN,NaN,NaN,NaN,NaN
Calvià,2025-12-24,15.5,5.2,90.2,20.1,4.06
Campanet,2025-12-24,NaN,NaN,NaN,NaN,NaN
Campos,2025-12-24,7.1,5.1,93.9,9,0
Capdepera,2025-12-24,14.3,6.7,90.1,15.1,10.21
Consell,2025-12-24,12.3,2.6,96.6,6.1,6.6
Costitx,2025-12-24,12.1,3.6,98,6.1,11.2
Deià,2025-12-24,11.4,7,87.3,7.9,6.3
Escorca,2025-12-24,6.1,-0.1,97,13.3,29.21
Esporles,2025-12-24,12.4,5.4,95.2,16.3,0.51
Estellencs,2025-12-24,14.2,6.6,88.8,7.2,3.3
Felanitx,2025-12-24,13.9,5.4,94.2,14.3,11.94
Fornalutx,2025-12-24,9.3,5.1,98,5.8,17.7
Inca,2025-12-24,13.4,5.7,94.3,5.5,11.2
Lloret de Vistalegre,2025-12-24,11.5,4.3,97.9,2.1,0.3
Lloseta,2025-12-24,13,4.6,92.5,13.7,7.9
Llubí,2025-12-24,12.4,3.4,95.7,4.7,14.3
Llucmajor,2025-12-24,13.1,5.2,94.2,15.5,3.51
Manacor,2025-12-24,14.1,4.3,93.2,16.9,12.5
Mancor,2025-12-24,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2025-12-24,12.2,4.8,97.3,13.7,0
Marratxí,2025-12-24,16.5,5.2,89.2,9.3,4.57
Montuïri,2025-12-24,11.8,1.2,98.1,11.6,9.91
Muro,2025-12-24,12.2,5,97.5,0,19.89
Palma,2025-12-24,15.8,7.1,88.8,16.9,2.49
Petra,2025-12-24,13.4,3.2,93.3,12.2,20.32
Pollença,2025-12-24,11.1,6,73.4,11.3,20.07
Porreres,2025-12-24,13.5,4.4,92.3,11.9,9.6
Sa Pobla,2025-12-24,12.4,5,93.2,5.8,14.81
Puigpunyent,2025-12-24,12.3,5.5,91.3,12.2,5.59
Ses Salines,2025-12-24,14.8,5.3,93.3,3.2,11.61
Sant Joan,2025-12-24,12.1,4.6,34.4,11.9,8.89
Sant Llorenç des Cardassar,2025-12-24,13.1,4,92.1,6.4,6.86
Sencelles,2025-12-24,13.7,3.6,95.8,6.1,8.64
Santa Eugènia,2025-12-24,15.6,1.9,96.1,4.8,4.32
Santa Margalida,2025-12-24,12,5.3,93.8,8.6,23.8
Santa María del Camí,2025-12-24,12.2,3.6,93.1,7.2,3.61
Santanyí,2025-12-24,15.3,5.9,95.5,0,11.2
Selva,2025-12-24,12.1,5.3,91.3,6.1,11.94
Sineu,2025-12-24,11.2,3.3,99,4.3,1.19
Sóller,2025-12-24,11.3,5.8,94.7,10.8,10.9
Son Servera,2025-12-24,15.2,5.8,87.6,18,15.29
Valldemossa,2025-12-24,10.3,5.6,91.1,6.8,5.31
Vilafranca de Bonany,2025-12-24,13.6,4.6,92.7,19.8,12.19
