Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-20,23.2,15.8,82,70,0,0
Alcúdia,2025-10-20,25,15.2,92,68,19.8,0
Algaida,2025-10-20,22.7,15.9,95,75,24.8,0
Andratx,2025-10-20,25.1,19.3,89,65,12.6,0
Ariany,2025-10-20,-,-,-,-,-,-
Artà,2025-10-20,25.4,13.2,95,72,33.8,0
Banyalbufar,2025-10-20,25.1,19.8,80,58,27,0
Binissalem,2025-10-20,25.2,13.7,94,73,6.9,0
Búger,2025-10-20,25.7,13.4,94,71,22.2,0
Bunyola,2025-10-20,25.5,15.2,93,54,17.2,0
Calvià,2025-10-20,25.1,16.2,94,71,15.4,0
Campanet,2025-10-20,-,-,-,-,-,-
Campos,2025-10-20,23.8,14.2,94,75,42.6,0
Capdepera,2025-10-20,24.8,18.5,89,69,28.8,0
Consell,2025-10-20,-,-,-,-,-,-
Costitx,2025-10-20,23.9,13.9,99,78,13,0
Deià,2025-10-20,24.8,19.3,72,52,28.1,0
Escorca,2025-10-20,18.4,12.5,96,73,11.5,0
Esporles,2025-10-20,25.4,14.1,96,61,21.6,0
Estellencs,2025-10-20,-,-,-,-,-,-
Felanitx,2025-10-20,22.6,17.8,93,72,40.7,0
Fornalutx,2025-10-20,24.4,16.7,81,52,14.3,0
Inca,2025-10-20,24.7,17.3,96,73,17.2,0
Lloret,2025-10-20,24.3,15.4,97,77,18,0
Lloseta,2025-10-20,23.4,15.6,96,71,37.8,0
Llubí,2025-10-20,25,14,95,67,17.6,0
Llucmajor,2025-10-20,23,15.4,97,79,23.4,0
Manacor,2025-10-20,23.7,15.1,94,69,20.9,0
Mancor,2025-10-20,-,-,-,-,-,-
Maria,2025-10-20,23.9,15.7,98,74,24.5,0
Marratxí,2025-10-20,24,17,95,73,19,0
Montuïri,2025-10-20,24.1,11.7,99,80,22.4,0
Muro,2025-10-20,24.4,16.3,99,75,0,0
Palma,2025-10-20,24.9,17.4,93,77,9.4,0
Petra,2025-10-20,25.1,14.7,91,67,17.5,0
Pollença,2025-10-20,25.1,17.6,63,41,40.7,0
Porreres,2025-10-20,23.7,14.9,93,71,22.3,0
Sa Pobla,2025-10-20,25.5,15.7,93,70,16.1,0
Puigpunyent,2025-10-20,23.4,14.2,89,71,20.9,0
Ses   Salines,2025-10-20,23.2,16.7,91,76,37,0
Sant   Joan,2025-10-20,23.8,15.2,69,25,19.2,0
Sant   Llorenç,2025-10-20,24.7,13.3,97,73,6.3,0
Sencelles,2025-10-20,23.1,14.6,95,78,32.2,0
Santa   Eugènia,2025-10-20,23.9,12.5,99,75,24.3,0
Santa   Margalida,2025-10-20,24.8,16.8,94,68,20.2,0
Santa   Maria,2025-10-20,-,-,-,-,-,-
Santanyi,2025-10-20,25.8,18,99,69,7.9,0
Selva,2025-10-20,-,-,-,-,-,-
Sineu,2025-10-20,24.4,14.2,99,82,21.2,0
Sóller,2025-10-20,25.6,18.4,75,50,38.9,0
Son   Servera,2025-10-20,,,,,,
Valldemossa,2025-10-20,22.7,16.8,85,57,31.5,0
Villafranca,2025-10-20,,,,,0,0
