Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-29,23.4,14.2,90,66,0,0
Alcúdia,2025-10-29,25.9,13.7,94,62,16.6,0
Algaida,2025-10-29,24,13.5,94,57,23,0
Andratx,2025-10-29,24.5,16.3,83,60,18.7,0
Ariany,2025-10-29,-,-,-,-,-,-
Artà,2025-10-29,24.4,10.6,100,77,27.8,0.2
Banyalbufar,2025-10-29,24.8,14.6,88,47,37.8,0
Binissalem,2025-10-29,26.5,11.9,97,54,6.1,0
Búger,2025-10-29,28,12.5,94,57,9.7,0
Bunyola,2025-10-29,25.6,13.9,95,56,12.6,0
Calvià,2025-10-29,23.8,15,91,63,17.9,0
Campanet,2025-10-29,-,-,-,-,-,-
Campos,2025-10-29,25.1,13.1,95,66,32.2,0
Capdepera,2025-10-29,23.4,17,90,74,22.7,0
Consell,2025-10-29,-,-,-,-,-,-
Costitx,2025-10-29,24.9,12.4,99,66,10.1,0
Deià,2025-10-29,24.8,16.6,73,35,29.5,0
Escorca,2025-10-29,20.3,5.5,98,61,19.4,0.51
Esporles,2025-10-29,23.2,12.7,99,73,17.2,0
Estellencs,2025-10-29,-,-,-,-,-,-
Felanitx,2025-10-29,23.7,14.7,89,69,31.5,0.2
Fornalutx,2025-10-29,25.2,13.6,76,35,22.4,0
Inca,2025-10-29,25.8,15.2,89,57,8.2,0
Lloret,2025-10-29,24,13.3,96,64,14.3,0
Lloseta,2025-10-29,24.4,14.5,92,56,15.8,0
Llubí,2025-10-29,26.3,12,95,57,8.3,0
Llucmajor,2025-10-29,23.8,14.4,94,66,18,0
Manacor,2025-10-29,24.2,12.9,95,63,20.5,0.3
Mancor,2025-10-29,-,-,-,-,-,-
Maria,2025-10-29,24,13.9,95,69,16.6,0
Marratxí,2025-10-29,25.6,16.3,87,58,12.6,0
Montuïri,2025-10-29,24.1,9.5,99,68,15.4,0.3
Muro,2025-10-29,25.7,14.7,95,67,0,0
Palma,2025-10-29,24.7,16.1,90,72,12.2,0
Petra,2025-10-29,24.9,12.4,96,64,14.3,0
Pollença,2025-10-29,23.6,14.3,69,49,32.2,0
Porreres,2025-10-29,24,13.4,93,59,15.8,0
Sa Pobla,2025-10-29,26.1,14.1,91,61,12.9,0
Puigpunyent,2025-10-29,23.9,12.3,91,64,16.7,0.2
Ses   Salines,2025-10-29,24,15.1,88,76,29.6,0
Sant   Joan,2025-10-29,23.9,13.2,70,21,12.6,0.51
Sant   Llorenç,2025-10-29,22.5,11.2,99,87,3.9,0
Sencelles,2025-10-29,24.3,12.6,94,62,16.7,0
Santa   Eugènia,2025-10-29,26.9,10,99,58,11.9,0
Santa   Margalida,2025-10-29,25,14.6,90,64,11.9,0
Santa   Maria,2025-10-29,-,-,-,-,-,-
Santanyi,2025-10-29,26,18.1,96,78,4,0
Selva,2025-10-29,-,-,-,-,-,-
Sineu,2025-10-29,25.5,12.7,99,71,7.9,0
Sóller,2025-10-29,25.8,14.8,81,42,42.6,0.25
Son   Servera,2025-10-29,,,,,,
Valldemossa,2025-10-29,22.1,15.2,88,61,32.2,0.2
Villafranca,2025-10-29,,,,,0,0
