Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-31,-,-,-,-,-,-
Alcúdia,2025-07-31,30.4,18.6,89,51,11.9,0
Algaida,2025-07-31,30.9,19.4,86,41,21.2,0
Andratx,2025-07-31,31,20.3,80,37,13,0
Ariany,2025-07-31,-,-,-,-,-,-
Artà,2025-07-31,30.9,16.8,95,46,25.9,0
Banyalbufar,2025-07-31,28.7,19.9,85,64,7.2,0
Binissalem,2025-07-31,34.2,16,92,38,13,0
Búger,2025-07-31,31.6,16.7,94,36,25.9,0
Bunyola,2025-07-31,32.8,18.1,90,33,16.3,0
Calvià,2025-07-31,30.2,18.9,86,37,18.3,0
Campanet,2025-07-31,-,-,-,-,-,-
Campos,2025-07-31,32.1,17.8,93,42,37,0
Capdepera,2025-07-31,30.3,21.6,77,42,14.8,0
Consell,2025-07-31,-,-,-,-,-,-
Costitx,2025-07-31,32.4,17.4,98,41,11.1,0
Deià,2025-07-31,29,21.1,77,57,10.1,0
Escorca,2025-07-31,25.5,11.4,97,50,14.8,0.2
Esporles,2025-07-31,30.1,18.4,93,48,19.5,0
Estellencs,2025-07-31,-,-,-,-,-,-
Felanitx,2025-07-31,29.7,19.2,86,46,38.9,0
Fornalutx,2025-07-31,28.2,19.2,81,58,16.9,0
Inca,2025-07-31,32.7,20,82,40,15.8,0
Lloret,2025-07-31,30.5,18.6,91,46,4.7,0
Lloseta,2025-07-31,30.8,17.9,89,40,24.5,0
Llubí,2025-07-31,32.3,18,90,39,14,0
Llucmajor,2025-07-31,30.7,19.3,90,45,20.2,0
Manacor,2025-07-31,32,17.6,92,35,21.6,0
Mancor,2025-07-31,-,-,-,-,-,-
Maria,2025-07-31,-,-,-,-,-,-
Marratxí,2025-07-31,32,19.6,86,35,20.1,0
Montuïri,2025-07-31,30.4,15.8,99,48,22.4,0
Muro,2025-07-31,29.6,19.8,88,44,0,0
Palma,2025-07-31,31.4,21.8,78,45,11.2,0
Petra,2025-07-31,33.2,17.4,93,33,14.6,0
Pollença,2025-07-31,27.6,19.9,65,36,27.8,0
Porreres,2025-07-31,32.4,18.9,87,37,18,0
Sa Pobla,2025-07-31,33,19.2,86,34,11.4,0
Puigpunyent,2025-07-31,31.1,16.8,89,41,18.5,0
Ses   Salines,2025-07-31,29.1,19.3,89,48,31.5,0
Sant   Joan,2025-07-31,29.9,19.3,69,43,12.6,0
Sant   Llorenç,2025-07-31,33.6,18.3,90,38,6.4,0
Sencelles,2025-07-31,31.5,18.7,88,42,25.9,0
Santa   Eugènia,2025-07-31,34.7,16.2,96,35,17.1,0
Santa   Margalida,2025-07-31,31,20,83,41,20.5,0
Santa   Maria,2025-07-31,-,-,-,-,-,-
Santanyi,2025-07-31,31,19.2,90,47,7.2,0
Selva,2025-07-31,25.1,21.5,77,58,5,0
Sineu,2025-07-31,32.1,17.7,99,46,8.7,0
Sóller,2025-07-31,28.2,19.6,83,53,20.9,0
Son   Servera,2025-07-31,,,,,,
Valldemossa,2025-07-31,-,-,-,-,-,-
Villafranca,2025-07-31,,,,,0,0
