Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-09,-,-,-,-,-,-
Alcúdia,2025-07-09,29.3,19,88,46,13,0
Algaida,2025-07-09,30.4,19.2,83,41,22.3,0
Andratx,2025-07-09,30.5,22.3,72,44,13.7,0
Ariany,2025-07-09,-,-,-,-,-,-
Artà,2025-07-09,30.3,16.9,95,44,22.5,0
Banyalbufar,2025-07-09,28.9,20.9,87,57,8.7,0
Binissalem,2025-07-09,32.7,17.6,91,41,13,0
Búger,2025-07-09,32.3,18.2,91,43,23,0
Bunyola,2025-07-09,32.2,18.7,87,38,19.2,0
Calvià,2025-07-09,29.2,19.9,82,43,16.4,0
Campanet,2025-07-09,-,-,-,-,-,-
Campos,2025-07-09,30.8,18.7,90,46,37,6.81
Capdepera,2025-07-09,29.1,21.3,78,46,16.9,0
Consell,2025-07-09,-,-,-,-,-,-
Costitx,2025-07-09,33.5,17.3,94,38,14,0
Deià,2025-07-09,29.2,21.5,76,49,12.2,0
Escorca,2025-07-09,26.8,13,95,54,14.8,0
Esporles,2025-07-09,31.4,18.7,91,49,18,0
Estellencs,2025-07-09,-,-,-,-,-,-
Felanitx,2025-07-09,27.8,20.3,82,48,33.8,0
Fornalutx,2025-07-09,29.5,19.6,80,46,14,0
Inca,2025-07-09,32.3,20.7,82,42,13,0
Lloret,2025-07-09,31.4,17.8,91,44,6.1,1.3
Lloseta,2025-07-09,30.4,18.7,88,42,27,0
Llubí,2025-07-09,32.3,18.1,88,37,11.5,0
Llucmajor,2025-07-09,31.3,19.7,86,44,22.3,0
Manacor,2025-07-09,30.9,18,90,38,19.4,0
Mancor,2025-07-09,-,-,-,-,-,-
Maria,2025-07-09,29.7,19.5,88,45,21.2,0
Marratxí,2025-07-09,32.2,20.2,83,39,19,0
Montuïri,2025-07-09,30.8,16.1,99,47,18.3,0
Muro,2025-07-09,28.9,20.1,87,50,0,0
Palma,2025-07-09,30.7,22.4,76,48,12.2,0
Petra,2025-07-09,32.2,17.9,91,35,15,3.05
Pollença,2025-07-09,27,19.9,64,37,25.9,0
Porreres,2025-07-09,31.4,19.1,84,37,16.9,0
Sa Pobla,2025-07-09,31.9,20.5,83,40,12.6,0
Puigpunyent,2025-07-09,30.8,17.9,88,46,18.5,0
Ses   Salines,2025-07-09,28,20,86,50,31.5,0
Sant   Joan,2025-07-09,29.4,18.8,70,44,14.3,0
Sant   Llorenç,2025-07-09,31.9,19.1,87,40,8.9,0
Sencelles,2025-07-09,30.6,18.7,85,45,38.9,0
Santa   Eugènia,2025-07-09,35.6,16.1,91,34,16.6,0
Santa   Margalida,2025-07-09,31.4,20.1,82,41,17.3,0
Santa   Maria,2025-07-09,-,-,-,-,-,-
Santanyi,2025-07-09,30.9,19.5,89,45,9.7,0
Selva,2025-07-09,30.4,19.4,85,38,12.2,0
Sineu,2025-07-09,32.1,17.4,99,46,9.3,0
Sóller,2025-07-09,29.7,20.4,82,46,22.2,0
Son   Servera,2025-07-09,,,,,,
Valldemossa,2025-07-09,27.9,17.9,88,46,22.5,0
Villafranca,2025-07-09,,,,,0,0
