Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-11,NaN,NaN,NaN,NaN,NaN
Alcúdia,2026-01-11,15.7,5.7,70.7,23,0
Algaida,2026-01-11,13.7,5.9,71.2,29.2,0
Andratx,2026-01-11,14.3,7.9,68,18.7,0
Ariany,2026-01-11,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-11,16.2,5.4,82.3,18,0
Banyalbufar,2026-01-11,,,,11.6,0
Binissalem,2026-01-11,16.2,2.7,73.1,10.5,0
Búger,2026-01-11,16.6,4,74,12.9,0
Bunyola,2026-01-11,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-11,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-11,16.5,7,68.8,26.9,0
Campanet,2026-01-11,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-11,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-11,15.4,9.1,76.2,15.8,0
Consell,2026-01-11,15,3.3,74.2,16.6,0
Costitx,2026-01-11,14.9,4.6,80.6,8.2,0
Deià,2026-01-11,16.1,8.9,64.9,16.2,0
Escorca,2026-01-11,6.7,0.2,84.3,8.3,0
Esporles,2026-01-11,13.3,4.4,81.1,26.2,0
Estellencs,2026-01-11,14.4,8.4,68.3,17.6,0
Felanitx,2026-01-11,16.5,6.5,72.8,11.1,0
Fornalutx,2026-01-11,12.9,6.7,74.4,15.4,0
Inca,2026-01-11,17.1,7,67.7,9.3,0
Lloret de Vistalegre,2026-01-11,16.5,5.4,76.3,2.9,0
Lloseta,2026-01-11,14.7,4.7,70.8,28.8,0
Llubí,2026-01-11,18.2,4.6,69.7,9.7,0
Llucmajor,2026-01-11,14.7,5.4,76.6,13.7,0
Manacor,2026-01-11,16.1,4.8,72.9,10.4,0
Mancor,2026-01-11,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-11,16.1,6.3,73.2,13.3,0
Marratxí,2026-01-11,16.7,8.1,66.8,17.2,0
Montuïri,2026-01-11,15,2,82,16.3,0
Muro,2026-01-11,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-11,15,9.1,69.6,29.5,0
Petra,2026-01-11,16.6,4.6,71.8,12.2,0
Pollença,2026-01-11,13.8,7.3,51,14.5,0
Porreres,2026-01-11,15.7,5.3,69.8,16.2,0
Sa Pobla,2026-01-11,16.2,5.7,70.5,11.6,0
Puigpunyent,2026-01-11,14.2,7.6,73.9,24,0
Ses Salines,2026-01-11,16,3.7,74.5,7.2,0
Sant Joan,2026-01-11,15.1,5.8,68.7,10.3,0
Sant Llorenç des Cardassar,2026-01-11,16.1,3.9,76.8,6.3,21.84
Sencelles,2026-01-11,16.8,4.9,72.8,11.9,0
Santa Eugènia,2026-01-11,16.5,2.6,75.5,10.6,0
Santa Margalida,2026-01-11,17.9,6.6,69.6,8.6,0
Santa María del Camí,2026-01-11,14.3,5,69.3,35.6,0
Santanyí,2026-01-11,17.2,4.8,79.6,0,0
Selva,2026-01-11,17,6.4,67.8,8.9,0
Sineu,2026-01-11,15.4,3.6,85.2,5.5,0
Sóller,2026-01-11,15.8,6,72.1,25.9,0
Son Servera,2026-01-11,15.6,7.5,69.5,16.2,0
Valldemossa,2026-01-11,11.5,7.3,74.8,9,0
Vilafranca de Bonany,2026-01-11,15.2,5.6,73.7,11.9,0
