Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-27,26.6,19.4,71,55,0,0
Alcúdia,2025-07-27,30.2,19.2,88,50,14,0
Algaida,2025-07-27,28.4,20.6,85,49,24.8,0
Andratx,2025-07-27,30.3,21.1,82,50,14,0
Ariany,2025-07-27,-,-,-,-,-,-
Artà,2025-07-27,31.5,17.2,97,42,27.8,0
Banyalbufar,2025-07-27,28.4,20.9,90,68,13,0
Binissalem,2025-07-27,32.6,17.2,94,33,6.9,0
Búger,2025-07-27,34.5,17.8,91,28,20.4,0
Bunyola,2025-07-27,32.6,18.3,85,38,25.6,0
Calvià,2025-07-27,30.1,19.8,85,41,15.4,0
Campanet,2025-07-27,-,-,-,-,-,-
Campos,2025-07-27,30.4,18.7,92,54,43.5,0
Capdepera,2025-07-27,30.1,21.2,87,55,12.2,0
Consell,2025-07-27,-,-,-,-,-,-
Costitx,2025-07-27,31.7,18.4,97,38,12.2,0
Deià,2025-07-27,29.1,21.6,77,59,18,0
Escorca,2025-07-27,26.1,11.5,94,43,16.9,0
Esporles,2025-07-27,30.9,19.1,91,53,21.9,0
Estellencs,2025-07-27,21.8,21.8,75,75,0,0
Felanitx,2025-07-27,31.3,19.3,89,42,38.9,0
Fornalutx,2025-07-27,28.5,19.9,86,48,12.2,0
Inca,2025-07-27,26.5,24.4,80,73,11.6,0
Lloret,2025-07-27,30.8,18.7,93,41,13.7,0
Lloseta,2025-07-27,29.9,18,90,36,36,0
Llubí,2025-07-27,32.2,18.2,92,30,14.8,0
Llucmajor,2025-07-27,29.5,20.2,89,51,22.3,0
Manacor,2025-07-27,31.7,18.6,91,39,19.8,0
Mancor,2025-07-27,-,-,-,-,-,-
Maria,2025-07-27,-,-,-,-,-,-
Marratxí,2025-07-27,29.7,20.2,85,52,22.2,0
Montuïri,2025-07-27,30.7,17.1,99,47,24.8,0
Muro,2025-07-27,31.8,19.7,92,35,0,0
Palma,2025-07-27,30.8,22.2,83,55,10.4,0
Petra,2025-07-27,32.4,18.4,92,35,18.3,0
Pollença,2025-07-27,29.4,20.5,64,36,27.8,0
Porreres,2025-07-27,30.6,20.1,85,43,17.6,0
Sa Pobla,2025-07-27,34.2,20.1,84,31,15,0
Puigpunyent,2025-07-27,30.6,17.7,89,48,19.3,0
Ses   Salines,2025-07-27,28.3,19.9,88,65,38.9,0
Sant   Joan,2025-07-27,29.7,19.4,69,39,17.7,0
Sant   Llorenç,2025-07-27,34.4,19.2,89,36,13.4,0
Sencelles,2025-07-27,29.1,19,89,47,35.2,0
Santa   Eugènia,2025-07-27,31.4,16.8,97,45,24.6,1.78
Santa   Margalida,2025-07-27,32.3,20.3,85,36,17.6,0
Santa   Maria,2025-07-27,-,-,-,-,-,-
Santanyi,2025-07-27,33,19.2,93,45,7.6,0
Selva,2025-07-27,31.1,19.3,81,31,11.1,0
Sineu,2025-07-27,32.2,17.9,99,42,18,0
Sóller,2025-07-27,29.9,20.7,83,55,22.2,0
Son   Servera,2025-07-27,,,,,,
Valldemossa,2025-07-27,26.1,19.3,86,54,22.5,0
Villafranca,2025-07-27,,,,,0,0
