Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-03,24.9,16.1,84,63,0,0
Alcúdia,2025-10-03,27.8,15,90,53,10.4,0
Algaida,2025-10-03,24.8,16.7,89,62,20.5,0
Andratx,2025-10-03,26.5,18.2,89,63,12.2,0.51
Ariany,2025-10-03,-,-,-,-,-,-
Artà,2025-10-03,27.1,13.2,99,62,18.5,0
Banyalbufar,2025-10-03,24.5,18.5,91,75,13,0
Binissalem,2025-10-03,27.2,13.5,95,62,6.1,0
Búger,2025-10-03,28.1,14,95,53,14.6,0
Bunyola,2025-10-03,26.8,16.1,94,56,13.4,0
Calvià,2025-10-03,26.9,17.3,92,59,14,0
Campanet,2025-10-03,-,-,-,-,-,-
Campos,2025-10-03,26.2,15.4,93,65,40.7,0
Capdepera,2025-10-03,26.2,17.9,86,66,9.7,0
Consell,2025-10-03,-,-,-,-,-,-
Costitx,2025-10-03,27.4,14.4,98,64,11.1,0
Deià,2025-10-03,25.5,18.9,82,58,11.2,0
Escorca,2025-10-03,21.4,13.3,94,63,7.2,0
Esporles,2025-10-03,26.6,15.7,97,64,11.6,0
Estellencs,2025-10-03,-,-,-,-,-,-
Felanitx,2025-10-03,26.3,16.3,93,60,35.2,0
Fornalutx,2025-10-03,24.6,17.7,86,59,16.6,0
Inca,2025-10-03,26.3,16.7,87,62,11.6,0
Lloret,2025-10-03,27.1,15.7,91,61,6.9,0
Lloseta,2025-10-03,25.1,14.9,94,67,30.2,0
Llubí,2025-10-03,27.5,13.8,92,52,12.6,2.79
Llucmajor,2025-10-03,25.4,16.5,92,66,19.4,0
Manacor,2025-10-03,26.2,14.9,91,57,14.4,0
Mancor,2025-10-03,-,-,-,-,-,-
Maria,2025-10-03,26.9,16.3,99,55,15.8,7.9
Marratxí,2025-10-03,26.2,17.5,86,60,19.3,0
Montuïri,2025-10-03,26.8,13,99,65,22.4,0
Muro,2025-10-03,26.7,15.6,93,63,0,1.5
Palma,2025-10-03,27.2,18.3,86,65,11.2,0
Petra,2025-10-03,26.9,14.3,92,51,12.9,2.29
Pollença,2025-10-03,24.8,16.1,69,48,18.5,0
Porreres,2025-10-03,26,16,88,58,16.2,0
Sa Pobla,2025-10-03,29.3,15.9,88,52,12.2,0
Puigpunyent,2025-10-03,25.3,15.5,90,68,19.3,0
Ses   Salines,2025-10-03,25.1,17.1,90,72,32.2,0
Sant   Joan,2025-10-03,25.7,15.9,71,54,13,0
Sant   Llorenç,2025-10-03,30.2,14.7,94,51,5.5,0
Sencelles,2025-10-03,25.7,14.4,88,67,29.6,0
Santa   Eugènia,2025-10-03,27.8,13.3,98,60,17.9,0
Santa   Margalida,2025-10-03,26.6,16.5,91,53,13.7,2.49
Santa   Maria,2025-10-03,-,-,-,-,-,-
Santanyi,2025-10-03,28.2,17,95,63,3.5,0
Selva,2025-10-03,26.3,15.5,90,57,10,21.84
Sineu,2025-10-03,26.8,13.7,99,63,14.3,0.51
Sóller,2025-10-03,25.7,17.4,87,59,20.4,0
Son   Servera,2025-10-03,,,,,,
Valldemossa,2025-10-03,22.9,16.2,91,69,22.5,0
Villafranca,2025-10-03,,,,,0,0
