Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-20,25.3,22.8,73,46,0,0
Alcúdia,2025-08-20,28.9,23.1,90,63,23,0
Algaida,2025-08-20,28.7,21.9,95,64,24.1,0
Andratx,2025-08-20,32.9,24.5,81,52,21.2,0
Ariany,2025-08-20,-,-,-,-,-,-
Artà,2025-08-20,29.7,20.4,98,69,42.6,0
Banyalbufar,2025-08-20,28.4,22.6,88,63,14.3,0
Binissalem,2025-08-20,30.4,20.5,93,62,20.6,1.02
Búger,2025-08-20,30.6,20.7,86,63,19,0
Bunyola,2025-08-20,31.9,21.7,83,52,18,0
Calvià,2025-08-20,31.4,22.5,84,50,18.7,0
Campanet,2025-08-20,-,-,-,-,-,-
Campos,2025-08-20,32.2,22.8,94,61,40.7,8.99
Capdepera,2025-08-20,29.3,24.1,93,69,15.4,0
Consell,2025-08-20,-,-,-,-,-,-
Costitx,2025-08-20,31,21.3,99,65,14,0
Deià,2025-08-20,29.6,24.4,80,51,9.7,0
Escorca,2025-08-20,25.6,16.2,93,58,8.6,0
Esporles,2025-08-20,28.9,22.3,92,72,13.7,0
Estellencs,2025-08-20,21.8,21.8,75,75,0,0
Felanitx,2025-08-20,30.4,22,93,67,64.9,20.83
Fornalutx,2025-08-20,29.2,22.9,76,48,16.3,0
Inca,2025-08-20,31.8,23.5,85,60,9.7,0.51
Lloret,2025-08-20,28.8,21.3,97,70,6.9,0
Lloseta,2025-08-20,29,21.7,91,61,32.8,4.39
Llubí,2025-08-20,30.2,21.2,85,62,15.8,0
Llucmajor,2025-08-20,31,22.6,94,63,24.5,0.51
Manacor,2025-08-20,32.1,22,96,57,15.5,0
Mancor,2025-08-20,-,-,-,-,-,-
Maria,2025-08-20,-,-,-,-,-,-
Marratxí,2025-08-20,31.9,22.8,91,55,22.2,9.4
Montuïri,2025-08-20,29.7,20.4,99,70,24.5,2.31
Muro,2025-08-20,28.2,22.5,90,74,0,0
Palma,2025-08-20,33.1,24.6,82,60,20.5,0
Petra,2025-08-20,30.1,22,95,62,20.1,0
Pollença,2025-08-20,26.4,23.2,68,40,38.9,0
Porreres,2025-08-20,30.3,22.1,95,58,27.7,9.7
Sa Pobla,2025-08-20,30.1,23.6,84,61,14.3,0
Puigpunyent,2025-08-20,30.1,21.2,87,63,24.1,0
Ses   Salines,2025-08-20,30.7,23.4,95,67,27.8,10.67
Sant   Joan,2025-08-20,28.1,22.2,67,9,20.8,0.25
Sant   Llorenç,2025-08-20,32,22.5,95,61,8.7,0
Sencelles,2025-08-20,29.5,21.8,84,67,29.6,0.51
Santa   Eugènia,2025-08-20,34.1,19.9,86,51,12.6,1.27
Santa   Margalida,2025-08-20,28.2,23.1,93,69,22.7,0
Santa   Maria,2025-08-20,-,-,-,-,-,-
Santanyi,2025-08-20,31.8,23.3,98,68,7.2,2.79
Selva,2025-08-20,30.1,22.4,87,56,15,0
Sineu,2025-08-20,30.5,20,99,71,11.1,0
Sóller,2025-08-20,30.2,23,77,53,20.4,0
Son   Servera,2025-08-20,,,,,,
Valldemossa,2025-08-20,28.4,21.4,87,59,22.5,0
Villafranca,2025-08-20,,,,,0,0.51
