Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-21,31.5,23.7,74,49,0,0
Alcúdia,2025-07-21,31,24.5,88,56,18,0
Algaida,2025-07-21,30.9,23.1,93,53,24.5,0
Andratx,2025-07-21,35.2,24.7,83,46,13.7,0
Ariany,2025-07-21,-,-,-,-,-,-
Artà,2025-07-21,31.3,23.6,96,60,37,0
Banyalbufar,2025-07-21,29.9,24.7,91,50,12.2,0
Binissalem,2025-07-21,31.6,23.2,91,55,21.2,0
Búger,2025-07-21,30.9,22.8,91,55,25.9,0
Bunyola,2025-07-21,34.6,22.3,91,44,29.9,0
Calvià,2025-07-21,32.4,23.1,91,51,20.8,0
Campanet,2025-07-21,-,-,-,-,-,-
Campos,2025-07-21,33.9,24.4,94,54,35.4,0
Capdepera,2025-07-21,29.4,24.7,92,63,19.8,0
Consell,2025-07-21,-,-,-,-,-,-
Costitx,2025-07-21,33.3,23.1,99,53,13,0
Deià,2025-07-21,31.2,25,79,24,14.4,0
Escorca,2025-07-21,29.4,17.2,89,43,13,0
Esporles,2025-07-21,31.9,21.8,96,62,17.7,0
Estellencs,2025-07-21,-,-,-,-,-,-
Felanitx,2025-07-21,31.7,24.7,91,62,37,0
Fornalutx,2025-07-21,32.3,23.8,79,27,15.8,0
Inca,2025-07-21,33.4,24.4,88,52,16.3,0
Lloret,2025-07-21,30.7,22.8,95,62,6.4,0
Lloseta,2025-07-21,30.8,23,88,56,36,0.2
Llubí,2025-07-21,31.6,24,91,52,16.6,0
Llucmajor,2025-07-21,31.8,24,94,57,24.5,0
Manacor,2025-07-21,33.6,23,94,49,15.1,0
Mancor,2025-07-21,-,-,-,-,-,-
Maria,2025-07-21,-,-,-,-,-,-
Marratxí,2025-07-21,34.6,24,90,46,23.7,0
Montuïri,2025-07-21,31.2,23.3,99,62,18,0
Muro,2025-07-21,29.5,24.4,94,66,0,0
Palma,2025-07-21,33.3,25.6,87,56,18,0
Petra,2025-07-21,32.6,24.3,92,49,17.5,0
Pollença,2025-07-21,27.6,22.9,69,50,40.7,0
Porreres,2025-07-21,32.6,24.1,90,50,23,0
Sa Pobla,2025-07-21,32.9,24.5,90,50,12.9,0
Puigpunyent,2025-07-21,32.8,21.7,88,57,22.5,0
Ses   Salines,2025-07-21,31.8,25.8,91,64,33.8,0
Sant   Joan,2025-07-21,29.6,24.4,68,24,19.8,0
Sant   Llorenç,2025-07-21,33.6,24.4,93,51,8.7,0
Sencelles,2025-07-21,30.9,24.2,90,59,31.5,0
Santa   Eugènia,2025-07-21,36.7,23.6,93,42,11.4,0
Santa   Margalida,2025-07-21,29.6,24.4,91,60,28.1,0
Santa   Maria,2025-07-21,-,-,-,-,-,-
Santanyi,2025-07-21,32.1,25.1,96,64,14.3,0
Selva,2025-07-21,31.1,22.9,85,49,14,0
Sineu,2025-07-21,32.1,22.8,99,61,12.2,0
Sóller,2025-07-21,31.4,23.6,75,40,20.9,0
Son   Servera,2025-07-21,,,,,,
Valldemossa,2025-07-21,29.6,21.4,86,50,20.9,0
Villafranca,2025-07-21,,,,,0,0
