Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-09,29.7,18.2,75,45,0,0
Alcúdia,2025-06-09,27.9,18.1,88,54,12.6,0
Algaida,2025-06-09,29.2,17.8,87,47,19.8,0
Andratx,2025-06-09,28.8,19.7,81,47,11.9,0
Ariany,2025-06-09,-,-,-,-,-,-
Artà,2025-06-09,28.3,14.8,95,55,27.8,0
Banyalbufar,2025-06-09,26.3,19.3,92,73,12.6,0
Binissalem,2025-06-09,32.2,15.9,88,42,10.5,0
Búger,2025-06-09,29,16,89,45,18.3,0
Bunyola,2025-06-09,31.6,17.3,89,41,13.7,0
Calvià,2025-06-09,27.9,17.8,88,46,16.9,0
Campanet,2025-06-09,-,-,-,-,-,-
Campos,2025-06-09,-,-,-,-,-,-
Capdepera,2025-06-09,27.6,18.8,85,56,10.1,0
Consell,2025-06-09,17.2,17.2,51,51,3.9,0
Costitx,2025-06-09,32.5,16.6,94,43,10.5,0
Deià,2025-06-09,26.2,19.8,86,63,9,0
Escorca,2025-06-09,25.3,12.5,97,58,15.1,0
Esporles,2025-06-09,28.2,17.6,94,55,19.5,0
Estellencs,2025-06-09,27.2,18.8,87,64,18.5,0
Felanitx,2025-06-09,27.3,17.9,71,62,42.6,0
Fornalutx,2025-06-09,26.2,19.1,89,66,14.8,0
Inca,2025-06-09,32.7,19.6,78,43,11.1,0
Lloret,2025-06-09,30.8,16.5,92,47,5.5,0
Lloseta,2025-06-09,29.7,17.7,83,45,25.6,0
Llubí,2025-06-09,30.8,16.7,86,43,11.2,0
Llucmajor,2025-06-09,29.7,18.1,85,47,18,0
Manacor,2025-06-09,28.8,16.4,91,49,17.3,0
Mancor,2025-06-09,-,-,-,-,-,-
Maria,2025-06-09,28.2,18.2,88,51,16.2,0
Marratxí,2025-06-09,31.6,18.8,81,41,18.3,0
Montuïri,2025-06-09,31.2,14.7,97,49,17.2,0
Muro,2025-06-09,27.8,18.6,86,54,0,0
Palma,2025-06-09,29.7,20.2,78,49,13,0
Petra,2025-06-09,30.9,16.4,92,42,14.6,0
Pollença,2025-06-09,25.8,18.3,64,40,24.1,0
Porreres,2025-06-09,31.4,17.7,85,41,14.4,0
Sa Pobla,2025-06-09,30.7,19,79,43,11.1,0
Puigpunyent,2025-06-09,29.6,16.6,88,50,16.7,0
Ses   Salines,2025-06-09,26.2,18.3,88,62,29.6,0
Sant   Joan,2025-06-09,28.7,17.9,70,51,13.7,0
Sant   Llorenç,2025-06-09,30.3,17.3,87,48,0.6,0
Sencelles,2025-06-09,29.7,17.4,87,48,31.5,0
Santa   Eugènia,2025-06-09,33.1,15.6,92,41,15.3,0
Santa   Margalida,2025-06-09,28.3,19.2,81,50,18.4,0
Santa   Maria,2025-06-09,-,-,-,-,-,-
Santanyi,2025-06-09,28.7,18.4,90,59,6.4,0
Selva,2025-06-09,-,-,-,-,-,-
Sineu,2025-06-09,31.1,15.9,98,50,10.1,0
Sóller,2025-06-09,26.3,19.5,90,66,19.3,0
Son   Servera,2025-06-09,20.7,20.3,80,78,0,0
Valldemossa,2025-06-09,24.8,18.1,90,61,22.5,0
Villafranca,2025-06-09,,,,,16.9,0
