Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-08-25,34.7,22.7,55.7,0,0
Alcúdia,2026-08-25,34.4,23.9,68.1,21.6,0
Algaida,2026-08-25,32.7,24.7,64,23.4,0
Andratx,2026-08-25,33.5,24.1,62.4,16.9,0
Ariany,2026-08-25,NaN,NaN,NaN,NaN,NaN
Artà,2026-08-25,,,,16.6,0
Banyalbufar,2026-08-25,31,24.5,67.9,16.9,0
Binissalem,2026-08-25,36.1,22.6,63.8,8.7,0
Búger,2026-08-25,26,25.8,74,0,0
Bunyola,2026-08-25,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-08-25,NaN,NaN,NaN,NaN,NaN
Calvià,2026-08-25,NaN,NaN,NaN,NaN,NaN
Campanet,2026-08-25,NaN,NaN,NaN,NaN,NaN
Campos,2026-08-25,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-08-25,33.7,25.2,70.3,22.4,0
Consell,2026-08-25,35.1,22.3,64.4,21.9,0
Costitx,2026-08-25,35.5,23.9,67.3,14.3,0
Deià,2026-08-25,32.8,25.8,55.1,15.5,0
Escorca,2026-08-25,27.8,16.8,73.4,5.4,0
Esporles,2026-08-25,32.7,20.9,72.4,19.8,0
Estellencs,2026-08-25,31.4,25.1,60.1,20.9,0
Felanitx,2026-08-25,35.2,24.4,66.1,19.8,0
Fornalutx,2026-08-25,31.4,23.4,59.8,18.7,5
Inca,2026-08-25,35.6,25,62.5,15.1,1.7
Lloret de Vistalegre,2026-08-25,35.6,24.1,66.4,14.8,0
Lloseta,2026-08-25,34.5,24,62.8,42.5,0
Llubí,2026-08-25,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-08-25,,,,0,0
Manacor,2026-08-25,35.8,24,66,20.2,0
Mancor,2026-08-25,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-08-25,35.3,25,52,21.6,0
Marratxí,2026-08-25,35.3,23.2,62.8,19.8,0
Montuïri,2026-08-25,33.9,23.3,69.9,20.6,0
Muro,2026-08-25,NaN,NaN,NaN,NaN,NaN
Palma,2026-08-25,35.1,25.5,66.5,10.4,0
Petra,2026-08-25,35.7,24,59.2,21.9,4.57
Pollença,2026-08-25,32.8,22.8,50.4,22.5,0
Porreres,2026-08-25,34.3,24.1,62.3,18.7,0
Sa Pobla,2026-08-25,36.6,24.5,63.1,6.4,0
Puigpunyent,2026-08-25,32.5,22.9,63.8,16.1,0
Ses Salines,2026-08-25,34.6,23.3,67.8,0,0
Sant Joan,2026-08-25,33.7,24.8,50.4,17.9,0
Sant Llorenç des Cardassar,2026-08-25,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-08-25,35.9,24.3,65.3,18,0
Santa Eugènia,2026-08-25,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-08-25,36.2,24.9,64,17.6,0
Santa María del Camí,2026-08-25,34.6,21.3,61.7,24.8,0
Santanyí,2026-08-25,NaN,NaN,NaN,NaN,NaN
Selva,2026-08-25,NaN,NaN,NaN,NaN,NaN
Sineu,2026-08-25,NaN,NaN,NaN,NaN,NaN
Sóller,2026-08-25,33.1,25.3,60,23,4.6
Son Servera,2026-08-25,35.7,25.7,64.7,22.3,0
Valldemossa,2026-08-25,29.7,23.8,63.4,28.8,0
Vilafranca de Bonany,2026-08-25,34.4,24.5,64.6,23.4,0
