Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-31,14.5,10.9,55.7,0,1.27
Alcúdia,2026-03-31,15.8,10.4,57.1,50.4,0
Algaida,2026-03-31,15,9.5,64.7,37.1,0
Andratx,2026-03-31,18.2,10.5,62.7,21.2,0
Ariany,2026-03-31,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-31,14.5,9,66.1,44.6,0
Banyalbufar,2026-03-31,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-31,17.3,8.4,66.1,21.9,1.27
Búger,2026-03-31,15.3,9.6,63.2,36.2,0
Bunyola,2026-03-31,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-31,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-31,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-31,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-31,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-31,14.6,11.1,58.5,37.5,0
Consell,2026-03-31,16.8,7.9,65.9,30.9,0
Costitx,2026-03-31,16.9,8,70,18.7,0.3
Deià,2026-03-31,16.6,11.2,61.8,22.3,0.51
Escorca,2026-03-31,7.8,5.2,84.7,24.8,4.8
Esporles,2026-03-31,16.3,9.4,70.6,22.4,0
Estellencs,2026-03-31,17,10.5,62.8,16.9,0
Felanitx,2026-03-31,15.1,9.8,63.2,39.1,0
Fornalutx,2026-03-31,13.9,9.2,69.2,28,0.2
Inca,2026-03-31,17.7,11.1,65,14.3,0.79
Lloret de Vistalegre,2026-03-31,16,8.4,69.8,7.2,0
Lloseta,2026-03-31,14.9,9,67.3,58.3,1.8
Llubí,2026-03-31,17,8.9,58.8,24.1,0
Llucmajor,2026-03-31,,,,43.6,0
Manacor,2026-03-31,15.2,7.7,61.2,34.6,0
Mancor,2026-03-31,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-31,14.2,9.4,60.9,56.5,0
Marratxí,2026-03-31,19.3,10.6,61.6,25.4,0
Montuïri,2026-03-31,15.9,6.2,73.2,64.4,0.3
Muro,2026-03-31,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-31,17.4,11.9,64.5,23.8,0
Petra,2026-03-31,15.6,7.9,61.2,29.1,0
Pollença,2026-03-31,14.9,12.1,46.7,61.2,0
Porreres,2026-03-31,15.4,8.6,60.3,42.1,0
Sa Pobla,2026-03-31,16.1,10.1,60.3,34.6,0
Puigpunyent,2026-03-31,15.3,9.4,67.3,22.2,0
Ses Salines,2026-03-31,17.5,8,64,11.2,0
Sant Joan,2026-03-31,14.8,9.6,63.4,29.8,0
Sant Llorenç des Cardassar,2026-03-31,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-31,17.8,8.6,64.3,23.8,0.25
Santa Eugènia,2026-03-31,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-31,15.1,8.8,61,46.4,0
Santa María del Camí,2026-03-31,15.7,8.7,62.4,31.3,0.2
Santanyí,2026-03-31,,,,34.3,0
Selva,2026-03-31,NaN,NaN,NaN,NaN,NaN
Sineu,2026-03-31,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-31,15.4,9.9,63.1,48.6,0
Son Servera,2026-03-31,14.8,10,55.1,49,0
Valldemossa,2026-03-31,13,9.5,68.3,25.6,0
Vilafranca de Bonany,2026-03-31,14.8,8.7,66.1,38.9,0
