Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-07-26,29.2,23.1,53.5,0,0
Alcúdia,2026-07-26,29,24.2,66.6,17.6,0
Algaida,2026-07-26,28.6,22.5,65.2,27,0
Andratx,2026-07-26,30.9,23.5,62.8,16.9,5.59
Ariany,2026-07-26,NaN,NaN,NaN,NaN,NaN
Artà,2026-07-26,29.3,21.4,74.5,19.2,0
Banyalbufar,2026-07-26,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-07-26,29.6,21.7,65.4,20.6,0
Búger,2026-07-26,29.8,22.7,64.5,23.3,0
Bunyola,2026-07-26,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-07-26,NaN,NaN,NaN,NaN,NaN
Calvià,2026-07-26,NaN,NaN,NaN,NaN,NaN
Campanet,2026-07-26,NaN,NaN,NaN,NaN,NaN
Campos,2026-07-26,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-07-26,29.2,23.8,70.8,16.9,0
Consell,2026-07-26,29.3,22.3,63.9,29.1,0.25
Costitx,2026-07-26,31,21.9,69.1,15.8,0
Deià,2026-07-26,29.8,23,58.6,15.5,0
Escorca,2026-07-26,23.2,14.8,74,12.2,0.99
Esporles,2026-07-26,29.2,21.6,73.4,29.5,4.83
Estellencs,2026-07-26,30.3,23.1,61.2,16.9,0
Felanitx,2026-07-26,30.4,23.2,64.6,26.2,0
Fornalutx,2026-07-26,28.9,21.1,60.9,17.7,2.11
Inca,2026-07-26,31.2,24.6,61.9,10.5,0
Lloret de Vistalegre,2026-07-26,28.8,21.8,70.9,7.9,0
Lloseta,2026-07-26,28.5,22.7,66.1,33.5,0
Llubí,2026-07-26,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-07-26,,,,28.1,0
Manacor,2026-07-26,30.5,22.9,64.9,16.2,0
Mancor,2026-07-26,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-07-26,28.3,23.2,70.9,27,0
Marratxí,2026-07-26,30.9,23.6,61.3,41.7,0
Montuïri,2026-07-26,29.2,22.4,72.3,18,0
Muro,2026-07-26,NaN,NaN,NaN,NaN,NaN
Palma,2026-07-26,30.5,25,63.2,30.6,1.19
Petra,2026-07-26,30.4,22.7,61.6,20.4,0
Pollença,2026-07-26,26.5,23.4,53.1,25.7,0
Porreres,2026-07-26,30.2,23.4,61.2,24.5,0
Sa Pobla,2026-07-26,29,24.1,65.4,15.4,0.79
Puigpunyent,2026-07-26,27.7,21,71.1,20.4,0.25
Ses Salines,2026-07-26,31.1,23.2,65,3.6,0
Sant Joan,2026-07-26,28.1,24.2,61.7,23,0
Sant Llorenç des Cardassar,2026-07-26,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-07-26,30.7,23.6,65.2,19.5,3.3
Santa Eugènia,2026-07-26,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-07-26,28.9,23.6,66.9,27.7,0
Santa María del Camí,2026-07-26,28.9,23.1,59.1,28.8,0
Santanyí,2026-07-26,,,,11.6,0
Selva,2026-07-26,28.2,24.1,66.3,11.7,0
Sineu,2026-07-26,NaN,NaN,NaN,NaN,NaN
Sóller,2026-07-26,31.6,22.9,59.9,22,0.79
Son Servera,2026-07-26,29,24.2,65.7,26.6,0
Valldemossa,2026-07-26,27,20.6,65.6,14.8,0.51
Vilafranca de Bonany,2026-07-26,29.1,23.5,69.6,26.3,0
