Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-04-20,26.5,13.3,46,0,0
Alcúdia,2026-04-20,26,12.3,66.8,15.8,0
Algaida,2026-04-20,26.8,13.6,53.8,21.2,0
Andratx,2026-04-20,26.1,13.3,56.2,10.8,0
Ariany,2026-04-20,NaN,NaN,NaN,NaN,NaN
Artà,2026-04-20,25.7,11,66.8,16.9,0
Banyalbufar,2026-04-20,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-04-20,29.1,10,62.5,7.6,0
Búger,2026-04-20,29.3,9.7,62.1,21.6,0
Bunyola,2026-04-20,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-04-20,NaN,NaN,NaN,NaN,NaN
Calvià,2026-04-20,NaN,NaN,NaN,NaN,NaN
Campanet,2026-04-20,NaN,NaN,NaN,NaN,NaN
Campos,2026-04-20,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-04-20,23.7,14.7,58.8,14.3,0
Consell,2026-04-20,27.2,10.3,62.4,15.4,0
Costitx,2026-04-20,27.9,11.8,65.2,11.1,0
Deià,2026-04-20,26.3,15.6,50,9,0
Escorca,2026-04-20,22.3,5.8,68.9,9.7,0
Esporles,2026-04-20,26,11.2,65.6,17.2,0
Estellencs,2026-04-20,24.1,12.1,67.1,11.2,0
Felanitx,2026-04-20,26.8,14.6,54.1,18.3,0
Fornalutx,2026-04-20,24.9,14.2,52.7,11.1,0
Inca,2026-04-20,28.7,14.9,53.8,14,0
Lloret de Vistalegre,2026-04-20,27.5,12.9,62.7,6.4,0
Lloseta,2026-04-20,25.9,11.7,57.7,27,0
Llubí,2026-04-20,29.7,10.7,58.5,13.7,0
Llucmajor,2026-04-20,,,,15.5,0
Manacor,2026-04-20,26.1,10.9,68.9,19.1,0
Mancor,2026-04-20,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-04-20,27.1,12.6,60.5,20.9,0
Marratxí,2026-04-20,26.4,13.2,56.2,20.1,0
Montuïri,2026-04-20,27.2,8,71.9,28,0
Muro,2026-04-20,NaN,NaN,NaN,NaN,NaN
Palma,2026-04-20,23.8,14.3,69.9,9.4,0
Petra,2026-04-20,28.9,11.2,60.9,16.9,0
Pollença,2026-04-20,24.1,13.9,46.5,11.3,0
Porreres,2026-04-20,26.8,12.5,55.5,17.6,0
Sa Pobla,2026-04-20,28.1,11.9,60.4,13.7,0
Puigpunyent,2026-04-20,25.1,14.2,50.5,12.9,0
Ses Salines,2026-04-20,27,10.8,66.1,6.1,0
Sant Joan,2026-04-20,26.1,12.8,58.4,15,0
Sant Llorenç des Cardassar,2026-04-20,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-04-20,28.3,11.8,61.2,13.7,0
Santa Eugènia,2026-04-20,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-04-20,28.4,13.3,58.9,17.3,0
Santa María del Camí,2026-04-20,26.2,11.7,58.3,18,0
Santanyí,2026-04-20,,,,0.6,0
Selva,2026-04-20,NaN,NaN,NaN,NaN,NaN
Sineu,2026-04-20,NaN,NaN,NaN,NaN,NaN
Sóller,2026-04-20,25.3,12,62.4,19.8,0
Son Servera,2026-04-20,24.2,13.2,60.1,15.8,0
Valldemossa,2026-04-20,25.1,15.9,41.9,13,0
Vilafranca de Bonany,2026-04-20,26.5,15.2,54.4,22.7,0
