Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-15,37.4,22.9,62,26,0,0
Alcúdia,2025-08-15,34.2,23,86,35,21.2,0
Algaida,2025-08-15,37.7,23.7,86,23,22.3,0
Andratx,2025-08-15,36.7,24,70,27,21.6,0
Ariany,2025-08-15,-,-,-,-,-,-
Artà,2025-08-15,36.2,20.3,88,29,25.9,0
Banyalbufar,2025-08-15,32.2,23.1,80,44,6.4,0
Binissalem,2025-08-15,38.8,20.3,85,29,16.3,0
Búger,2025-08-15,36.8,19.7,87,29,26.6,0
Bunyola,2025-08-15,38.7,22.2,72,25,23.3,0
Calvià,2025-08-15,36.3,23.1,71,20,20.1,0
Campanet,2025-08-15,-,-,-,-,-,-
Campos,2025-08-15,36.2,21.6,87,46,33.8,0
Capdepera,2025-08-15,33.2,24.6,87,37,19.8,0
Consell,2025-08-15,-,-,-,-,-,-
Costitx,2025-08-15,38.9,21.3,93,28,9.7,0
Deià,2025-08-15,33.8,25.3,68,33,9,0
Escorca,2025-08-15,32.1,14.2,78,28,9,0
Esporles,2025-08-15,32.9,21.6,90,37,19.8,0.51
Estellencs,2025-08-15,-,-,-,-,-,-
Felanitx,2025-08-15,34.8,22.6,86,32,32.2,0
Fornalutx,2025-08-15,32.9,24,58,32,15.1,0
Inca,2025-08-15,39.6,24.2,78,30,19.8,0
Lloret,2025-08-15,36.5,21.9,90,33,6.9,0
Lloseta,2025-08-15,37.1,21.3,81,29,22,0
Llubí,2025-08-15,38.1,22,82,28,13.3,0
Llucmajor,2025-08-15,37,23.7,88,34,19.1,0
Manacor,2025-08-15,35.4,21.1,90,38,17.3,0
Mancor,2025-08-15,-,-,-,-,-,-
Maria,2025-08-15,-,-,-,-,-,-
Marratxí,2025-08-15,39.4,23.4,79,26,20.1,0
Montuïri,2025-08-15,36.9,18.8,97,29,21.9,0
Muro,2025-08-15,35.5,23,85,36,0,0
Palma,2025-08-15,37.3,25.5,76,33,12.2,0
Petra,2025-08-15,39.1,21.8,87,24,15,0
Pollença,2025-08-15,33,23.5,56,19,42.6,0
Porreres,2025-08-15,38.3,22.7,81,23,17.6,0
Sa Pobla,2025-08-15,38.8,23.1,81,27,14,0
Puigpunyent,2025-08-15,36.1,20.3,76,24,29.6,0
Ses   Salines,2025-08-15,33.3,22.8,88,48,24.1,0
Sant   Joan,2025-08-15,35.4,22.7,68,29,15.4,0
Sant   Llorenç,2025-08-15,39.7,21.7,88,36,5.6,0
Sencelles,2025-08-15,37.4,22.5,82,29,22.5,0
Santa   Eugènia,2025-08-15,42.7,20,88,23,17.4,0
Santa   Margalida,2025-08-15,34.2,23.6,80,38,7.9,0
Santa   Maria,2025-08-15,-,-,-,-,-,-
Santanyi,2025-08-15,37.3,22.2,93,43,5.8,0
Selva,2025-08-15,-,-,-,-,-,-
Sineu,2025-08-15,37.9,22.5,94,34,9.7,0
Sóller,2025-08-15,33.2,22.5,67,28,18.5,0
Son   Servera,2025-08-15,,,,,,
Valldemossa,2025-08-15,30.6,22.7,85,48,31.5,0
Villafranca,2025-08-15,,,,,0,0
