Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-05-25,24.7,13.3,71,54,0,0
Alcúdia,2025-05-25,27.3,12.8,88,47,17.3,0
Algaida,2025-05-25,23.2,15.3,93,48,24.5,0
Andratx,2025-05-25,25,15.8,87,50,15.5,0
Ariany,2025-05-25,-,-,-,-,-,-
Artà,2025-05-25,29.1,12.6,91,46,24.1,0
Banyalbufar,2025-05-25,24.9,14.9,79,52,14.8,0
Binissalem,2025-05-25,26.6,10.9,95,51,7.9,0
Búger,2025-05-25,29,10.2,91,45,20.4,0
Bunyola,2025-05-25,26.3,12.3,93,54,17.2,0
Calvià,2025-05-25,24,13.9,92,62,16.4,0
Campanet,2025-05-25,-,-,-,-,-,-
Campos,2025-05-25,-,-,-,-,-,-
Capdepera,2025-05-25,25.9,15.5,87,54,19.5,0
Consell,2025-05-25,17.2,17.2,51,51,3.9,0
Costitx,2025-05-25,25.7,12.4,99,57,13,0
Deià,2025-05-25,26.2,16.4,71,39,11.9,0
Escorca,2025-05-25,22.5,9.6,89,33,13,0
Esporles,2025-05-25,27.4,11.7,94,55,18.7,0
Estellencs,2025-05-25,-,-,-,-,-,-
Felanitx,2025-05-25,25.7,13.6,88,50,38.9,0
Fornalutx,2025-05-25,26.1,14.9,78,40,13,0
Inca,2025-05-25,25.5,14.5,82,56,21.6,0
Lloret,2025-05-25,25.6,13.3,96,56,10.1,0
Lloseta,2025-05-25,24.6,11.7,93,57,38.9,0
Llubí,2025-05-25,26.7,11.8,91,44,15.1,0
Llucmajor,2025-05-25,24.1,14.6,94,50,20.9,0
Manacor,2025-05-25,25.7,12.7,96,46,22,0
Mancor,2025-05-25,-,-,-,-,-,-
Maria,2025-05-25,26.3,14.2,95,49,18,0
Marratxí,2025-05-25,23.9,14.8,88,61,18.7,0
Montuïri,2025-05-25,25.4,9.4,99,55,24.8,0
Muro,2025-05-25,26.3,14.4,92,51,0,0
Palma,2025-05-25,24.4,15.9,84,66,10.8,0
Petra,2025-05-25,28,13,95,41,15.4,0
Pollença,2025-05-25,25,13.4,64,36,25.9,0
Porreres,2025-05-25,25.6,14.1,90,45,23.8,0
Sa Pobla,2025-05-25,28.4,14,84,45,15.4,0
Puigpunyent,2025-05-25,-,-,-,-,-,-
Ses   Salines,2025-05-25,22.6,14.1,92,65,35.2,0
Sant   Joan,2025-05-25,24.8,13.3,69,41,17.9,0
Sant   Llorenç,2025-05-25,28.8,13.4,95,44,8.2,0
Sencelles,2025-05-25,23.6,13,90,62,35.2,0
Santa   Eugènia,2025-05-25,25.8,9.7,98,55,239.8,0
Santa   Margalida,2025-05-25,27.7,14.8,91,42,19.1,0
Santa   Maria,2025-05-25,-,-,-,-,-,-
Santanyi,2025-05-25,27.4,13.3,99,38,7.2,0
Selva,2025-05-25,-,-,-,-,-,-
Sineu,2025-05-25,26.6,11.5,99,59,17.7,0
Sóller,2025-05-25,-,-,-,-,-,-
Son   Servera,2025-05-25,26.9,15.9,88,43,21.6,0
Valldemossa,2025-05-25,23.1,12.6,79,59,19.3,0
Villafranca,2025-05-25,,,,,18.7,0
