Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-16,32.3,22.8,79,46,0,0
Alcúdia,2025-07-16,31.4,25.1,85,55,14,0
Algaida,2025-07-16,31.9,22.3,89,45,23,0
Andratx,2025-07-16,32,25.1,80,47,15.8,0
Ariany,2025-07-16,-,-,-,-,-,-
Artà,2025-07-16,32.7,20.7,97,46,31.5,0
Banyalbufar,2025-07-16,30.2,23,84,62,12.6,0
Binissalem,2025-07-16,34.9,21.8,91,44,11.9,0
Búger,2025-07-16,33.4,22.2,91,47,20.4,0
Bunyola,2025-07-16,33.9,21.4,91,42,18.3,0
Calvià,2025-07-16,31,22.7,88,47,20.4,0
Campanet,2025-07-16,-,-,-,-,-,-
Campos,2025-07-16,34.4,23.6,87,44,42.6,0
Capdepera,2025-07-16,31.4,24.5,85,47,18,0
Consell,2025-07-16,-,-,-,-,-,-
Costitx,2025-07-16,34.4,21.5,96,44,11.1,0
Deià,2025-07-16,31.2,24,84,48,13,0
Escorca,2025-07-16,27.9,15.4,93,52,9.7,0
Esporles,2025-07-16,32,21.2,87,60,20.1,0
Estellencs,2025-07-16,21.8,21.8,75,75,0,0
Felanitx,2025-07-16,30.5,23,86,50,33.8,0
Fornalutx,2025-07-16,30.5,22.6,85,51,14.8,0
Inca,2025-07-16,34.8,24.6,87,46,14.8,0
Lloret,2025-07-16,33.8,21.5,94,51,6.1,0
Lloseta,2025-07-16,32.6,23,90,48,31.7,0
Llubí,2025-07-16,34.6,22,88,43,14,0
Llucmajor,2025-07-16,32.4,23.3,89,49,22.3,0
Manacor,2025-07-16,33.4,21.4,91,40,16.2,0
Mancor,2025-07-16,-,-,-,-,-,-
Maria,2025-07-16,-,-,-,-,-,-
Marratxí,2025-07-16,34,22.8,88,42,19.3,0
Montuïri,2025-07-16,33.6,20.4,99,51,15.1,0
Muro,2025-07-16,32.1,23.5,89,57,0,0
Palma,2025-07-16,32.8,25,84,50,15.5,0
Petra,2025-07-16,35.1,21.7,92,37,16.1,0
Pollença,2025-07-16,29.7,23.1,67,48,24.1,0
Porreres,2025-07-16,33.5,22.3,88,40,18.4,0
Sa Pobla,2025-07-16,34.8,24.1,86,45,11.7,0
Puigpunyent,2025-07-16,32.5,20.4,86,53,19.3,0
Ses   Salines,2025-07-16,31.3,23.1,88,52,32.2,0
Sant   Joan,2025-07-16,31.9,22.9,68,37,14.6,0
Sant   Llorenç,2025-07-16,34.1,23.3,88,42,8.9,0
Sencelles,2025-07-16,32.4,22.6,88,50,29.6,0
Santa   Eugènia,2025-07-16,36.4,21.1,92,39,18.2,0
Santa   Margalida,2025-07-16,33.7,23,87,45,15.5,0
Santa   Maria,2025-07-16,-,-,-,-,-,-
Santanyi,2025-07-16,33.7,22.7,91,48,11.1,0
Selva,2025-07-16,32.9,22.7,88,43,10,0
Sineu,2025-07-16,34.3,21.1,99,50,13,0
Sóller,2025-07-16,30.7,22.5,85,55,20.9,0
Son   Servera,2025-07-16,,,,,,
Valldemossa,2025-07-16,29.2,20.9,86,59,24.1,0
Villafranca,2025-07-16,,,,,0,0
