Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-19,16.3,12.3,89.5,0,2.54
Alcúdia,2025-12-19,18,13.8,92.6,16.2,5.79
Algaida,2025-12-19,17.4,12.6,95.7,13,7.11
Andratx,2025-12-19,17.5,11.5,84.1,10.4,0
Ariany,2025-12-19,NaN,NaN,NaN,NaN,NaN
Artà,2025-12-19,17.5,13.3,97.4,11.9,9.6
Banyalbufar,2025-12-19,14.6,10.6,98.8,5.5,29.49
Binissalem,2025-12-19,17.3,11.4,94.5,4.3,2.79
Búger,2025-12-19,19.2,12.2,94.2,7.4,10.67
Bunyola,2025-12-19,17.2,11.6,89.6,11.9,0
Cabrera,2025-12-19,NaN,NaN,NaN,NaN,NaN
Calvià,2025-12-19,19.3,11,84.6,11.4,0.25
Campanet,2025-12-19,NaN,NaN,NaN,NaN,NaN
Campos,2025-12-19,19.4,13.5,89.3,13.4,0
Capdepera,2025-12-19,18.3,14.8,94.4,15.4,23.09
Consell,2025-12-19,17.3,10.2,96.4,8.2,3.3
Costitx,2025-12-19,18,11.9,98.4,5.5,7.9
Deià,2025-12-19,15.1,12.8,87.2,5.4,9.7
Escorca,2025-12-19,11.3,4.9,97.7,0,52.1
Esporles,2025-12-19,15.9,10.6,95.8,10.1,2.03
Estellencs,2025-12-19,15.7,11.9,89.5,6.1,23.39
Felanitx,2025-12-19,19.9,13.5,94.1,13.7,3.56
Fornalutx,2025-12-19,14,11.7,91.7,6.1,24.1
Inca,2025-12-19,18,13.4,93,6.1,2.31
Lloret de Vistalegre,2025-12-19,17.9,12.2,96.6,2.1,0.3
Lloseta,2025-12-19,17,12.5,93.2,14.8,9.19
Llubí,2025-12-19,18.6,11.8,94.9,4.7,11.51
Llucmajor,2025-12-19,17.7,13,95.3,15.1,0.99
Manacor,2025-12-19,18.4,13.2,94.2,11.2,2.31
Mancor,2025-12-19,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2025-12-19,17.5,12.5,97.4,7.9,0
Marratxí,2025-12-19,18.3,12.6,90.7,16.1,1.52
Montuïri,2025-12-19,18.2,11.4,97.8,10.5,10.59
Muro,2025-12-19,17.3,13.2,98.4,0,16.79
Palma,2025-12-19,18.7,13.3,86.7,12.2,0
Petra,2025-12-19,18.2,13,95,10,15.75
Pollença,2025-12-19,16.4,12.8,74.9,12.9,14.48
Porreres,2025-12-19,18.1,12.5,93.1,7.6,10.9
Sa Pobla,2025-12-19,17.6,13.1,93.1,6.9,19.3
Puigpunyent,2025-12-19,16.7,12.5,90.5,12.2,14.22
Ses Salines,2025-12-19,18.8,13.5,94.1,3.6,0.79
Sant Joan,2025-12-19,17.7,12.8,25.9,10,5.84
Sant Llorenç des Cardassar,2025-12-19,18.1,13.4,94,2.7,0.51
Sencelles,2025-12-19,17.7,11.7,95.7,5.8,2.79
Santa Eugènia,2025-12-19,17.8,10.9,97.9,4.3,1.78
Santa Margalida,2025-12-19,18.7,12.8,94.5,7.9,7.9
Santa María del Camí,2025-12-19,17,11.5,91.6,11.2,2.31
Santanyí,2025-12-19,19.2,13.1,96.8,0,0.51
Selva,2025-12-19,17.8,13,91.1,7.4,4.32
Sineu,2025-12-19,14.6,14.3,99,0,2.11
Sóller,2025-12-19,16.3,10.1,91.3,7.6,8.71
Son Servera,2025-12-19,18.2,14.6,90.9,8.6,0.2
Valldemossa,2025-12-19,12.9,11.1,93.9,9.4,1.8
Vilafranca de Bonany,2025-12-19,18,12.9,95.8,12.2,10.39
