Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-05-30,31.3,16.9,54,29,0,0
Alcúdia,2025-05-30,29.4,16.7,85,37,14.4,0
Algaida,2025-05-30,31,18.6,80,31,20.5,0
Andratx,2025-05-30,30.1,18.3,60,36,10.4,0
Ariany,2025-05-30,-,-,-,-,-,-
Artà,2025-05-30,31,14.1,86,38,20.4,0
Banyalbufar,2025-05-30,27.6,18.1,79,43,6.9,0
Binissalem,2025-05-30,33.9,14.2,85,26,8.7,0
Búger,2025-05-30,34.1,13.9,89,28,16.9,0
Bunyola,2025-05-30,33.2,16.4,71,24,18,0
Calvià,2025-05-30,28.1,17.5,67,30,14.6,0
Campanet,2025-05-30,-,-,-,-,-,-
Campos,2025-05-30,-,-,-,-,-,-
Capdepera,2025-05-30,29.3,19.7,64,32,16.9,0
Consell,2025-05-30,17.2,17.2,51,51,3.9,0
Costitx,2025-05-30,32.8,16.2,99,31,11.1,0
Deià,2025-05-30,28.8,20.7,66,35,9.7,0
Escorca,2025-05-30,27.8,10.1,85,34,17.3,0
Esporles,2025-05-30,32.1,16.9,70,34,18,0
Estellencs,2025-05-30,-,-,-,-,-,-
Felanitx,2025-05-30,29.5,15.3,81,31,32.2,0
Fornalutx,2025-05-30,28.1,19,58,39,11.9,0
Inca,2025-05-30,32.5,18.8,71,28,13.4,0
Lloret,2025-05-30,33.1,17.2,91,31,5.5,0
Lloseta,2025-05-30,31.3,15.4,82,29,30.2,0
Llubí,2025-05-30,33.1,16,90,29,12.6,0
Llucmajor,2025-05-30,30.4,17.7,97,34,18.7,0
Manacor,2025-05-30,32.3,15.7,92,31,17.6,0
Mancor,2025-05-30,-,-,-,-,-,-
Maria,2025-05-30,32.1,17.8,88,31,19.8,0
Marratxí,2025-05-30,29.8,17.1,89,36,17.9,0
Montuïri,2025-05-30,32.5,12.3,90,34,11.9,0
Muro,2025-05-30,31.4,18.3,92,41,0,0
Palma,2025-05-30,27,18.7,76,53,12.2,0
Petra,2025-05-30,33.7,16,88,25,17.5,0
Pollença,2025-05-30,28.3,18.1,58,28,25.9,0
Porreres,2025-05-30,31.1,16.7,73,29,19.4,0
Sa Pobla,2025-05-30,34.8,17.9,77,30,12.2,0
Puigpunyent,2025-05-30,31.8,15.4,72,29,14.8,0
Ses   Salines,2025-05-30,27.8,16.8,94,44,24.1,0
Sant   Joan,2025-05-30,31.2,17.3,72,33,15.3,0
Sant   Llorenç,2025-05-30,32.5,16.1,90,31,0,0
Sencelles,2025-05-30,30.7,17.5,90,35,29.6,0
Santa   Eugènia,2025-05-30,32.5,12.9,97,31,20.1,0
Santa   Margalida,2025-05-30,33.2,18.3,83,28,17.3,0
Santa   Maria,2025-05-30,-,-,-,-,-,-
Santanyi,2025-05-30,30.2,16.2,97,53,3.5,0
Selva,2025-05-30,-,-,-,-,-,-
Sineu,2025-05-30,34,16.3,99,34,9.7,0
Sóller,2025-05-30,28.8,16.8,73,36,18.5,0
Son   Servera,2025-05-30,28.9,19.8,81,37,15.8,0
Valldemossa,2025-05-30,28.5,19,52,28,22.5,0
Villafranca,2025-05-30,,,,,28.8,0
