Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-02,22.7,14.4,88,43,0,0
Alcúdia,2025-11-02,23.2,15,97,51,33.8,0.2
Algaida,2025-11-02,23.1,14.1,97,51,18,0.3
Andratx,2025-11-02,-,-,-,-,-,-
Ariany,2025-11-02,-,-,-,-,-,-
Artà,2025-11-02,24.2,13.6,100,59,33.8,0.2
Banyalbufar,2025-11-02,22.2,15.3,89,64,13.4,0.2
Binissalem,2025-11-02,25.5,12.8,97,51,13,0.25
Búger,2025-11-02,25.2,13.8,96,48,15.4,0
Bunyola,2025-11-02,24.2,13.7,97,48,29.9,0
Calvià,2025-11-02,24.5,15,95,53,31.2,0
Campanet,2025-11-02,-,-,-,-,-,-
Campos,2025-11-02,26.3,15.5,98,53,31.5,0
Capdepera,2025-11-02,24,16.9,96,52,19.5,0
Consell,2025-11-02,-,-,-,-,-,-
Costitx,2025-11-02,24.6,12.7,99,57,7.9,0.3
Deià,2025-11-02,22.7,16.3,82,50,16.9,0
Escorca,2025-11-02,16.8,6.5,95,62,16.9,0
Esporles,2025-11-02,21.9,12.6,99,65,20.9,1.02
Estellencs,2025-11-02,-,-,-,-,-,-
Felanitx,2025-11-02,23.8,15.3,94,53,25.9,0.41
Fornalutx,2025-11-02,21.2,14.1,88,58,13.4,0
Inca,2025-11-02,26.4,16.3,97,46,11.9,0
Lloret,2025-11-02,26.3,13.9,98,52,2.9,0
Lloseta,2025-11-02,23.5,15.1,98,51,24.5,0
Llubí,2025-11-02,24.4,14.3,99,46,15.5,0.2
Llucmajor,2025-11-02,24.1,15,99,55,18,0.2
Manacor,2025-11-02,25.1,13.7,97,53,15.5,0.3
Mancor,2025-11-02,-,-,-,-,-,-
Maria,2025-11-02,24.9,15.3,99,55,24.5,0.3
Marratxí,2025-11-02,25,14.9,95,44,16.9,0
Montuïri,2025-11-02,24.3,11.6,99,61,21.9,0.2
Muro,2025-11-02,24.2,15.9,99,52,0,0.2
Palma,2025-11-02,25.1,17.1,95,47,29.5,0
Petra,2025-11-02,25.2,13.6,97,45,16.4,0.25
Pollença,2025-11-02,22.3,14.5,69,43,27.8,0
Porreres,2025-11-02,24.7,14.7,96,50,16.2,0.3
Sa Pobla,2025-11-02,25.1,15,95,45,13.2,0
Puigpunyent,2025-11-02,22.8,13.1,89,58,33.8,0.2
Ses   Salines,2025-11-02,24.5,15.2,88,58,27.8,0
Sant   Joan,2025-11-02,24.1,15.1,72,18,16.9,0.25
Sant   Llorenç,2025-11-02,26.9,13.3,99,63,5.6,0
Sencelles,2025-11-02,24.1,14.4,97,53,18.5,0.25
Santa   Eugènia,2025-11-02,26.4,12.1,99,44,9.7,0
Santa   Margalida,2025-11-02,24.7,15.7,96,47,17.3,0
Santa   Maria,2025-11-02,-,-,-,-,-,-
Santanyi,2025-11-02,26.4,15.9,99,63,1.4,0
Selva,2025-11-02,-,-,-,-,-,-
Sineu,2025-11-02,24.8,13.3,99,61,9.3,0.3
Sóller,2025-11-02,22.2,14.9,85,61,20.9,0
Son   Servera,2025-11-02,,,,,,
Valldemossa,2025-11-02,20.1,12.5,90,58,29.6,0
Villafranca,2025-11-02,,,,,0,0
