Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-28,36.2,22,71,25,0,0
Alcúdia,2025-06-28,34.5,22.2,89,34,15.1,0
Algaida,2025-06-28,35.6,22.9,88,27,22.3,0
Andratx,2025-06-28,36.9,23.5,77,23,14.4,0
Ariany,2025-06-28,-,-,-,-,-,-
Artà,2025-06-28,36.9,21.4,90,33,25.9,0
Banyalbufar,2025-06-28,32.8,22.1,88,42,6.4,0
Binissalem,2025-06-28,38.8,19.4,90,27,13,0
Búger,2025-06-28,38.1,19.3,92,29,21.6,0
Bunyola,2025-06-28,38.6,21.4,89,23,17.7,0
Calvià,2025-06-28,36.4,22.1,88,23,17.9,0
Campanet,2025-06-28,-,-,-,-,-,-
Campos,2025-06-28,36.6,20.2,91,33,37,0
Capdepera,2025-06-28,33.7,23,84,39,14.8,0
Consell,2025-06-28,17.2,17.2,51,51,3.9,0
Costitx,2025-06-28,38.9,21.4,97,27,10.5,0
Deià,2025-06-28,33.5,23.9,78,35,9.7,0
Escorca,2025-06-28,32.4,14.1,90,33,11.2,0
Esporles,2025-06-28,33.9,22.1,90,36,19.8,0
Estellencs,2025-06-28,-,-,-,-,-,-
Felanitx,2025-06-28,33.4,23.7,85,32,27.8,0
Fornalutx,2025-06-28,32.7,22.7,72,30,15.8,0
Inca,2025-06-28,39.7,23.5,84,29,13,0
Lloret,2025-06-28,37.8,22.4,92,31,5.5,0
Lloseta,2025-06-28,36.4,21,87,29,28.1,0
Llubí,2025-06-28,37.5,21.9,88,27,11.9,0
Llucmajor,2025-06-28,35.8,23.1,91,33,22,0
Manacor,2025-06-28,35.7,20.7,90,31,16.6,0
Mancor,2025-06-28,-,-,-,-,-,-
Maria,2025-06-28,34.9,21.9,91,32,16.2,0
Marratxí,2025-06-28,36.3,22.8,87,26,15.8,0
Montuïri,2025-06-28,36.5,18.3,93,34,16.6,0
Muro,2025-06-28,34.7,23.2,90,37,0,0
Palma,2025-06-28,35.7,24.5,82,37,13,0
Petra,2025-06-28,38.1,20.4,89,24,14.6,0
Pollença,2025-06-28,32.7,23.2,62,21,31.5,0
Porreres,2025-06-28,36.5,21.3,80,27,19.4,0
Sa Pobla,2025-06-28,38,23.1,85,30,11.7,0
Puigpunyent,2025-06-28,36.4,20.8,85,27,27.8,0
Ses   Salines,2025-06-28,31.6,22.9,90,46,25.9,0
Sant   Joan,2025-06-28,35.4,23.1,69,31,19.2,0
Sant   Llorenç,2025-06-28,37.5,22.5,82,33,7.4,0
Sencelles,2025-06-28,36.5,22.4,89,29,32.2,0
Santa   Eugènia,2025-06-28,40,19.1,95,24,20.3,0
Santa   Margalida,2025-06-28,35.5,24.4,80,33,17.3,0
Santa   Maria,2025-06-28,-,-,-,-,-,-
Santanyi,2025-06-28,37.1,22.6,93,37,7.2,0
Selva,2025-06-28,36.3,21.8,84,26,11.7,0
Sineu,2025-06-28,38,20.6,99,32,9.7,0
Sóller,2025-06-28,33.9,22,81,33,18.5,0
Son   Servera,2025-06-28,,,,,,
Valldemossa,2025-06-28,30.8,21.9,85,36,25.9,0
Villafranca,2025-06-28,,,,,22.4,0
