Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-16,16,7.7,75.8,0,0
Alcúdia,2026-01-16,17.8,8.8,85.6,11.5,0
Algaida,2026-01-16,16.5,9.5,87.8,13.7,0
Andratx,2026-01-16,17,9.7,82.9,16.2,0.3
Ariany,2026-01-16,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-16,18.5,7.6,91.3,14.3,0
Banyalbufar,2026-01-16,,,,16.3,0
Binissalem,2026-01-16,17.9,5.1,87.4,6.4,0
Búger,2026-01-16,18.6,7.7,86,15,0
Bunyola,2026-01-16,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-16,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-16,18.4,8.8,85.6,10,0
Campanet,2026-01-16,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-16,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-16,17.7,11.3,87.5,15.4,0
Consell,2026-01-16,16.8,5.6,90.3,14.3,0
Costitx,2026-01-16,16.8,8.9,93.1,7.9,0.3
Deià,2026-01-16,17.3,11.6,60.7,16.9,0
Escorca,2026-01-16,10.7,0.9,84.3,13,0
Esporles,2026-01-16,16.5,5.7,91.9,18,0.25
Estellencs,2026-01-16,17.5,10.2,68.1,15.5,0
Felanitx,2026-01-16,17.8,10.7,89.6,12.6,0
Fornalutx,2026-01-16,16.2,9.5,70,11.6,0
Inca,2026-01-16,18,8.5,82.5,10.1,0
Lloret de Vistalegre,2026-01-16,17.8,9.6,89.9,3.5,0
Lloseta,2026-01-16,16.1,6.7,83.9,21.6,0
Llubí,2026-01-16,18.4,7.7,86.3,7.9,0
Llucmajor,2026-01-16,16.3,8.7,91.7,10.1,0
Manacor,2026-01-16,17.8,9,87.5,11.2,0
Mancor,2026-01-16,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-16,17.5,8.6,90.8,11.2,0
Marratxí,2026-01-16,17.3,9.9,84.9,12.6,0
Montuïri,2026-01-16,17.4,5.4,92.9,13.7,0.3
Muro,2026-01-16,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-16,16.6,9.6,88.3,8.6,0
Petra,2026-01-16,17.5,7.8,87.8,11.1,0.25
Pollença,2026-01-16,16,7.7,60.8,17.7,0
Porreres,2026-01-16,17.3,9,85.9,13.3,0
Sa Pobla,2026-01-16,18,8.2,83.1,12.6,0.2
Puigpunyent,2026-01-16,15.9,9.5,88.9,15.4,0
Ses Salines,2026-01-16,18,7.5,90.2,4,0
Sant Joan,2026-01-16,16.7,9.3,47.5,11.1,0.25
Sant Llorenç des Cardassar,2026-01-16,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-01-16,18.2,7.7,89.2,10.5,0.25
Santa Eugènia,2026-01-16,17.8,4.4,91,12.6,0
Santa Margalida,2026-01-16,18.2,9.4,86.5,10.8,0
Santa María del Camí,2026-01-16,16.8,6.4,85.6,12.2,0
Santanyí,2026-01-16,19.1,8,91.9,0,0
Selva,2026-01-16,NaN,NaN,NaN,NaN,NaN
Sineu,2026-01-16,17.5,8.5,94.4,0,0.3
Sóller,2026-01-16,18.3,7.6,73.8,21.6,0
Son Servera,2026-01-16,16.9,10.9,85.3,17.3,0
Valldemossa,2026-01-16,14.4,9.3,76.4,18.4,0
Vilafranca de Bonany,2026-01-16,17.1,9.6,90.1,15.8,0.3
