Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-14,16.6,13,91,80,0,0
Alcúdia,2025-12-14,18.8,13.7,94,78,11.2,0
Algaida,2025-12-14,16.9,12.1,99,82,20.5,0
Andratx,2025-12-14,19,15.1,84,68,21.6,4.5
Ariany,2025-12-14,-,-,-,-,-,-
Artà,2025-12-14,-,-,-,-,-,-
Banyalbufar,2025-12-14,17.2,14.1,91,81,24.8,0.51
Binissalem,2025-12-14,17.2,11.9,97,84,11.1,2.79
Búger,2025-12-14,18.1,12.7,96,83,12.2,0
Bunyola,2025-12-14,19.3,11.6,95,66,22.4,0
Calvià,2025-12-14,18.7,13.8,92,73,22.2,5.33
Campanet,2025-12-14,-,-,-,-,-,-
Campos,2025-12-14,-,-,-,-,-,-
Capdepera,2025-12-14,17.7,15,95,87,16.9,2.01
Consell,2025-12-14,-,-,-,-,-,-
Costitx,2025-12-14,17.8,12.1,99,88,7.2,0.2
Deià,2025-12-14,18.4,12.5,92,64,33.1,0
Escorca,2025-12-14,12.2,8.6,96,85,23.8,11.1
Esporles,2025-12-14,16.7,10.1,99,85,17.2,105.66
Estellencs,2025-12-14,-,-,-,-,-,-
Felanitx,2025-12-14,-,-,-,-,-,-
Fornalutx,2025-12-14,17.6,11.6,96,62,32.3,1.09
Inca,2025-12-14,18.3,13.3,98,83,11.1,2.01
Lloret,2025-12-14,17.8,14.1,96,84,5.5,0
Lloseta,2025-12-14,16.4,13,97,86,18.7,1.6
Llubí,2025-12-14,19.5,11.4,99,75,6.5,0
Llucmajor,2025-12-14,17.8,13.2,99,84,21.2,0
Manacor,2025-12-14,17.2,12.7,98,88,11.9,0.51
Mancor,2025-12-14,-,-,-,-,-,-
Maria,2025-12-14,17.3,12.9,99,85,18,0
Marratxí,2025-12-14,18.2,13.1,95,76,15.8,0
Montuïri,2025-12-14,17.3,10.2,99,92,14.8,0
Muro,2025-12-14,18.1,12.7,99,85,0,0.3
Palma,2025-12-14,18.4,13.6,96,77,14.4,0
Petra,2025-12-14,18.2,11,96,81,15,0.76
Pollença,2025-12-14,16.2,13.7,78,66,20.9,0
Porreres,2025-12-14,18,12.1,98,81,10.4,0.2
Sa Pobla,2025-12-14,-,-,-,-,-,-
Puigpunyent,2025-12-14,-,-,-,-,-,-
Ses   Salines,2025-12-14,-,-,-,-,-,-
Sant   Joan,2025-12-14,17.3,13,66,19,14.3,0
Sant   Llorenç,2025-12-14,17.5,11.1,99,85,8.7,42.16
Sencelles,2025-12-14,-,-,-,-,-,-
Santa   Eugènia,2025-12-14,19.7,10.8,99,76,5.1,0
Santa   Margalida,2025-12-14,17.6,12.6,97,81,9.4,0.2
Santa   Maria,2025-12-14,-,-,-,-,-,-
Santanyi,2025-12-14,18.3,13.9,99,91,0,0.3
Selva,2025-12-14,16.9,12.6,94,84,5.3,7.87
Sineu,2025-12-14,17.6,11.2,99,91,6.1,0.3
Sóller,2025-12-14,-,-,-,-,-,-
Son   Servera,2025-12-14,-,-,-,-,-,-
Valldemossa,2025-12-14,-,-,-,-,-,-
Villafranca,2025-12-14,,,,,0,0
