Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-10,-,-,-,-,-,-
Alcúdia,2025-07-10,30.6,19.8,94,56,48.2,15.49
Algaida,2025-07-10,30.8,19,93,42,20.5,0
Andratx,2025-07-10,32.9,21.2,87,35,16.9,12.19
Ariany,2025-07-10,-,-,-,-,-,-
Artà,2025-07-10,31.4,19.6,97,55,51.8,8.2
Banyalbufar,2025-07-10,30.2,19.8,97,59,14,3.61
Binissalem,2025-07-10,34.8,19.9,96,39,14,0.51
Búger,2025-07-10,32.4,19.7,94,43,27.4,15.49
Bunyola,2025-07-10,34.2,19.5,96,34,22.7,0
Calvià,2025-07-10,30.6,20.2,93,38,21.6,10.41
Campanet,2025-07-10,-,-,-,-,-,-
Campos,2025-07-10,32,20.1,95,45,42.6,9.6
Capdepera,2025-07-10,29.5,19.6,95,60,22.7,0
Consell,2025-07-10,-,-,-,-,-,-
Costitx,2025-07-10,33.2,18.6,99,44,9.7,3.3
Deià,2025-07-10,30.2,19.9,93,49,13.7,22.1
Escorca,2025-07-10,26.2,15.4,96,58,21.2,14.71
Esporles,2025-07-10,29.9,20.1,97,57,28,2.79
Estellencs,2025-07-10,-,-,-,-,-,-
Felanitx,2025-07-10,30.3,19.6,89,46,27.8,6.6
Fornalutx,2025-07-10,29.3,19.3,95,47,14.8,0.79
Inca,2025-07-10,33.9,19.6,98,48,19.8,16.79
Lloret,2025-07-10,31.9,18.5,98,48,5.8,0
Lloseta,2025-07-10,31,19.2,97,49,25.9,16.79
Llubí,2025-07-10,31.9,19.5,95,46,16.2,16.31
Llucmajor,2025-07-10,31.7,19.1,97,45,27,0
Manacor,2025-07-10,31,19.5,95,44,17.3,0
Mancor,2025-07-10,-,-,-,-,-,-
Maria,2025-07-10,29.5,18.4,99,54,24.8,14.81
Marratxí,2025-07-10,31.8,20.2,95,40,17.9,21.08
Montuïri,2025-07-10,32.7,18.7,99,47,19.8,16.51
Muro,2025-07-10,29.7,19.3,99,61,0,22.1
Palma,2025-07-10,31.1,20.5,96,49,21.2,13
Petra,2025-07-10,32.2,19.3,93,43,17.2,14.73
Pollença,2025-07-10,28.1,19.4,77,46,51.8,19.81
Porreres,2025-07-10,32.3,19.5,92,40,23.4,5.89
Sa Pobla,2025-07-10,33.4,20.4,95,46,15.4,17.02
Puigpunyent,2025-07-10,31.3,20.6,89,45,24.1,7.39
Ses   Salines,2025-07-10,30.2,20.4,92,53,35.4,1.78
Sant   Joan,2025-07-10,30.7,19.4,69,17,16.7,12.45
Sant   Llorenç,2025-07-10,32.5,20,94,50,10.5,0
Sencelles,2025-07-10,31.4,19.1,96,46,20.9,21.84
Santa   Eugènia,2025-07-10,33.8,19.7,97,38,17.7,1.27
Santa   Margalida,2025-07-10,30.2,19.3,94,56,18,16.69
Santa   Maria,2025-07-10,-,-,-,-,-,-
Santanyi,2025-07-10,32.6,20,99,58,14.3,2.01
Selva,2025-07-10,31,19.7,93,44,10.3,14.22
Sineu,2025-07-10,32.5,19,99,50,9.3,19.81
Sóller,2025-07-10,30,20,94,49,42.6,15.49
Son   Servera,2025-07-10,,,,,,
Valldemossa,2025-07-10,27.5,18.4,96,53,27.8,10.59
Villafranca,2025-07-10,,,,,0,10.9
