Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-18,32.1,20.5,86,31,0,0
Alcúdia,2025-09-18,30.1,20.6,95,54,11.2,0
Algaida,2025-09-18,32.2,20.7,94,30,15.1,0
Andratx,2025-09-18,31.3,21.4,90,53,9.4,0
Ariany,2025-09-18,-,-,-,-,-,-
Artà,2025-09-18,31.1,17.6,100,47,16.7,0.2
Banyalbufar,2025-09-18,28.6,19.8,95,76,5.5,0
Binissalem,2025-09-18,32.3,18.7,97,36,13.7,0
Búger,2025-09-18,30.9,19,94,36,22.5,0
Bunyola,2025-09-18,33,18.9,95,30,15.1,0
Calvià,2025-09-18,30.7,20.3,93,55,15,0
Campanet,2025-09-18,-,-,-,-,-,-
Campos,2025-09-18,32.1,19.4,96,55,32.2,0
Capdepera,2025-09-18,29.2,21.8,95,66,12.2,0
Consell,2025-09-18,-,-,-,-,-,-
Costitx,2025-09-18,34.1,19.3,99,41,10.1,0
Deià,2025-09-18,28.8,21.7,85,55,9.4,0
Escorca,2025-09-18,27.6,10.2,97,36,16.2,0
Esporles,2025-09-18,29.7,19.4,93,69,15.4,0
Estellencs,2025-09-18,-,-,-,-,-,-
Felanitx,2025-09-18,29.2,20.6,93,44,29.6,0.2
Fornalutx,2025-09-18,28.6,20.2,88,60,16.6,0
Inca,2025-09-18,34.1,21.7,86,38,7.9,0
Lloret,2025-09-18,32.1,19.8,97,50,6.4,0
Lloseta,2025-09-18,31.7,19.3,96,31,22.3,0
Llubí,2025-09-18,31.8,19.5,96,48,11.9,0
Llucmajor,2025-09-18,31.5,20.6,96,41,16.9,0
Manacor,2025-09-18,31.2,19.6,97,44,14.8,0
Mancor,2025-09-18,-,-,-,-,-,-
Maria,2025-09-18,-,-,-,-,-,-
Marratxí,2025-09-18,34.4,21.4,93,38,22.2,0
Montuïri,2025-09-18,32.2,17.6,99,45,18,0
Muro,2025-09-18,29.3,21.1,98,62,0,0
Palma,2025-09-18,31.1,22.2,88,62,13,0
Petra,2025-09-18,33.3,19.3,97,39,13.2,0
Pollença,2025-09-18,28.3,21.1,70,41,20.9,0
Porreres,2025-09-18,33.1,20.3,93,38,15.8,0
Sa Pobla,2025-09-18,33,21.1,92,34,11.1,0
Puigpunyent,2025-09-18,32.4,17.7,90,29,14.8,0
Ses   Salines,2025-09-18,28.4,21.1,95,66,25.9,0
Sant   Joan,2025-09-18,31.5,20.9,69,12,14.2,0
Sant   Llorenç,2025-09-18,34.4,19.7,97,34,5.5,0
Sencelles,2025-09-18,31.4,20,93,50,24.1,0
Santa   Eugènia,2025-09-18,35.6,18,99,37,15.4,0
Santa   Margalida,2025-09-18,29.5,21.3,94,59,17.3,0
Santa   Maria,2025-09-18,-,-,-,-,-,-
Santanyi,2025-09-18,30.8,20.7,99,67,2.1,0
Selva,2025-09-18,31.8,20.4,88,27,11.7,0
Sineu,2025-09-18,31.6,19.4,99,62,8.2,0
Sóller,2025-09-18,29.1,19.9,88,63,16.7,0
Son   Servera,2025-09-18,,,,,,
Valldemossa,2025-09-18,26.8,18.6,91,68,22.5,0
Villafranca,2025-09-18,,,,,0,0
