Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-18,16.3,10.7,89,75,0,0.76
Alcúdia,2025-11-18,17.2,10.6,97,65,17.3,0
Algaida,2025-11-18,17.1,10.1,98,68,11.2,1.7
Andratx,2025-11-18,17.9,11,94,67,8.6,0.3
Ariany,2025-11-18,-,-,-,-,-,-
Artà,2025-11-18,-,-,-,-,-,-
Banyalbufar,2025-11-18,16,10.6,99,88,0,0.51
Binissalem,2025-11-18,17.8,8.1,97,72,9.3,31.24
Búger,2025-11-18,21.6,9.5,96,57,11.1,3.56
Bunyola,2025-11-18,18.4,9.3,98,66,9,0.51
Calvià,2025-11-18,18.4,10.3,95,64,7.9,0
Campanet,2025-11-18,-,-,-,-,-,-
Campos,2025-11-18,-,-,-,-,-,-
Capdepera,2025-11-18,16.5,12.4,91,73,12.6,2.31
Consell,2025-11-18,-,-,-,-,-,-
Costitx,2025-11-18,17.9,8.7,99,73,7.2,3
Deià,2025-11-18,16.8,11.7,93,69,13.7,9.19
Escorca,2025-11-18,10.7,4.5,98,92,6.5,10.49
Esporles,2025-11-18,16.3,9.5,98,81,12.2,1.27
Estellencs,2025-11-18,-,-,-,-,-,-
Felanitx,2025-11-18,-,-,-,-,-,-
Fornalutx,2025-11-18,16.2,10.3,98,70,0,4.9
Inca,2025-11-18,18.4,10.9,98,71,4.7,2.79
Lloret,2025-11-18,17.3,9.3,99,77,6.1,0
Lloseta,2025-11-18,17.3,10,98,72,19.4,0.79
Llubí,2025-11-18,18.1,9.1,99,71,7.2,3.51
Llucmajor,2025-11-18,18.3,10.9,95,69,25.6,0
Manacor,2025-11-18,-,-,-,-,-,-
Mancor,2025-11-18,-,-,-,-,-,-
Maria,2025-11-18,17.4,10.5,99,73,13.7,0
Marratxí,2025-11-18,18.9,9.9,95,67,20.4,1.78
Montuïri,2025-11-18,17.8,7.6,99,76,8.7,3
Muro,2025-11-18,17.1,10.9,99,81,0,2.01
Palma,2025-11-18,18.4,12.2,93,68,16.2,0
Petra,2025-11-18,20,8.8,97,61,8.9,7.87
Pollença,2025-11-18,14.9,11,78,62,8,7.11
Porreres,2025-11-18,18.6,9.6,96,65,10.4,1.3
Sa Pobla,2025-11-18,17.8,10.7,96,75,8.5,3.05
Puigpunyent,2025-11-18,-,-,-,-,-,-
Ses   Salines,2025-11-18,18.2,11.4,90,74,18.5,0.76
Sant   Joan,2025-11-18,17.3,10.2,72,19,10.9,0.76
Sant   Llorenç,2025-11-18,,,0,0,3.2,1.78
Sencelles,2025-11-18,-,-,-,-,-,-
Santa   Eugènia,2025-11-18,19.2,7.2,99,70,5.5,2.79
Santa   Margalida,2025-11-18,17.7,10.7,96,71,20.2,0.79
Santa   Maria,2025-11-18,-,-,-,-,-,-
Santanyi,2025-11-18,18.9,12.1,99,77,5.5,0
Selva,2025-11-18,-,-,-,-,-,-
Sineu,2025-11-18,17.7,8.8,99,85,4.7,2.59
Sóller,2025-11-18,-,-,-,-,-,-
Son   Servera,2025-11-18,,,,,,
Valldemossa,2025-11-18,-,-,-,-,-,-
Villafranca,2025-11-18,,,,,0,1.3
