Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-17,34.2,20.8,34.8,0,0
Alcúdia,2026-06-17,30.3,17.8,72,12.2,0
Algaida,2026-06-17,34.4,20.4,46,22.3,0
Andratx,2026-06-17,32.7,21.9,49.2,11.2,0
Ariany,2026-06-17,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-17,32.9,17,60.4,18.7,0
Banyalbufar,2026-06-17,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-17,35.2,16.9,51.1,19.2,0
Búger,2026-06-17,34.2,16.7,59.3,17.9,0
Bunyola,2026-06-17,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-17,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-17,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-17,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-17,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-17,30.1,20.2,74.3,13,0
Consell,2026-06-17,35.7,16.8,51,20.1,0
Costitx,2026-06-17,37.6,18.8,53.9,11.1,0
Deià,2026-06-17,31.1,23.1,49.2,8.6,0
Escorca,2026-06-17,29.5,12.6,50.8,9.7,0
Esporles,2026-06-17,34.1,19.6,48.4,16.9,0.25
Estellencs,2026-06-17,29.5,19.3,59.8,13.7,0
Felanitx,2026-06-17,32.9,19.8,57.5,24.5,0
Fornalutx,2026-06-17,30.6,21.8,47.8,0.3,0
Inca,2026-06-17,37.1,21.6,50.4,10.5,0
Lloret de Vistalegre,2026-06-17,34.7,18.9,56,5,0
Lloseta,2026-06-17,34,18.8,50.6,27,0.1
Llubí,2026-06-17,35.2,17.7,52.2,13.7,0
Llucmajor,2026-06-17,,,,21.2,0
Manacor,2026-06-17,32.8,18,63.8,16.2,0
Mancor,2026-06-17,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-17,32.8,19,61.7,20.5,0
Marratxí,2026-06-17,35.6,21.1,48.6,19.8,0
Montuïri,2026-06-17,34.2,15.4,59.8,22.4,0
Muro,2026-06-17,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-17,32.8,22.4,64.1,11.9,0
Petra,2026-06-17,35.4,18,58.4,15.8,0
Pollença,2026-06-17,30.9,20.6,42.2,14.5,0
Porreres,2026-06-17,NaN,NaN,NaN,NaN,NaN
Sa Pobla,2026-06-17,33.2,18.5,59.9,11.6,0
Puigpunyent,2026-06-17,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-06-17,32.7,17.8,61.7,10.4,0
Sant Joan,2026-06-17,33,20.4,50.6,18.7,0
Sant Llorenç des Cardassar,2026-06-17,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-17,36.6,18.6,51,18.7,0
Santa Eugènia,2026-06-17,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-17,32.7,17.9,67,19.8,0
Santa María del Camí,2026-06-17,34.2,18.8,50.2,21.6,0
Santanyí,2026-06-17,,,,10.5,0
Selva,2026-06-17,NaN,NaN,NaN,NaN,NaN
Sineu,2026-06-17,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-17,32,19.6,57.3,22.3,0
Son Servera,2026-06-17,28.3,20.6,67.2,14.8,0
Valldemossa,2026-06-17,30.8,22.6,40.3,11.9,0
Vilafranca de Bonany,2026-06-17,33.4,19.3,57.9,19.4,0
