Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-17,33.6,21.9,80,32,0,0
Alcúdia,2025-07-17,32.8,22.6,94,43,13.3,0
Algaida,2025-07-17,33.3,22.9,94,39,24.5,0
Andratx,2025-07-17,33.5,23,87,43,16.2,0
Ariany,2025-07-17,-,-,-,-,-,-
Artà,2025-07-17,34.3,21.4,98,36,25.9,0
Banyalbufar,2025-07-17,31.3,22.3,86,57,9.3,0
Binissalem,2025-07-17,36.4,20.1,95,35,10.1,0
Búger,2025-07-17,35.6,20.9,93,31,22.2,0
Bunyola,2025-07-17,34.9,20.3,93,32,14.8,0
Calvià,2025-07-17,31.9,21.5,91,34,19,0
Campanet,2025-07-17,-,-,-,-,-,-
Campos,2025-07-17,33.1,22,95,43,32.2,0
Capdepera,2025-07-17,33.2,23.4,91,34,18,0
Consell,2025-07-17,-,-,-,-,-,-
Costitx,2025-07-17,36.3,21.1,99,37,11.9,0
Deià,2025-07-17,32.2,23.9,75,47,11.2,0
Escorca,2025-07-17,30.1,14.1,91,43,17.3,0
Esporles,2025-07-17,35.4,21.2,91,43,18,0
Estellencs,2025-07-17,-,-,-,-,-,-
Felanitx,2025-07-17,32.6,23.8,91,39,31.5,0
Fornalutx,2025-07-17,31.3,22.9,76,50,14.8,0
Inca,2025-07-17,36.5,23.1,89,33,18,0
Lloret,2025-07-17,36.6,21.6,97,38,4.7,0
Lloseta,2025-07-17,34.9,20.6,93,34,28.1,0
Llubí,2025-07-17,36.5,21.6,93,29,12.6,0
Llucmajor,2025-07-17,33.1,23.3,95,41,19.8,0
Manacor,2025-07-17,34.6,21.5,96,34,18,0
Mancor,2025-07-17,-,-,-,-,-,-
Maria,2025-07-17,-,-,-,-,-,-
Marratxí,2025-07-17,32.7,22.7,91,40,23.3,0
Montuïri,2025-07-17,35.3,20.6,99,42,17.7,0
Muro,2025-07-17,33.7,23,95,37,0,0
Palma,2025-07-17,32.1,23.9,86,60,8.3,0
Petra,2025-07-17,37,21.4,95,28,15.4,0
Pollença,2025-07-17,31.2,22.8,70,28,24.1,0
Porreres,2025-07-17,34.3,22.2,92,37,19.4,0
Sa Pobla,2025-07-17,36.2,23,91,32,10.3,0
Puigpunyent,2025-07-17,34.6,20,89,38,16.7,0
Ses   Salines,2025-07-17,31.3,23.2,95,57,27.8,0
Sant   Joan,2025-07-17,34.1,22.3,67,13,15,0
Sant   Llorenç,2025-07-17,36.1,22.8,94,31,10.3,0
Sencelles,2025-07-17,34.3,22.4,92,41,25.9,0
Santa   Eugènia,2025-07-17,35.5,20.2,98,39,18.5,0
Santa   Margalida,2025-07-17,34.5,23,93,34,17.3,0
Santa   Maria,2025-07-17,-,-,-,-,-,-
Santanyi,2025-07-17,35.1,22.8,98,46,2.9,0
Selva,2025-07-17,35,21.7,89,29,8.5,0
Sineu,2025-07-17,36.7,21.2,99,35,12.2,0
Sóller,2025-07-17,32,22.1,86,51,18.5,0
Son   Servera,2025-07-17,,,,,,
Valldemossa,2025-07-17,31.2,21.7,74,38,25.9,0
Villafranca,2025-07-17,,,,,0,0
