Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-05-15,22.5,14.1,91,42,0,2.03
Alcúdia,2025-05-15,22.3,15,92,52,20.9,5.59
Algaida,2025-05-15,22.4,13.5,98,41,19.8,1.19
Andratx,2025-05-15,22.5,15.1,91,52,18,1.6
Ariany,2025-05-15,-,-,-,-,-,-
Artà,2025-05-15,22.9,13,100,58,31.5,0.2
Banyalbufar,2025-05-15,21.5,14.3,98,57,9.7,0.51
Binissalem,2025-05-15,24.2,13.7,96,39,13.7,0
Búger,2025-05-15,23.7,14.3,96,41,21.1,5.59
Bunyola,2025-05-15,24.4,13.2,97,37,25.3,0
Calvià,2025-05-15,22.2,14.7,92,45,25.4,0
Campanet,2025-05-15,-,-,-,-,-,-
Campos,2025-05-15,-,-,-,-,-,-
Capdepera,2025-05-15,21.1,14.9,97,60,22.4,0.51
Consell,2025-05-15,17.2,17.2,51,51,3.9,0
Costitx,2025-05-15,22.7,13.3,99,48,11.1,0.99
Deià,2025-05-15,22.9,14.4,89,57,9.4,0.51
Escorca,2025-05-15,17.1,9.4,96,43,15.5,3.99
Esporles,2025-05-15,21.2,13.9,97,63,26.2,0.51
Estellencs,2025-05-15,22,14.3,90,65,24.1,1.4
Felanitx,2025-05-15,22.7,14.5,95,46,31.5,1.19
Fornalutx,2025-05-15,20.6,13.2,97,47,18,2.01
Inca,2025-05-15,25.3,14.1,98,42,9.3,3.61
Lloret,2025-05-15,22.4,13.5,99,50,5.5,0
Lloseta,2025-05-15,22,13.7,97,41,28.4,4.6
Llubí,2025-05-15,24,14,97,43,14.4,3.3
Llucmajor,2025-05-15,22.8,14.3,98,43,24.8,1.8
Manacor,2025-05-15,22.5,14.3,98,45,14.8,0.99
Mancor,2025-05-15,-,-,-,-,-,-
Maria,2025-05-15,21.4,13.4,99,48,23.8,1.5
Marratxí,2025-05-15,24.6,14.4,93,34,15.4,1.02
Montuïri,2025-05-15,22.5,13.3,99,53,24.8,1.8
Muro,2025-05-15,22.5,14.2,99,52,0,5.41
Palma,2025-05-15,24.3,15.7,91,40,24.8,0.79
Petra,2025-05-15,23.3,14.2,97,41,15.8,5.84
Pollença,2025-05-15,20.7,14,75,42,33.8,0.99
Porreres,2025-05-15,23.4,14.4,96,40,23.8,1.5
Sa Pobla,2025-05-15,24.7,14.9,96,42,12.9,5.08
Puigpunyent,2025-05-15,22.7,14.1,90,51,25.9,0.41
Ses   Salines,2025-05-15,22.6,14.8,97,54,32.2,2.03
Sant   Joan,2025-05-15,21.5,14.5,71,13,17.7,1.02
Sant   Llorenç,2025-05-15,22.8,14.3,97,49,10.6,0.25
Sencelles,2025-05-15,21.8,14.1,95,48,25.9,1.27
Santa   Eugènia,2025-05-15,26.7,14.3,99,36,8.5,1.78
Santa   Margalida,2025-05-15,22.2,14.1,96,46,18.4,2.11
Santa   Maria,2025-05-15,-,-,-,-,-,-
Santanyi,2025-05-15,23.4,14.3,99,51,12.2,4.6
Selva,2025-05-15,-,-,-,-,-,-
Sineu,2025-05-15,23.6,13.6,99,55,10.5,1.7
Sóller,2025-05-15,22.1,14.5,93,58,25.9,1.27
Son   Servera,2025-05-15,21.6,14.7,94,53,23.7,0.25
Valldemossa,2025-05-15,19.4,12.9,94,56,35.4,0.41
Villafranca,2025-05-15,,,,,19.8,1.19
