Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-04,21.4,11.2,87,53,0,0
Alcúdia,2025-11-04,22.4,10.3,95,51,13,0
Algaida,2025-11-04,22.3,12.1,94,52,13.3,0
Andratx,2025-11-04,-,-,-,-,-,-
Ariany,2025-11-04,-,-,-,-,-,-
Artà,2025-11-04,22.5,9.4,100,67,16.7,1.4
Banyalbufar,2025-11-04,20.7,12.7,94,75,10.1,0
Binissalem,2025-11-04,23.8,7.9,97,47,7.2,0
Búger,2025-11-04,24.6,8.6,95,49,10.8,0
Bunyola,2025-11-04,23.1,10.5,95,45,9.3,0.25
Calvià,2025-11-04,22.7,12.4,89,48,13.2,0
Campanet,2025-11-04,-,-,-,-,-,-
Campos,2025-11-04,22.8,10.2,97,61,22.5,0
Capdepera,2025-11-04,21,13.6,97,73,15.8,3.51
Consell,2025-11-04,-,-,-,-,-,-
Costitx,2025-11-04,22.7,10.3,99,58,8.2,0.2
Deià,2025-11-04,21.9,14.1,79,54,13.7,0
Escorca,2025-11-04,17.1,7.7,97,65,13.3,0.3
Esporles,2025-11-04,22.1,10.3,97,59,10.8,0
Estellencs,2025-11-04,-,-,-,-,-,-
Felanitx,2025-11-04,20.7,14,95,62,19.3,0.41
Fornalutx,2025-11-04,20.1,11.9,88,55,15.8,0
Inca,2025-11-04,23.2,12,88,50,13.7,0
Lloret,2025-11-04,22.1,11,98,59,0,0
Lloseta,2025-11-04,22.7,9.7,96,51,21.6,0
Llubí,2025-11-04,25.2,8.3,98,44,6.5,0.3
Llucmajor,2025-11-04,21.8,11.2,95,51,12.6,0
Manacor,2025-11-04,21.2,11.5,99,61,13.7,0.3
Mancor,2025-11-04,-,-,-,-,-,-
Maria,2025-11-04,20.9,12.5,97,58,15.5,0
Marratxí,2025-11-04,25.7,13,90,42,13.7,0
Montuïri,2025-11-04,21.8,7.1,99,63,13,0.3
Muro,2025-11-04,23.2,11.8,97,56,0,0
Palma,2025-11-04,22.3,13.4,87,58,11.2,0
Petra,2025-11-04,22.7,9.9,97,51,11.4,0
Pollença,2025-11-04,21.1,12.6,69,39,19.3,0
Porreres,2025-11-04,23.7,11.7,95,47,13,0
Sa Pobla,2025-11-04,24.6,10.7,92,48,9.7,0
Puigpunyent,2025-11-04,21.9,9.1,91,54,11.3,0.2
Ses   Salines,2025-11-04,20.4,13.1,88,71,20.9,0
Sant   Joan,2025-11-04,21.1,11.5,71,19,9.8,0.51
Sant   Llorenç,2025-11-04,20.5,10.5,99,97,1,0
Sencelles,2025-11-04,22.7,9.7,94,56,14.8,0
Santa   Eugènia,2025-11-04,24.1,6.8,99,50,10.3,0
Santa   Margalida,2025-11-04,22.5,12.5,94,52,14.4,0
Santa   Maria,2025-11-04,-,-,-,-,-,-
Santanyi,2025-11-04,22.7,12.3,99,72,0,0.3
Selva,2025-11-04,-,-,-,-,-,-
Sineu,2025-11-04,24.2,9.8,99,61,7.9,0.3
Sóller,2025-11-04,21.2,11.8,87,58,11.3,0
Son   Servera,2025-11-04,,,,,,
Valldemossa,2025-11-04,18.6,10.7,91,66,13,0
Villafranca,2025-11-04,,,,,0,0.2
