Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-21,34.5,20.9,51,24,0,0
Alcúdia,2025-06-21,32.7,20.5,83,44,15.1,0
Algaida,2025-06-21,34.5,21.7,85,26,20.9,0
Andratx,2025-06-21,33.7,22,60,33,14,0
Ariany,2025-06-21,-,-,-,-,-,-
Artà,2025-06-21,34.2,17.3,87,34,25.9,0
Banyalbufar,2025-06-21,31.1,22,74,40,6.9,0
Binissalem,2025-06-21,37.6,18.7,83,25,8.7,0
Búger,2025-06-21,38.7,17.8,81,19,16.1,0
Bunyola,2025-06-21,35.6,20.2,57,24,15.8,0
Calvià,2025-06-21,32.5,20.7,64,31,15.8,0
Campanet,2025-06-21,-,-,-,-,-,-
Campos,2025-06-21,-,-,-,-,-,-
Capdepera,2025-06-21,32.1,22.4,79,32,20.1,0
Consell,2025-06-21,17.2,17.2,51,51,3.9,0
Costitx,2025-06-21,36.8,19.4,98,29,11.6,0
Deià,2025-06-21,32.5,23,74,34,9.7,0
Escorca,2025-06-21,29.8,13.1,79,24,18.7,0
Esporles,2025-06-21,34.3,19.1,67,30,22.4,0
Estellencs,2025-06-21,-,-,-,-,-,-
Felanitx,2025-06-21,32.8,22.8,88,30,29.6,0
Fornalutx,2025-06-21,33.1,21.7,72,29,14.3,0
Inca,2025-06-21,-,-,-,-,-,-
Lloret,2025-06-21,35.6,20.2,91,31,9.7,0
Lloseta,2025-06-21,34,19.4,69,25,31.7,0
Llubí,2025-06-21,37.1,20.3,90,27,12.2,0
Llucmajor,2025-06-21,33.7,21.2,91,33,17.6,0
Manacor,2025-06-21,34,19.6,92,35,20.2,0
Mancor,2025-06-21,-,-,-,-,-,-
Maria,2025-06-21,35.2,20.3,89,28,19.1,0
Marratxí,2025-06-21,34.5,21,84,25,16.1,0
Montuïri,2025-06-21,35.3,16.6,85,29,14.3,0
Muro,2025-06-21,35.6,22.3,92,30,0,0
Palma,2025-06-21,31.2,23.1,86,55,10.4,0
Petra,2025-06-21,36.8,20.3,88,21,18.7,0
Pollença,2025-06-21,30.8,21.5,55,30,25.9,0
Porreres,2025-06-21,34.2,21.4,81,26,20.2,0
Sa Pobla,2025-06-21,37.6,21.6,73,25,13.2,0
Puigpunyent,2025-06-21,34.6,18.3,70,26,14.8,0
Ses   Salines,2025-06-21,31.8,20.7,89,43,24.1,0
Sant   Joan,2025-06-21,33.9,21.1,70,29,15.8,0
Sant   Llorenç,2025-06-21,35.8,19.5,83,35,7.2,0
Sencelles,2025-06-21,33.8,20.7,90,35,25.9,0
Santa   Eugènia,2025-06-21,37,17.1,93,27,15,0
Santa   Margalida,2025-06-21,36.2,21,84,29,15.5,0
Santa   Maria,2025-06-21,-,-,-,-,-,-
Santanyi,2025-06-21,33.6,20.1,96,60,2.9,0
Selva,2025-06-21,35.7,20.9,71,21,7.4,0
Sineu,2025-06-21,37,18.9,99,32,19.8,0
Sóller,2025-06-21,33.2,20.6,82,30,22.5,0
Son   Servera,2025-06-21,,,,,15,0
Valldemossa,2025-06-21,31.4,21.6,48,22,22.5,0
Villafranca,2025-06-21,,,,,25.3,0
