Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-26,14.1,8.5,71,42,0,2.79
Alcúdia,2025-11-26,14.7,6.8,94,41,32.4,14.2
Algaida,2025-11-26,13.5,6.5,85,34,25.6,0.51
Andratx,2025-11-26,14.9,9.7,77,38,28.1,0.79
Ariany,2025-11-26,-,-,-,-,-,-
Artà,2025-11-26,-,-,-,-,-,-
Banyalbufar,2025-11-26,13.4,8.8,87,46,15.1,1.5
Binissalem,2025-11-26,16.1,5.9,94,41,16.6,1.78
Búger,2025-11-26,15.6,5.5,95,39,22.2,3.81
Bunyola,2025-11-26,14.8,8.1,75,39,38.5,0.51
Calvià,2025-11-26,15.9,8.9,84,40,39.9,0.51
Campanet,2025-11-26,-,-,-,-,-,-
Campos,2025-11-26,-,-,-,-,-,-
Capdepera,2025-11-26,12.3,5.1,93,43,26.2,49
Consell,2025-11-26,-,-,-,-,-,-
Costitx,2025-11-26,14.4,4.3,99,43,11.6,3.3
Deià,2025-11-26,14.6,9.9,72,39,21.2,0.3
Escorca,2025-11-26,7.4,4.5,91,46,22,0
Esporles,2025-11-26,14.3,6.7,93,50,26.7,2.29
Estellencs,2025-11-26,-,-,-,-,-,-
Felanitx,2025-11-26,-,-,-,-,-,-
Fornalutx,2025-11-26,13.5,7.3,90,42,20.6,0.79
Inca,2025-11-26,16.9,7.1,93,38,14.3,3.3
Lloret,2025-11-26,15.4,4.8,99,42,13,0
Lloseta,2025-11-26,14.1,5.7,94,41,44.3,5.69
Llubí,2025-11-26,15.2,5.7,95,37,15.8,6.1
Llucmajor,2025-11-26,14.5,5.2,91,39,41.8,0
Manacor,2025-11-26,13.7,5.4,96,44,23.4,8.41
Mancor,2025-11-26,-,-,-,-,-,-
Maria,2025-11-26,13.9,5.4,99,38,28.8,0
Marratxí,2025-11-26,17.9,6.8,87,35,26.6,0.76
Montuïri,2025-11-26,13.9,3.7,99,44,24.5,1.7
Muro,2025-11-26,14.3,6.9,98,42,1.1,14
Palma,2025-11-26,15.3,9.8,80,43,50.8,2.11
Petra,2025-11-26,14.4,6.3,93,37,19.3,2.79
Pollença,2025-11-26,12.8,8.4,70,28,51.5,7.11
Porreres,2025-11-26,14.2,5.4,88,32,23.8,1.3
Sa Pobla,2025-11-26,-,-,-,-,-,-
Puigpunyent,2025-11-26,-,-,-,-,-,-
Ses   Salines,2025-11-26,-,-,-,-,-,-
Sant   Joan,2025-11-26,13.7,6.3,75,33,20.8,2.54
Sant   Llorenç,2025-11-26,,,0,0,4.8,9.14
Sencelles,2025-11-26,-,-,-,-,-,-
Santa   Eugènia,2025-11-26,17.6,4.4,99,38,15.3,0.25
Santa   Margalida,2025-11-26,14.2,6.9,91,44,28.8,13.21
Santa   Maria,2025-11-26,-,-,-,-,-,-
Santanyi,2025-11-26,15,5.9,95,45,0,1.3
Selva,2025-11-26,15.3,6.5,91,31,14.3,3.05
Sineu,2025-11-26,14.6,5,99,47,10.5,6.1
Sóller,2025-11-26,-,-,-,-,-,-
Son   Servera,2025-11-26,,,,,,
Valldemossa,2025-11-26,-,-,-,-,-,-
Villafranca,2025-11-26,,,,,0,0.99
